 slim_762286287 slim_762286317 slim_762286296 slim_762286264 slim_762286314 slim_762286312 slim_762286271 slim_762286323 slim_762286285 slim_762286302 slim_762286322 slim_762286290 slim_762286282 slim_762286305 slim_762286272 slim_762286266 slim_762286263 slim_762286274 slim_762286262 slim_762286276 slim_762286259 slim_762286309 slim_762286320 slim_762286281 slim_762286278 slim_762286261 slim_762286270 slim_762286311 slim_762286275 slim_762286319 slim_762286308 slim_762286325 slim_762286280 slim_762286300 slim_762286315 slim_762286268 slim_762286284 slim_762286307 slim_762286291 slim_762286294 slim_762286293 slim_762286297 slim_762286318 slim_762286316 slim_762286258 slim_762286267 slim_762286260 slim_762286310 slim_762286256 slim_762286321 slim_762286273 slim_762286301 slim_762286255 slim_762286313 slim_762286265 slim_762286298 slim_762286295 slim_762286299 slim_762286269 slim_762286277 slim_762286288 slim_762286304 slim_762286292 slim_762286283 slim_762286303 slim_762286257 slim_762286289 slim_762286286 slim_762286279 slim_762286306 slim_762286324
53 1.25e-06 1.65e-06 1.35e-06 1.4e-06 1.1e-06 8e-07 1.05e-06 1.45e-06 1.45e-06 1.15e-06 1.6e-06 1.1e-06 1.05e-06 1e-06 1.1e-06 1.05e-06 1.75e-06 1.45e-06 1.6e-06 1.65e-06 9.5e-07 1.2e-06 1.65e-06 1.65e-06 8e-07 8.5e-07 1.5e-06 1.4e-06 1.4e-06 1.25e-06 7e-07 1.25e-06 1.5e-06 1.3e-06 1.5e-06 1.5e-06 1.6e-06 1.55e-06 1.35e-06 1.6e-06 8e-07 1.35e-06 1.65e-06 1.35e-06 9e-07 1.35e-06 1.65e-06 1.3e-06 1.6e-06 1.75e-06 1.7e-06 1.35e-06 1.1e-06 1.3e-06 1.5e-06 1.4e-06 1.4e-06 1.1e-06 1.55e-06 1.5e-06 1.2e-06 1.2e-06 1.25e-06 8.5e-07 1.25e-06 1.35e-06 1.6e-06 1.25e-06 1.5e-06 1.1e-06 1.35e-06
54 1.25e-06 1.4e-06 1.65e-06 1.2e-06 1.45e-06 1.7e-06 1.8e-06 1.7e-06 1.4e-06 1.9e-06 1.6e-06 1.65e-06 1.3e-06 1.6e-06 1.65e-06 1.65e-06 1.3e-06 1.25e-06 1.35e-06 1.3e-06 1.5e-06 1.5e-06 1.8e-06 1.65e-06 1.8e-06 1.35e-06 1.85e-06 1.4e-06 1.5e-06 1.55e-06 1.55e-06 1.5e-06 1.85e-06 1.6e-06 1.85e-06 1.6e-06 1.7e-06 1.3e-06 1.35e-06 1.45e-06 1.5e-06 1.4e-06 1.45e-06 1.6e-06 1.4e-06 1.45e-06 1.6e-06 1.25e-06 1.35e-06 1.8e-06 1.7e-06 1.15e-06 1.45e-06 1.5e-06 1.8e-06 1.65e-06 1.4e-06 1.25e-06 1.45e-06 1.9e-06 1.6e-06 1.6e-06 1.5e-06 1.65e-06 1.7e-06 1.25e-06 1.2e-06 1.45e-06 1.55e-06 1.85e-06 1.6e-06
55 1.4e-06 1.65e-06 1.6e-06 1.6e-06 1.3e-06 1.5e-06 1.55e-06 1.8e-06 1.4e-06 1.7e-06 1.85e-06 1.3e-06 1.4e-06 1.5e-06 1.65e-06 1.6e-06 1.8e-06 1.65e-06 1.7e-06 1.8e-06 1.45e-06 1.4e-06 2e-06 1.9e-06 1.5e-06 1.35e-06 1.7e-06 1.4e-06 1.65e-06 1.45e-06 1.45e-06 1.55e-06 1.5e-06 1.5e-06 1.7e-06 1.85e-06 1.95e-06 1.5e-06 1.65e-06 1.95e-06 1.5e-06 1.65e-06 1.65e-06 1.65e-06 1.35e-06 1.5e-06 1.8e-06 1.5e-06 1.6e-06 1.85e-06 1.7e-06 1.55e-06 1.5e-06 1.4e-06 1.65e-06 2.4e-06 1.65e-06 1.55e-06 1.75e-06 1.55e-06 1.5e-06 1.65e-06 1.45e-06 1.25e-06 1.55e-06 1.55e-06 1.8e-06 1.45e-06 1.45e-06 1.7e-06 1.65e-06
56 1.3e-06 1.6e-06 1.75e-06 1.25e-06 1.65e-06 1.4e-06 1.65e-06 1.45e-06 1.6e-06 1.7e-06 1.3e-06 1.75e-06 1.2e-06 1.6e-06 1.4e-06 1.4e-06 1.75e-06 1.1e-06 1.65e-06 1.65e-06 1.65e-06 1.35e-06 1.3e-06 1.35e-06 1.6e-06 1.15e-06 1.25e-06 1.55e-06 1.45e-06 1.35e-06 1.45e-06 1.7e-06 2.1e-06 1.25e-06 1.3e-06 1.3e-06 1.25e-06 1.45e-06 1.2e-06 1.45e-06 1.45e-06 1.55e-06 1.5e-06 1.6e-06 1.55e-06 1.2e-06 1.55e-06 1.45e-06 1.8e-06 1.45e-06 1.45e-06 1.2e-06 1.4e-06 1.4e-06 1.4e-06 1.65e-06 1.8e-06 1.45e-06 1.6e-06 2.05e-06 1.55e-06 1.55e-06 1.75e-06 1.45e-06 1.6e-06 1.55e-06 1.65e-06 1.2e-06 1.85e-06 1.25e-06 1.6e-06
57 1.1e-06 1.55e-06 1.45e-06 1.2e-06 1.4e-06 1.2e-06 1.35e-06 1.6e-06 1.45e-06 1.5e-06 1.5e-06 1.4e-06 1.05e-06 1.2e-06 1.35e-06 1.3e-06 1.55e-06 1.5e-06 1.6e-06 1.35e-06 1.05e-06 1.4e-06 1.7e-06 1.55e-06 1.2e-06 1.15e-06 1.6e-06 1.4e-06 1.4e-06 1.3e-06 1.15e-06 1.3e-06 1.75e-06 1.4e-06 1.6e-06 1.55e-06 1.55e-06 1.45e-06 1.3e-06 1.35e-06 1.05e-06 1.3e-06 1.6e-06 1.45e-06 1e-06 1.3e-06 1.75e-06 1.15e-06 1.55e-06 1.85e-06 1.75e-06 1.15e-06 1.1e-06 1.1e-06 1.25e-06 1.55e-06 1.45e-06 1.8e-06 1.4e-06 1.75e-06 1.3e-06 1.3e-06 1.4e-06 1.15e-06 1.55e-06 1.15e-06 1.25e-06 1.25e-06 1.55e-06 1.35e-06 1.45e-06
58 1.35e-06 1.45e-06 1.4e-06 8.5e-07 1.7e-06 1.7e-06 1.7e-06 1.55e-06 1.45e-06 1.75e-06 1.2e-06 1.7e-06 1.05e-06 1.35e-06 1.5e-06 1.5e-06 1.7e-06 1.45e-06 1.8e-06 1e-06 1.3e-06 1.7e-06 1.55e-06 1.25e-06 1.65e-06 1.5e-06 1.65e-06 1.45e-06 1.2e-06 1.3e-06 1.6e-06 1.4e-06 1.9e-06 1.45e-06 1.65e-06 1.4e-06 1.45e-06 1.25e-06 1.15e-06 1.65e-06 1.6e-06 1.5e-06 1.4e-06 1.3e-06 1.2e-06 1.15e-06 1.9e-06 9.5e-07 1.35e-06 1.85e-06 1.75e-06 8.5e-07 1.15e-06 1.55e-06 1.45e-06 1.75e-06 1.6e-06 1.4e-06 1.5e-06 1.95e-06 1.3e-06 1.25e-06 1.8e-06 1.45e-06 1.85e-06 8.5e-07 1.1e-06 1.35e-06 1.3e-06 1.7e-06 1.3e-06
59 2.1e-06 1.75e-06 1.4e-06 2.1e-06 1.25e-06 1.55e-06 1.15e-06 1.9e-06 1.45e-06 1.7e-06 2.2e-06 1.1e-06 1.85e-06 1.5e-06 1.7e-06 1.7e-06 1.85e-06 1.9e-06 1.8e-06 2.2e-06 1.5e-06 1.55e-06 2.15e-06 2.25e-06 1.45e-06 1.85e-06 2.25e-06 1.4e-06 1.95e-06 1.9e-06 1.55e-06 1.65e-06 8e-07 2.05e-06 2.25e-06 2e-06 2.2e-06 1.8e-06 1.95e-06 2.25e-06 1.5e-06 1.6e-06 1.9e-06 1.7e-06 1.4e-06 2.2e-06 2e-06 1.8e-06 1.4e-06 1.9e-06 1.8e-06 2.05e-06 1.75e-06 1.5e-06 1.9e-06 1.55e-06 2.05e-06 1.75e-06 1.95e-06 1.5e-06 1.55e-06 1.9e-06 1.3e-06 1.45e-06 1.5e-06 1.9e-06 2.15e-06 2.1e-06 1.2e-06 1.9e-06 1.7e-06
60 1.4e-06 1.45e-06 1.35e-06 1.15e-06 1.35e-06 1.25e-06 1.35e-06 1.55e-06 1.4e-06 1.4e-06 1.45e-06 1.3e-06 1.05e-06 1.25e-06 1.45e-06 1.4e-06 1.65e-06 1.65e-06 1.7e-06 1.3e-06 1.2e-06 1.4e-06 1.8e-06 1.5e-06 1.25e-06 1.3e-06 1.7e-06 1.35e-06 1.2e-06 1.35e-06 1.25e-06 1.35e-06 1.55e-06 1.55e-06 1.7e-06 1.7e-06 1.65e-06 1.25e-06 1.45e-06 1.65e-06 1.25e-06 1.45e-06 1.4e-06 1.35e-06 1.1e-06 1.25e-06 1.8e-06 1.2e-06 1.55e-06 1.8e-06 1.7e-06 1.15e-06 1.1e-06 1.2e-06 1.6e-06 1.5e-06 1.55e-06 1.3e-06 1.3e-06 1.55e-06 2.1e-06 1.2e-06 1.45e-06 1.2e-06 1.5e-06 1.1e-06 1.35e-06 1.4e-06 1.45e-06 1.4e-06 1.35e-06
61 1.4e-06 1.6e-06 1.5e-06 1.1e-06 1.6e-06 1.25e-06 1.5e-06 1.6e-06 1.55e-06 1.4e-06 1.45e-06 1.4e-06 1e-06 1.15e-06 1.35e-06 1.3e-06 1.85e-06 1.6e-06 1.85e-06 1.2e-06 1.1e-06 1.55e-06 1.8e-06 1.5e-06 1.15e-06 1.35e-06 1.7e-06 1.5e-06 1.25e-06 1.3e-06 1.25e-06 1.4e-06 1.9e-06 1.5e-06 1.7e-06 1.65e-06 1.65e-06 1.4e-06 1.4e-06 1.7e-06 1.15e-06 1.65e-06 1.55e-06 1.4e-06 1.05e-06 1.2e-06 1.95e-06 1.15e-06 1.7e-06 2e-06 1.9e-06 1.1e-06 1.05e-06 1.2e-06 1.6e-06 1.65e-06 1.55e-06 1.3e-06 1.25e-06 1.9e-06 1.2e-06 2e-06 1.55e-06 1.15e-06 1.6e-06 1.05e-06 1.35e-06 1.35e-06 1.6e-06 1.35e-06 1.4e-06
62 1.7e-06 1.6e-06 1.6e-06 1.75e-06 1.25e-06 1.3e-06 1.4e-06 1.95e-06 1.4e-06 1.55e-06 2.05e-06 1.05e-06 1.5e-06 1.3e-06 1.6e-06 1.55e-06 1.65e-06 1.8e-06 1.65e-06 1.75e-06 1.25e-06 1.45e-06 2.25e-06 2.1e-06 1.2e-06 1.55e-06 2.1e-06 1.35e-06 1.75e-06 1.65e-06 1.3e-06 1.55e-06 1.3e-06 1.9e-06 2.1e-06 2.1e-06 2.1e-06 1.6e-06 1.85e-06 1.85e-06 1.05e-06 1.7e-06 1.75e-06 1.65e-06 1.2e-06 1.8e-06 1.95e-06 1.55e-06 1.4e-06 2e-06 1.85e-06 1.7e-06 1.45e-06 1.25e-06 1.5e-06 1.45e-06 1.75e-06 1.4e-06 1.8e-06 1.3e-06 1.45e-06 1.55e-06 2.1e-06 1.25e-06 1.4e-06 1.6e-06 1.7e-06 1.75e-06 1.35e-06 1.6e-06 1.65e-06
63 1.25e-06 1.8e-06 1.4e-06 1.5e-06 1.45e-06 8e-07 1e-06 1.55e-06 1.5e-06 1.15e-06 1.7e-06 1e-06 1.1e-06 7e-07 9.5e-07 9e-07 2e-06 1.5e-06 1.8e-06 1.7e-06 7.5e-07 1.35e-06 1.65e-06 1.75e-06 5e-07 1.05e-06 1.35e-06 1.45e-06 1.6e-06 9e-07 9e-07 1.3e-06 1.5e-06 1.1e-06 1.35e-06 1.45e-06 1.65e-06 1.85e-06 1.35e-06 1.65e-06 6e-07 1.7e-06 1.9e-06 1.3e-06 6.5e-07 1.25e-06 1.9e-06 1.2e-06 1.55e-06 1.95e-06 1.95e-06 1.45e-06 1e-06 8.5e-07 1.65e-06 1.25e-06 1.45e-06 1.15e-06 1.45e-06 1.45e-06 1.2e-06 1.15e-06 1.25e-06 6e-07 1.3e-06 1.35e-06 1.75e-06 1.1e-06 1.35e-06 9.5e-07 1.3e-06
64 1.7e-06 1.5e-06 1.65e-06 1.7e-06 1.4e-06 1.25e-06 1.4e-06 1.85e-06 1.5e-06 1.55e-06 2e-06 1.25e-06 1.45e-06 1.35e-06 1.55e-06 1.5e-06 1.75e-06 1.65e-06 1.85e-06 2e-06 1.4e-06 1.1e-06 2.1e-06 2.05e-06 1.25e-06 1.45e-06 1.95e-06 1.45e-06 1.75e-06 1.6e-06 1.3e-06 1.55e-06 1.55e-06 1.75e-06 1.95e-06 1.95e-06 1.95e-06 1.65e-06 1.7e-06 2.05e-06 1.25e-06 1.7e-06 1.5e-06 1.65e-06 1.35e-06 1.75e-06 1.65e-06 1.6e-06 1.65e-06 1.65e-06 1.85e-06 1.65e-06 1.5e-06 1.25e-06 1.7e-06 1.55e-06 1.6e-06 1.55e-06 1.85e-06 1.5e-06 1.5e-06 1.6e-06 1.4e-06 1.3e-06 2.2e-06 1.75e-06 2e-06 1.6e-06 1.55e-06 1.55e-06 1.65e-06
65 1.15e-06 1.3e-06 1.3e-06 7e-07 1.4e-06 1.6e-06 1.7e-06 1.55e-06 1.25e-06 1.6e-06 1.15e-06 1.45e-06 8.5e-07 1.2e-06 1.5e-06 1.45e-06 1.5e-06 1.5e-06 1.55e-06 7.5e-07 1e-06 1.6e-06 1.7e-06 1.2e-06 1.5e-06 1.35e-06 1.7e-06 1.25e-06 1e-06 1.2e-06 1.4e-06 1.1e-06 1.8e-06 1.5e-06 1.7e-06 1.55e-06 1.5e-06 1e-06 1.2e-06 1.45e-06 1.5e-06 1.4e-06 1.25e-06 1.25e-06 9e-07 1e-06 1.75e-06 7.5e-07 1.4e-06 1.9e-06 1.7e-06 7e-07 9.5e-07 1.35e-06 1.25e-06 1.55e-06 1.55e-06 1.15e-06 8.5e-07 1.9e-06 1.1e-06 1.05e-06 1.6e-06 1.35e-06 1.75e-06 1e-06 8e-07 1.3e-06 1.3e-06 1.6e-06 1.25e-06
66 1.2e-06 1.35e-06 1.55e-06 8.5e-07 1.6e-06 1.85e-06 1.95e-06 1.7e-06 1.5e-06 1.9e-06 1.25e-06 1.85e-06 1.1e-06 1.65e-06 1.8e-06 1.75e-06 1.4e-06 1.65e-06 1.55e-06 8e-07 1.45e-06 1.8e-06 1.8e-06 1.3e-06 1.95e-06 1.45e-06 1.8e-06 1.5e-06 1.15e-06 1.5e-06 1.65e-06 1.4e-06 2.05e-06 1.65e-06 1.8e-06 1.7e-06 1.6e-06 1.1e-06 1.35e-06 1.35e-06 1.65e-06 1.4e-06 1.35e-06 1.5e-06 1.35e-06 1.15e-06 1.85e-06 1.05e-06 1.5e-06 1.95e-06 1.75e-06 8.5e-07 1.25e-06 1.6e-06 1.2e-06 1.8e-06 1.65e-06 1.25e-06 1.1e-06 2.15e-06 1.35e-06 1.35e-06 1.7e-06 1.75e-06 2e-06 8e-07 1.3e-06 1.45e-06 1.65e-06 1.85e-06 1.5e-06
67 9e-07 1.6e-06 1.55e-06 9e-07 1.7e-06 1.25e-06 1.5e-06 1.35e-06 1.45e-06 1.55e-06 1.3e-06 1.75e-06 1e-06 1.25e-06 1.25e-06 1.2e-06 1.8e-06 1.2e-06 1.7e-06 1.4e-06 1.4e-06 1.35e-06 1.35e-06 1.35e-06 1.4e-06 9.5e-07 1.1e-06 1.4e-06 1.3e-06 9.5e-07 1.3e-06 1.45e-06 2.15e-06 8.5e-07 1.1e-06 1.15e-06 1.15e-06 1.45e-06 8.5e-07 1.5e-06 1.25e-06 1.4e-06 1.5e-06 1.35e-06 1.3e-06 9.5e-07 1.6e-06 1.05e-06 1.75e-06 1.65e-06 1.65e-06 8.5e-07 1.2e-06 1.25e-06 1.45e-06 1.45e-06 1.2e-06 1.25e-06 1.35e-06 2.1e-06 1.4e-06 1.35e-06 1.75e-06 1.1e-06 1.6e-06 1.3e-06 1.45e-06 1.2e-06 1.8e-06 1.3e-06 1.35e-06
68 1.75e-06 1.55e-06 1.4e-06 1.55e-06 1.25e-06 1.65e-06 1.5e-06 1.95e-06 1.2e-06 1.8e-06 1.85e-06 1.1e-06 1.5e-06 1.25e-06 1.65e-06 1.65e-06 1.7e-06 1.7e-06 1.75e-06 1.65e-06 1.2e-06 1.55e-06 2.05e-06 1.9e-06 1.45e-06 1.75e-06 2.1e-06 1.2e-06 1.75e-06 1.55e-06 1.55e-06 1.45e-06 1.15e-06 1.9e-06 2.1e-06 1.9e-06 1.95e-06 1.5e-06 1.65e-06 2e-06 1.55e-06 1.65e-06 1.65e-06 1.5e-06 1.1e-06 1.8e-06 1.95e-06 1.25e-06 1.1e-06 1.9e-06 1.75e-06 1.5e-06 1.45e-06 1.5e-06 1.55e-06 1.45e-06 1.85e-06 1.55e-06 1.3e-06 1.2e-06 1.45e-06 1.6e-06 1.35e-06 1.35e-06 1.55e-06 1.3e-06 1.65e-06 1.8e-06 1.7e-06 1.85e-06 1.5e-06
69 1.45e-06 1.95e-06 1.7e-06 1.55e-06 1.75e-06 9.5e-07 1.35e-06 1.65e-06 1.8e-06 1.35e-06 1.5e-06 1.45e-06 1.25e-06 1.15e-06 1.2e-06 1.1e-06 2.1e-06 1.65e-06 2e-06 1.85e-06 1.2e-06 1.55e-06 1.5e-06 1.55e-06 9e-07 1.25e-06 1.3e-06 1.7e-06 1.65e-06 1.25e-06 1.1e-06 1.65e-06 2e-06 1.35e-06 1.35e-06 1.55e-06 1.4e-06 1.9e-06 1.45e-06 1.45e-06 9.5e-07 1.75e-06 1.95e-06 1.6e-06 1.15e-06 1.35e-06 2e-06 1.5e-06 1.95e-06 1.8e-06 1.8e-06 1.5e-06 1.25e-06 1.1e-06 1.85e-06 1.7e-06 1.25e-06 1.35e-06 1.7e-06 1.9e-06 1.4e-06 1.35e-06 1.6e-06 9.5e-07 1.55e-06 1.6e-06 1.85e-06 1.3e-06 1.85e-06 1.6e-06 1.6e-06
70 1.45e-06 1.55e-06 1.4e-06 1.15e-06 1.55e-06 1.5e-06 1.4e-06 1.2e-06 1.45e-06 1.3e-06 1.45e-06 1.55e-06 1.15e-06 1.3e-06 1.4e-06 1.35e-06 1.75e-06 1.45e-06 1.65e-06 1.45e-06 1.35e-06 1.5e-06 1.6e-06 1.5e-06 1.45e-06 1.35e-06 1.65e-06 1.45e-06 1.05e-06 1.3e-06 1.4e-06 1.2e-06 1.65e-06 1.4e-06 1.65e-06 1.4e-06 1.55e-06 1.45e-06 1.2e-06 1.8e-06 1.4e-06 1.45e-06 1.55e-06 9.5e-07 1.25e-06 1.3e-06 1.7e-06 1.2e-06 1.55e-06 1.8e-06 1.75e-06 1.1e-06 1.25e-06 1.35e-06 1.6e-06 1.65e-06 1.6e-06 1.45e-06 1.3e-06 1.7e-06 1.35e-06 1.4e-06 1.65e-06 1.3e-06 1.65e-06 1.25e-06 1.5e-06 1.35e-06 1.5e-06 1.6e-06 1.9e-06
