 slim_762216237 slim_762216192 slim_762216217 slim_762216176 slim_762216170 slim_762216209 slim_762216190 slim_762216216 slim_762216235 slim_762216213 slim_762216229 slim_762216221 slim_762216215 slim_762216188 slim_762216193 slim_762216201 slim_762216186 slim_762216238 slim_762216222 slim_762216208 slim_762216232 slim_762216210 slim_762216180 slim_762216231 slim_762216179 slim_762216166 slim_762216177 slim_762216195 slim_762216194 slim_762216228 slim_762216205 slim_762216236 slim_762216197 slim_762216199 slim_762216225 slim_762216203 slim_762216200 slim_762216172 slim_762216185 slim_762216167 slim_762216223 slim_762216227 slim_762216198 slim_762216219 slim_762216168 slim_762216173 slim_762216234 slim_762216220 slim_762216181 slim_762216206 slim_762216214 slim_762216202 slim_762216171 slim_762216182 slim_762216189 slim_762216191 slim_762216218 slim_762216187 slim_762216211 slim_762216212 slim_762216224 slim_762216183 slim_762216196 slim_762216184 slim_762216174 slim_762216175 slim_762216226 slim_762216178 slim_762216207 slim_762216204 slim_762216169 slim_762216233 slim_762216230 slim_762216165
51 1.65e-06 2.25e-06 2.1e-06 2.75e-06 2.1e-06 2.15e-06 1.7e-06 2.8e-06 2.2e-06 2.05e-06 1.7e-06 1.55e-06 1.9e-06 2.5e-06 2.35e-06 2.4e-06 2.7e-06 1.8e-06 2e-06 2.65e-06 1.85e-06 2.2e-06 2.65e-06 2.15e-06 2.35e-06 2.15e-06 1.55e-06 2.05e-06 2.6e-06 1.7e-06 3.15e-06 2e-06 1.55e-06 1.55e-06 2.2e-06 1.4e-06 1.45e-06 1.65e-06 1.65e-06 1.35e-06 2.3e-06 2.75e-06 1.75e-06 2.2e-06 1.7e-06 2.15e-06 2.05e-06 2.2e-06 2.05e-06 2e-06 2.2e-06 2.7e-06 1.9e-06 2.35e-06 2.15e-06 1.45e-06 2.3e-06 3e-06 1.85e-06 1.4e-06 1.75e-06 3.05e-06 2.75e-06 2.3e-06 2.7e-06 1.9e-06 1.85e-06 2.35e-06 1.8e-06 2.45e-06 1.9e-06 2.35e-06 1.9e-06 2.05e-06
52 1.75e-06 2.2e-06 1.7e-06 2.5e-06 2.55e-06 2.6e-06 2.4e-06 2.55e-06 2.25e-06 1.85e-06 1.95e-06 1.9e-06 2.3e-06 2.6e-06 2.4e-06 2.55e-06 2.8e-06 1.8e-06 1.85e-06 2.65e-06 2.25e-06 2.65e-06 2.75e-06 2.6e-06 2.45e-06 2.3e-06 1.8e-06 2.55e-06 2.65e-06 1.85e-06 2.9e-06 2.3e-06 1.55e-06 1.4e-06 2.45e-06 1.4e-06 1.65e-06 2e-06 2.1e-06 1.35e-06 2.4e-06 2.85e-06 2.2e-06 2.25e-06 1.8e-06 2.05e-06 2.45e-06 2e-06 2.35e-06 2.45e-06 2.3e-06 1.9e-06 2.6e-06 2.3e-06 2.3e-06 1.5e-06 2.25e-06 2.4e-06 2.3e-06 1.95e-06 2e-06 2.75e-06 2.5e-06 2.35e-06 2.8e-06 1.35e-06 1.85e-06 2.4e-06 2.5e-06 2.6e-06 2.45e-06 2.45e-06 2.3e-06 1.85e-06
53 2.2e-06 1.9e-06 1.9e-06 2.15e-06 1.15e-06 1.4e-06 1.55e-06 1.45e-06 1.75e-06 2.3e-06 2.1e-06 1.9e-06 1.55e-06 1.5e-06 1.15e-06 1.9e-06 1.8e-06 2.3e-06 1.9e-06 1.6e-06 1.55e-06 1.3e-06 1.5e-06 1.4e-06 1.9e-06 2.1e-06 2.25e-06 1.8e-06 1.65e-06 2e-06 1.9e-06 1.65e-06 2.05e-06 2.5e-06 1.55e-06 2.4e-06 1.95e-06 2e-06 1.9e-06 2.45e-06 1.1e-06 1.55e-06 2e-06 1.7e-06 1.8e-06 2.3e-06 1.8e-06 1.5e-06 1.65e-06 1.6e-06 1.95e-06 2.35e-06 2.3e-06 2e-06 1.15e-06 2.35e-06 1.9e-06 1.6e-06 1.5e-06 1.85e-06 1.9e-06 1.95e-06 1.65e-06 2e-06 1.5e-06 2.35e-06 2.15e-06 2.05e-06 1.65e-06 1.65e-06 1.85e-06 1.25e-06 1.5e-06 2.15e-06
54 2.3e-06 1.9e-06 1.95e-06 2.5e-06 1.4e-06 1.6e-06 1.7e-06 1.5e-06 1.7e-06 2.55e-06 1.9e-06 1.7e-06 1.7e-06 1.8e-06 1.1e-06 2.1e-06 2.1e-06 2.45e-06 1.75e-06 1.9e-06 1.45e-06 1.55e-06 1.85e-06 1.6e-06 2.15e-06 2e-06 2.05e-06 1.9e-06 1.95e-06 2.1e-06 2.3e-06 1.85e-06 1.95e-06 2.35e-06 1.8e-06 2.2e-06 1.5e-06 1.8e-06 1.95e-06 2e-06 1.05e-06 1.9e-06 2.05e-06 1.55e-06 1.7e-06 2.25e-06 1.95e-06 1.45e-06 1.85e-06 1.75e-06 1.9e-06 2.15e-06 2.3e-06 1.15e-06 1.5e-06 2.15e-06 1.9e-06 2.1e-06 1.4e-06 1.65e-06 1.8e-06 2.05e-06 1.65e-06 1.9e-06 1.85e-06 2.35e-06 2.05e-06 1.95e-06 1.8e-06 1.9e-06 2e-06 1.2e-06 1.4e-06 2.35e-06
55 1.4e-06 1.9e-06 1.75e-06 2.6e-06 2.2e-06 2.25e-06 2.1e-06 2.75e-06 2e-06 1.75e-06 1.3e-06 1.15e-06 1.7e-06 2.55e-06 2.3e-06 2.2e-06 2.75e-06 1.65e-06 1.5e-06 2.6e-06 1.7e-06 2.3e-06 2.7e-06 2.25e-06 2.2e-06 2.3e-06 1.1e-06 2.1e-06 2.6e-06 1.55e-06 3.15e-06 2e-06 1.05e-06 1.1e-06 2.15e-06 8.5e-07 1e-06 1.25e-06 1.35e-06 8e-07 2.3e-06 2.8e-06 1.45e-06 1.95e-06 1.25e-06 1.85e-06 1.9e-06 1.95e-06 2.05e-06 1.9e-06 2.05e-06 1.45e-06 1.5e-06 2.35e-06 2.15e-06 1.3e-06 2.1e-06 2.9e-06 1.75e-06 1.45e-06 1.5e-06 3e-06 2.7e-06 2.1e-06 2.75e-06 1.55e-06 1.45e-06 2.15e-06 2.2e-06 2.55e-06 2.15e-06 2.35e-06 1.75e-06 1.95e-06
56 2.2e-06 1.7e-06 2.05e-06 1.8e-06 1.75e-06 2.05e-06 2.1e-06 1.8e-06 1.75e-06 2.05e-06 2e-06 1.95e-06 1.85e-06 1.85e-06 1.95e-06 2.3e-06 1.95e-06 2.3e-06 2.2e-06 2.1e-06 1.75e-06 1.9e-06 1.65e-06 2.05e-06 1.7e-06 2.4e-06 2e-06 2.3e-06 1.85e-06 2.15e-06 1.8e-06 1.95e-06 1.95e-06 2.2e-06 1.7e-06 2.05e-06 1.7e-06 2.05e-06 1.95e-06 1.95e-06 1.95e-06 1.7e-06 2.05e-06 2.2e-06 1.75e-06 1.95e-06 2.05e-06 2.05e-06 2e-06 1.95e-06 1.8e-06 2.3e-06 2.25e-06 1.9e-06 1.9e-06 2.1e-06 2.9e-06 1.8e-06 1.75e-06 1.95e-06 1.9e-06 1.95e-06 2.1e-06 2.2e-06 1.65e-06 2.3e-06 2e-06 2.25e-06 2.2e-06 2.1e-06 2.25e-06 2.05e-06 1.75e-06 2.45e-06
57 2.6e-06 1.95e-06 2e-06 1.6e-06 1.75e-06 2.05e-06 2.25e-06 1.4e-06 2.1e-06 2.15e-06 2.75e-06 2.75e-06 2.15e-06 1.65e-06 1.8e-06 2.25e-06 1.7e-06 2.45e-06 2.35e-06 1.75e-06 2.3e-06 1.9e-06 1.4e-06 2.05e-06 1.75e-06 2.5e-06 2.85e-06 2.45e-06 1.6e-06 2.45e-06 1.35e-06 2e-06 2.5e-06 2.85e-06 1.75e-06 2.75e-06 2.8e-06 2.85e-06 2.55e-06 3e-06 1.8e-06 1.45e-06 2.65e-06 2.35e-06 2.3e-06 2.25e-06 2.35e-06 1.9e-06 2.05e-06 2.25e-06 2.1e-06 3e-06 2.4e-06 1.6e-06 2.1e-06 2.9e-06 1.8e-06 1.9e-06 2.3e-06 2.65e-06 2.45e-06 1.65e-06 1.7e-06 2.45e-06 1.4e-06 2.45e-06 2.55e-06 2.5e-06 2.35e-06 1.9e-06 2.4e-06 1.9e-06 2.3e-06 2.4e-06
58 1.8e-06 1.8e-06 2.05e-06 2.25e-06 9.5e-07 1.35e-06 1.4e-06 2e-06 1.55e-06 2.1e-06 1.65e-06 1.25e-06 1.25e-06 1.5e-06 1.45e-06 1.85e-06 1.95e-06 2.2e-06 1.95e-06 1.85e-06 1e-06 1e-06 1.7e-06 1.35e-06 1.75e-06 2.1e-06 1.6e-06 1.5e-06 1.85e-06 1.8e-06 2.3e-06 1.45e-06 1.65e-06 2.1e-06 1.3e-06 1.95e-06 1.25e-06 1.35e-06 1.25e-06 1.85e-06 1.45e-06 1.8e-06 1.35e-06 1.7e-06 1.45e-06 2.2e-06 1.3e-06 1.8e-06 1.6e-06 1.3e-06 1.75e-06 1.85e-06 2.3e-06 1.5e-06 1.4e-06 1.75e-06 1.75e-06 2.3e-06 1.7e-06 1.25e-06 1.35e-06 2.4e-06 2.2e-06 1.9e-06 1.75e-06 2.35e-06 1.7e-06 1.95e-06 1.5e-06 1.8e-06 1.4e-06 1.4e-06 1.15e-06 2.15e-06
59 1.45e-06 1.95e-06 2.1e-06 2.35e-06 1.55e-06 1.6e-06 1.3e-06 2.35e-06 1.75e-06 1.95e-06 1.55e-06 1.1e-06 1.35e-06 2.05e-06 1.8e-06 1.9e-06 2.2e-06 1.9e-06 1.85e-06 2.25e-06 1.25e-06 1.65e-06 2.2e-06 1.6e-06 1.85e-06 1.8e-06 1.4e-06 1.45e-06 2.1e-06 1.55e-06 2.8e-06 1.7e-06 1.55e-06 1.75e-06 1.85e-06 1.65e-06 1.15e-06 1.2e-06 1.05e-06 1.6e-06 1.8e-06 2.3e-06 1.15e-06 1.65e-06 1.55e-06 2.1e-06 1.45e-06 2.05e-06 1.8e-06 1.45e-06 1.7e-06 1.4e-06 1.95e-06 1.85e-06 1.65e-06 1.45e-06 1.95e-06 2.65e-06 1.25e-06 1.7e-06 1.6e-06 2.75e-06 2.3e-06 1.9e-06 2.25e-06 2e-06 1.5e-06 1.95e-06 1.4e-06 2.05e-06 1.35e-06 1.8e-06 1.35e-06 1.75e-06
60 1.8e-06 1.9e-06 1.85e-06 2.45e-06 1.4e-06 1.8e-06 1.8e-06 2.3e-06 1.8e-06 1.95e-06 1.65e-06 1.55e-06 1.65e-06 1.8e-06 1.85e-06 2.2e-06 2.3e-06 1.85e-06 1.9e-06 2.1e-06 1.4e-06 1.5e-06 2.05e-06 1.8e-06 2.05e-06 2.25e-06 1.55e-06 1.95e-06 2.2e-06 1.8e-06 2.5e-06 1.55e-06 1.4e-06 1.65e-06 1.45e-06 1.45e-06 1.35e-06 1.65e-06 1.7e-06 1.35e-06 1.85e-06 2.15e-06 1.8e-06 2.05e-06 1.35e-06 2.05e-06 1.7e-06 1.75e-06 1.7e-06 1.75e-06 2.05e-06 1.75e-06 2e-06 1.9e-06 1.8e-06 1.5e-06 1.9e-06 2.45e-06 1.35e-06 1.6e-06 2.6e-06 2.55e-06 2.5e-06 2.15e-06 2.1e-06 2e-06 1.85e-06 2.2e-06 1.9e-06 2.1e-06 1.75e-06 1.8e-06 1.55e-06 2.3e-06
61 2.9e-06 2.1e-06 2.35e-06 2.05e-06 2.15e-06 2.4e-06 2.6e-06 1.65e-06 1.95e-06 2.6e-06 2.8e-06 2.8e-06 2.55e-06 1.75e-06 2.05e-06 2.2e-06 2.05e-06 2.75e-06 2.55e-06 1.75e-06 2.45e-06 2.3e-06 1.8e-06 2.4e-06 2.15e-06 2.2e-06 2.9e-06 2.75e-06 1.95e-06 2.75e-06 1.45e-06 2.35e-06 2.65e-06 2.9e-06 2.15e-06 2.8e-06 2.65e-06 2.9e-06 2.85e-06 2.8e-06 2.05e-06 1.85e-06 2.95e-06 2.6e-06 2.45e-06 2.3e-06 2.75e-06 2.15e-06 2.4e-06 2.6e-06 2.2e-06 3.05e-06 2.75e-06 1.95e-06 2.05e-06 3e-06 1.95e-06 1.65e-06 2.4e-06 2.75e-06 2.55e-06 2.7e-06 1.9e-06 2.1e-06 1.8e-06 2.8e-06 2.7e-06 2.15e-06 2.7e-06 1.95e-06 2.8e-06 2.15e-06 2.45e-06 2.95e-06
62 2.45e-06 2.15e-06 2.2e-06 2.1e-06 2.1e-06 2e-06 2.3e-06 1.45e-06 2.25e-06 2.55e-06 2.6e-06 2.35e-06 2.25e-06 2.15e-06 1.65e-06 2.15e-06 1.85e-06 2.3e-06 2e-06 2.1e-06 2.25e-06 2.2e-06 1.95e-06 2e-06 2.05e-06 2.25e-06 2.6e-06 2.05e-06 1.65e-06 2.4e-06 2.1e-06 2e-06 2.6e-06 2.75e-06 2.3e-06 2.65e-06 2.45e-06 2.45e-06 2.25e-06 2.8e-06 1.65e-06 2.05e-06 2.35e-06 1.9e-06 2.45e-06 2e-06 2.4e-06 1.85e-06 2.05e-06 2.3e-06 1.75e-06 2.75e-06 2.5e-06 1.65e-06 1.65e-06 2.7e-06 2.1e-06 1.7e-06 2.2e-06 2.3e-06 2.5e-06 1.9e-06 2.3e-06 2.15e-06 2e-06 2.55e-06 2.4e-06 2.2e-06 2.4e-06 2e-06 2.45e-06 1.7e-06 2.3e-06 2.4e-06
63 2e-06 2.3e-06 2.15e-06 2.4e-06 2.1e-06 2.1e-06 2.2e-06 2.25e-06 1.8e-06 2.3e-06 2.05e-06 1.7e-06 2e-06 2e-06 1.95e-06 1.65e-06 2.4e-06 2.3e-06 2.05e-06 1.9e-06 1.95e-06 2.2e-06 2.4e-06 2.1e-06 2.2e-06 1.9e-06 1.9e-06 2e-06 2.2e-06 2.1e-06 2.4e-06 2.1e-06 2.2e-06 2.3e-06 2.3e-06 2.1e-06 1.8e-06 1.8e-06 1.55e-06 2.15e-06 2e-06 2.5e-06 1.65e-06 1.9e-06 2.1e-06 2.25e-06 2.05e-06 2.15e-06 2.15e-06 1.95e-06 2.05e-06 2.3e-06 2.35e-06 2e-06 1.9e-06 2.1e-06 2.2e-06 2.45e-06 1.9e-06 1.9e-06 2.15e-06 2.1e-06 2.15e-06 3.1e-06 2.45e-06 2.4e-06 1.95e-06 1.6e-06 2.3e-06 1.95e-06 2.35e-06 2.05e-06 2e-06 2.35e-06
64 2.35e-06 1.75e-06 2.45e-06 1.7e-06 1e-06 1.45e-06 1.55e-06 1.5e-06 1.85e-06 2.25e-06 2.35e-06 2.35e-06 1.55e-06 1.25e-06 1.6e-06 2.15e-06 1.45e-06 2.4e-06 2.5e-06 1.6e-06 1.8e-06 1.2e-06 9.5e-07 1.45e-06 1.5e-06 2.55e-06 2.6e-06 2.05e-06 1.35e-06 2.05e-06 1.2e-06 1.65e-06 2.3e-06 2.8e-06 1.2e-06 2.75e-06 2.55e-06 2.45e-06 2.1e-06 2.95e-06 1.55e-06 8.5e-07 2.2e-06 2.35e-06 1.95e-06 2.35e-06 1.85e-06 1.95e-06 1.65e-06 1.5e-06 2.05e-06 2.7e-06 2.8e-06 1.5e-06 1.85e-06 2.75e-06 1.65e-06 1.4e-06 1.75e-06 2.25e-06 2.1e-06 1.8e-06 2e-06 2.45e-06 1.6e-06 2.85e-06 2.55e-06 2.5e-06 1.55e-06 1.6e-06 1.9e-06 1.75e-06 1.7e-06 2.55e-06
65 1.8e-06 2.25e-06 1.7e-06 2.55e-06 2.6e-06 2.65e-06 2.45e-06 2.6e-06 2.3e-06 1.9e-06 2e-06 1.95e-06 2.35e-06 2.65e-06 2.45e-06 2.6e-06 2.85e-06 1.8e-06 1.9e-06 2.7e-06 2.3e-06 2.7e-06 2.8e-06 2.65e-06 2.5e-06 2.35e-06 1.8e-06 2.6e-06 2.7e-06 1.9e-06 2.95e-06 2.3e-06 1.6e-06 1.45e-06 2.5e-06 1.4e-06 1.7e-06 2.05e-06 2.15e-06 1.35e-06 2.45e-06 2.9e-06 2.25e-06 2.3e-06 1.85e-06 2.05e-06 2.5e-06 2.05e-06 2.35e-06 2.5e-06 2.35e-06 1.9e-06 1.35e-06 2.35e-06 2.35e-06 1.55e-06 2.3e-06 2.45e-06 2.35e-06 2e-06 2e-06 2.8e-06 2.55e-06 2.4e-06 2.85e-06 2.7e-06 1.9e-06 2.45e-06 2.55e-06 2.65e-06 2.5e-06 2.5e-06 2.35e-06 1.9e-06
66 1.75e-06 2e-06 1.95e-06 2e-06 2.15e-06 2.2e-06 2.1e-06 2.45e-06 1.9e-06 1.75e-06 1.65e-06 1.2e-06 1.8e-06 2.35e-06 2.2e-06 2.05e-06 2.5e-06 2.3e-06 1.9e-06 2.5e-06 1.7e-06 2.25e-06 2.5e-06 2.2e-06 1.95e-06 2.25e-06 1.45e-06 1.95e-06 2.4e-06 1.9e-06 2.8e-06 2.2e-06 1.75e-06 1.9e-06 2.35e-06 1.65e-06 1.2e-06 1.3e-06 1.25e-06 1.6e-06 2.2e-06 2.6e-06 1.35e-06 1.85e-06 1.8e-06 2.05e-06 1.85e-06 2.25e-06 2.3e-06 1.85e-06 1.85e-06 1.85e-06 1.85e-06 2.15e-06 2.05e-06 1.45e-06 2e-06 2.55e-06 1.7e-06 1.5e-06 1.85e-06 2.7e-06 2.4e-06 1.95e-06 2.55e-06 1.9e-06 2.3e-06 2e-06 2.2e-06 2.35e-06 2.15e-06 2.2e-06 1.8e-06 1.9e-06
67 2e-06 2.35e-06 2.2e-06 2.45e-06 2.15e-06 2.15e-06 2.25e-06 2.3e-06 1.85e-06 2.35e-06 2.1e-06 1.75e-06 2.05e-06 2.05e-06 2e-06 1.7e-06 2.45e-06 2.35e-06 2.1e-06 1.95e-06 2e-06 2.25e-06 2.45e-06 2.15e-06 2.25e-06 1.95e-06 1.9e-06 2e-06 2.25e-06 2.15e-06 2.45e-06 2.15e-06 2.25e-06 2.35e-06 2.35e-06 2.15e-06 1.85e-06 1.85e-06 1.6e-06 2.2e-06 2.05e-06 2.55e-06 1.65e-06 1.95e-06 2.15e-06 2.3e-06 2.1e-06 2.2e-06 2.2e-06 2e-06 2.1e-06 2.35e-06 2.4e-06 2.05e-06 1.95e-06 2.15e-06 2.25e-06 2.5e-06 1.95e-06 1.95e-06 2.2e-06 2.15e-06 2.2e-06 1.6e-06 2.5e-06 2.45e-06 2e-06 3.2e-06 2.35e-06 2e-06 2.4e-06 2.1e-06 2.05e-06 2.4e-06
68 1.7e-06 2.2e-06 2.5e-06 2.35e-06 1e-06 1.2e-06 8.5e-07 2.25e-06 2e-06 2.15e-06 1.95e-06 1.75e-06 1.25e-06 1.6e-06 1.7e-06 2e-06 1.9e-06 1.95e-06 2.25e-06 1.9e-06 1.55e-06 1.15e-06 1.65e-06 1.2e-06 1.85e-06 2.1e-06 2.1e-06 1.45e-06 1.8e-06 1.5e-06 2.3e-06 1.5e-06 2e-06 2.3e-06 1.45e-06 2.3e-06 2.1e-06 1.85e-06 1.45e-06 2.55e-06 1.6e-06 1.6e-06 1.55e-06 2.05e-06 1.85e-06 2.55e-06 1.5e-06 2.05e-06 1.5e-06 1.2e-06 2.15e-06 1.8e-06 2.5e-06 1.65e-06 1.8e-06 2.2e-06 2.2e-06 2.35e-06 1.5e-06 1.4e-06 1.9e-06 2.7e-06 2.4e-06 2.3e-06 1.55e-06 2.55e-06 2.2e-06 2.35e-06 1.7e-06 1.65e-06 1.25e-06 1.75e-06 1.5e-06 1.95e-06
69 2.05e-06 2.25e-06 2.35e-06 2.05e-06 1.25e-06 1.35e-06 1.55e-06 1.95e-06 1.7e-06 2.15e-06 2.25e-06 2.2e-06 1.6e-06 1.2e-06 1.7e-06 1.75e-06 1.7e-06 1.95e-06 2.25e-06 1.45e-06 1.85e-06 1.4e-06 1.6e-06 1.35e-06 1.85e-06 2e-06 2.4e-06 1.6e-06 1.6e-06 1.85e-06 1.6e-06 1.45e-06 2.35e-06 2.55e-06 1.5e-06 2.5e-06 2.45e-06 2.3e-06 1.85e-06 2.8e-06 1.65e-06 1.65e-06 1.95e-06 2.15e-06 2.05e-06 2.35e-06 1.8e-06 1.95e-06 1.5e-06 1.65e-06 2.05e-06 2.45e-06 2.6e-06 1.65e-06 1.9e-06 2.55e-06 2.1e-06 1.9e-06 1.8e-06 2.05e-06 2.1e-06 1.95e-06 2e-06 1.95e-06 1.6e-06 2.65e-06 2.35e-06 2e-06 1.65e-06 2.3e-06 1.8e-06 1.75e-06 1.85e-06 2.2e-06
70 1.7e-06 2.25e-06 2.5e-06 2.35e-06 1.05e-06 1.35e-06 1.15e-06 2.35e-06 2.05e-06 2.05e-06 2.1e-06 1.8e-06 1.4e-06 1.6e-06 1.8e-06 2.05e-06 1.95e-06 1.9e-06 2.25e-06 2e-06 1.45e-06 1.15e-06 1.85e-06 1.35e-06 1.85e-06 2.05e-06 2.1e-06 1.4e-06 1.9e-06 1.65e-06 2.45e-06 1.4e-06 1.95e-06 2.25e-06 1.35e-06 2.25e-06 2.1e-06 1.9e-06 1.5e-06 2.5e-06 1.8e-06 1.95e-06 1.6e-06 2.05e-06 1.85e-06 2.55e-06 1.4e-06 2.05e-06 1.6e-06 1.5e-06 2.1e-06 1.9e-06 2.45e-06 1.85e-06 2e-06 2.15e-06 2.25e-06 2.4e-06 1.4e-06 1.35e-06 1.75e-06 2.8e-06 2.45e-06 2.35e-06 1.9e-06 2.5e-06 2.15e-06 2.4e-06 1.25e-06 1.8e-06 1.8e-06 1.7e-06 1.65e-06 2e-06
71 2.2e-06 2.05e-06 2.05e-06 2.35e-06 1.15e-06 1.45e-06 1.65e-06 1.55e-06 1.85e-06 2.35e-06 2.2e-06 1.9e-06 1.65e-06 1.5e-06 1.15e-06 1.95e-06 1.9e-06 2.3e-06 1.85e-06 1.7e-06 1.35e-06 1.25e-06 1.7e-06 1.45e-06 2e-06 2.1e-06 2.25e-06 1.7e-06 1.8e-06 2.1e-06 2.15e-06 1.55e-06 2.05e-06 2.5e-06 1.5e-06 2.4e-06 1.95e-06 2e-06 1.9e-06 2.45e-06 1.15e-06 1.8e-06 2e-06 1.65e-06 1.85e-06 2.4e-06 1.6e-06 1.45e-06 1.7e-06 1.7e-06 2e-06 2.35e-06 2.45e-06 1.25e-06 1.2e-06 2.35e-06 2.05e-06 1.9e-06 1.4e-06 1.8e-06 1.8e-06 2.15e-06 1.7e-06 2.05e-06 1.75e-06 2.5e-06 2.2e-06 2.1e-06 1.75e-06 1.75e-06 1.7e-06 2e-06 1.6e-06 2.3e-06
72 1.85e-06 1.8e-06 2.1e-06 2.3e-06 1.1e-06 1.4e-06 1.4e-06 2.05e-06 1.55e-06 2.15e-06 1.6e-06 1.35e-06 1.2e-06 1.65e-06 1.45e-06 1.95e-06 2.05e-06 2.2e-06 2e-06 1.9e-06 1.15e-06 1.25e-06 1.7e-06 1.4e-06 1.8e-06 2.2e-06 1.65e-06 1.7e-06 1.85e-06 1.75e-06 2.3e-06 1.6e-06 1.65e-06 2.1e-06 1.45e-06 1.95e-06 1.3e-06 1.45e-06 1.35e-06 1.85e-06 1.45e-06 1.75e-06 1.45e-06 1.75e-06 1.4e-06 2.25e-06 1.45e-06 1.85e-06 1.6e-06 1.3e-06 1.85e-06 1.9e-06 2.3e-06 1.5e-06 1.4e-06 1.75e-06 1.75e-06 2.3e-06 1.15e-06 1.35e-06 1.55e-06 2.45e-06 2.3e-06 2e-06 1.7e-06 2.35e-06 1.8e-06 2.05e-06 1.5e-06 1.85e-06 1.65e-06 1.6e-06 1.9e-06 2.2e-06
73 1.7e-06 2.45e-06 2.2e-06 2.3e-06 2.15e-06 2.1e-06 1.85e-06 2.55e-06 2.35e-06 2e-06 2.15e-06 1.85e-06 1.85e-06 2.4e-06 2.3e-06 2.25e-06 2.45e-06 2.05e-06 2.05e-06 2.55e-06 2.15e-06 2.25e-06 2.5e-06 2.1e-06 2.15e-06 2.3e-06 2.05e-06 1.95e-06 2.35e-06 1.75e-06 2.85e-06 2.15e-06 2.15e-06 2.1e-06 2.4e-06 2.1e-06 2.1e-06 1.95e-06 1.6e-06 2.35e-06 2.25e-06 2.6e-06 1.7e-06 2.1e-06 2.25e-06 2.4e-06 2.05e-06 2.35e-06 2.2e-06 2e-06 2.2e-06 2.05e-06 1.85e-06 2.15e-06 2.35e-06 1.95e-06 2.45e-06 2.4e-06 2.15e-06 1.75e-06 2.3e-06 2.95e-06 2.4e-06 2.35e-06 2.55e-06 1.9e-06 1.9e-06 2.4e-06 1.95e-06 2.2e-06 2e-06 2.3e-06 2.2e-06 2.8e-06
