 slim_762013548 slim_762013527 slim_762013561 slim_762013528 slim_762013540 slim_762013565 slim_762013523 slim_762013515 slim_762013533 slim_762013547 slim_762013546 slim_762013578 slim_762013519 slim_762013575 slim_762013539 slim_762013556 slim_762013531 slim_762013572 slim_762013526 slim_762013525 slim_762013553 slim_762013537 slim_762013560 slim_762013532 slim_762013570 slim_762013576 slim_762013580 slim_762013574 slim_762013541 slim_762013562 slim_762013530 slim_762013581 slim_762013534 slim_762013563 slim_762013569 slim_762013552 slim_762013579 slim_762013535 slim_762013566 slim_762013558 slim_762013573 slim_762013520 slim_762013529 slim_762013518 slim_762013524 slim_762013582 slim_762013555 slim_762013571 slim_762013551 slim_762013516 slim_762013522 slim_762013513 slim_762013549 slim_762013550 slim_762013577 slim_762013559 slim_762013521 slim_762013554 slim_762013564 slim_762013557 slim_762013545 slim_762013538 slim_762013514 slim_762013542 slim_762013544 slim_762013536 slim_762013543 slim_762013567 slim_762013517 slim_762013568
53 1.25e-06 1.75e-06 1.35e-06 1.45e-06 1.7e-06 1.2e-06 1.55e-06 1.45e-06 1.5e-06 1e-06 1.55e-06 1.6e-06 1.15e-06 1.5e-06 1.6e-06 1.35e-06 1.4e-06 1.5e-06 1.5e-06 1.45e-06 1.35e-06 1.2e-06 1.35e-06 1.25e-06 1.45e-06 1.3e-06 1.3e-06 1.5e-06 1.3e-06 1.35e-06 1.25e-06 1.55e-06 1.15e-06 1.75e-06 1.6e-06 1.2e-06 1.35e-06 1.45e-06 1.6e-06 1.35e-06 1.35e-06 1.2e-06 1.5e-06 1.2e-06 1.5e-06 1.4e-06 1.5e-06 1.4e-06 1.2e-06 1.15e-06 1.5e-06 1.3e-06 1.05e-06 1.7e-06 1.3e-06 1.45e-06 1.25e-06 1.45e-06 1.45e-06 1.5e-06 1.65e-06 1.2e-06 1.45e-06 1.3e-06 1.35e-06 1.4e-06 1.7e-06 1.45e-06 1.55e-06 1.6e-06
54 1.4e-06 1.35e-06 1.1e-06 8e-07 9.5e-07 1.1e-06 1.25e-06 1.25e-06 1e-06 1.15e-06 1.5e-06 1.3e-06 1.35e-06 1.25e-06 8.5e-07 8.5e-07 6.5e-07 1.3e-06 1.4e-06 1.05e-06 1.05e-06 1.1e-06 1e-06 1.05e-06 1.05e-06 5.5e-07 1.2e-06 1.3e-06 1.15e-06 8.5e-07 1.1e-06 1.3e-06 1.25e-06 1.35e-06 1.35e-06 1.45e-06 6e-07 1.25e-06 1.15e-06 1.2e-06 1.15e-06 1.35e-06 9.5e-07 1.25e-06 1.25e-06 1.05e-06 1.1e-06 1.4e-06 1.3e-06 8e-07 1.25e-06 5.5e-07 1.45e-06 1.3e-06 1.1e-06 1.05e-06 8.5e-07 8.5e-07 1.25e-06 1.1e-06 1.15e-06 1.1e-06 9e-07 8e-07 1e-06 9e-07 9.5e-07 1.15e-06 1.05e-06 1.2e-06
55 1.65e-06 1.7e-06 1.2e-06 1.1e-06 1.5e-06 1.25e-06 1.4e-06 1.4e-06 1.2e-06 1.3e-06 1.55e-06 1.55e-06 1.35e-06 1.4e-06 1.4e-06 1.25e-06 1.15e-06 1.35e-06 1.65e-06 1.45e-06 1.15e-06 1.1e-06 1.2e-06 1.4e-06 1.45e-06 1.05e-06 1.3e-06 1.5e-06 1.3e-06 1.3e-06 1.5e-06 1.3e-06 1.3e-06 1.3e-06 1.45e-06 1.55e-06 1.1e-06 1.4e-06 1.55e-06 1.5e-06 1.3e-06 1.45e-06 1.45e-06 1.3e-06 1.45e-06 1.3e-06 1.35e-06 1.7e-06 1.35e-06 1e-06 1.2e-06 1.05e-06 1.6e-06 1.45e-06 1.05e-06 1.7e-06 1.1e-06 1.2e-06 1.6e-06 1.35e-06 9.5e-07 1.1e-06 1.1e-06 9.5e-07 1.1e-06 1.15e-06 1.1e-06 1.35e-06 1.35e-06 1.25e-06
56 1.45e-06 1.5e-06 1.15e-06 9.5e-07 1.25e-06 1e-06 1.35e-06 1.25e-06 1.1e-06 1.05e-06 1.4e-06 1.4e-06 1.3e-06 1.25e-06 1.15e-06 1.1e-06 9.5e-07 1.3e-06 1.3e-06 1.2e-06 9e-07 1.05e-06 1.1e-06 1.25e-06 1.2e-06 8.5e-07 1.15e-06 1.35e-06 1.05e-06 1.1e-06 1.3e-06 1.3e-06 1.25e-06 1.4e-06 1.35e-06 1.4e-06 9e-07 1.2e-06 1.35e-06 1.2e-06 9.5e-07 1.3e-06 1.25e-06 1.25e-06 1.35e-06 1.15e-06 1.15e-06 1.4e-06 1.3e-06 8.5e-07 1.25e-06 8.5e-07 1.35e-06 1.25e-06 8.5e-07 1.1e-06 1.4e-06 1e-06 1.3e-06 1.15e-06 1.25e-06 1.05e-06 1.05e-06 9e-07 1.1e-06 1e-06 1.25e-06 1.25e-06 1.15e-06 1.25e-06
57 1.6e-06 1.35e-06 1.25e-06 8.5e-07 1.1e-06 1.15e-06 1.45e-06 1.25e-06 1.1e-06 1.25e-06 1.4e-06 1.4e-06 1.45e-06 1.35e-06 1e-06 1.15e-06 9.5e-07 1.35e-06 1.4e-06 1e-06 1.25e-06 1.15e-06 9e-07 1.4e-06 9.5e-07 8.5e-07 1.25e-06 1.45e-06 1.2e-06 1.15e-06 1.45e-06 1.3e-06 1.45e-06 1.4e-06 1.25e-06 1.55e-06 9e-07 1.35e-06 1.4e-06 1.15e-06 1.3e-06 1.5e-06 1.3e-06 1.45e-06 1.2e-06 1.1e-06 1e-06 1.4e-06 1.5e-06 8.5e-07 1.35e-06 8.5e-07 1.6e-06 1.45e-06 8.5e-07 1.2e-06 1e-06 1.3e-06 1.35e-06 1.15e-06 1.3e-06 1.15e-06 1.15e-06 9.5e-07 1.1e-06 9.5e-07 1.25e-06 1.25e-06 9e-07 1.3e-06
58 1.4e-06 1.45e-06 1.45e-06 1.3e-06 1.45e-06 1.3e-06 1.5e-06 1.45e-06 1.5e-06 1.25e-06 1.65e-06 1.4e-06 1.6e-06 1.4e-06 1.35e-06 1.4e-06 1.25e-06 1.7e-06 1.15e-06 1.2e-06 1.45e-06 1.55e-06 1.35e-06 1.5e-06 1.15e-06 1.25e-06 1.55e-06 1.25e-06 1.35e-06 1.35e-06 1.45e-06 1.65e-06 1.55e-06 1.4e-06 1.75e-06 1.6e-06 1.3e-06 1.5e-06 1.55e-06 1.2e-06 1.25e-06 1.35e-06 1.35e-06 1.55e-06 1.45e-06 1.45e-06 1.25e-06 1e-06 1.6e-06 1.3e-06 1.7e-06 1.25e-06 1.25e-06 1.45e-06 1.25e-06 1.6e-06 1.3e-06 1.35e-06 1.9e-06 1.3e-06 1.65e-06 1.55e-06 1.55e-06 1.35e-06 1.25e-06 1.3e-06 1.6e-06 1.3e-06 1.35e-06 1.65e-06
59 1.8e-06 1.55e-06 1.2e-06 1.35e-06 1.3e-06 1.3e-06 1.55e-06 1.45e-06 1e-06 1.45e-06 1.5e-06 1.65e-06 1.6e-06 1.1e-06 1.2e-06 1.15e-06 1.2e-06 1.45e-06 1.2e-06 1.25e-06 1.15e-06 1.35e-06 1.05e-06 1.5e-06 1.35e-06 1.1e-06 1.55e-06 1.3e-06 1.4e-06 1.1e-06 1.55e-06 1.25e-06 1.55e-06 1.35e-06 1.55e-06 1.8e-06 1.15e-06 1.35e-06 1.5e-06 1.25e-06 9e-07 1.3e-06 1.45e-06 1.55e-06 1.2e-06 1e-06 8.5e-07 1.65e-06 1.55e-06 1.2e-06 1.35e-06 1.1e-06 1.7e-06 1.5e-06 1.1e-06 1.35e-06 1.15e-06 1.15e-06 1.3e-06 1.5e-06 1.4e-06 1.35e-06 1.2e-06 1.2e-06 1.2e-06 1.3e-06 1.35e-06 1.45e-06 1.15e-06 1.4e-06
60 1.8e-06 1.75e-06 1.35e-06 1.25e-06 1.55e-06 1.45e-06 1.5e-06 1.6e-06 1.1e-06 1.5e-06 1.75e-06 1.65e-06 1.6e-06 1.5e-06 1.45e-06 1.35e-06 1.25e-06 1.55e-06 1.75e-06 1.5e-06 1.1e-06 1.35e-06 1.2e-06 1.55e-06 1.5e-06 1.15e-06 1.55e-06 1.55e-06 1.5e-06 1.4e-06 1.65e-06 1.25e-06 1.3e-06 1.3e-06 1.65e-06 1.8e-06 1.2e-06 1.45e-06 1.7e-06 1.6e-06 1.4e-06 1.6e-06 1.5e-06 1.3e-06 1.45e-06 1.4e-06 1.4e-06 1.8e-06 1.55e-06 1.2e-06 1.4e-06 1.15e-06 1.8e-06 1.65e-06 1.15e-06 9.5e-07 1.25e-06 1.3e-06 1.65e-06 1.4e-06 1.6e-06 1.35e-06 1.25e-06 9e-07 1.1e-06 1.3e-06 1.1e-06 1.25e-06 1.45e-06 1.2e-06
61 1.65e-06 1.75e-06 1e-06 1.05e-06 1.6e-06 9.5e-07 1.45e-06 1e-06 1.35e-06 1.1e-06 1.1e-06 1.5e-06 9.5e-07 1.25e-06 1.5e-06 1.15e-06 1.2e-06 9.5e-07 1.3e-06 1.5e-06 1.2e-06 5.5e-07 1.1e-06 1.35e-06 1.5e-06 1.1e-06 9e-07 1.55e-06 1.05e-06 1.2e-06 1.45e-06 1.2e-06 1.3e-06 1.45e-06 1.05e-06 1.25e-06 1.15e-06 1.2e-06 1.35e-06 1.4e-06 1.2e-06 1.3e-06 1.6e-06 1.3e-06 1.3e-06 1.2e-06 1.25e-06 1.55e-06 1.2e-06 7.5e-07 8e-07 1.1e-06 1.4e-06 1.2e-06 1.1e-06 1.1e-06 1.05e-06 1.15e-06 1.55e-06 1.35e-06 1.35e-06 1.1e-06 1.05e-06 1.05e-06 1.25e-06 1e-06 1.45e-06 1.45e-06 1.15e-06 1.2e-06
62 1.55e-06 1.55e-06 7.5e-07 1.05e-06 1.4e-06 1.3e-06 1e-06 1.05e-06 9.5e-07 1.45e-06 1.35e-06 1.3e-06 1.15e-06 1.2e-06 1.3e-06 9.5e-07 1e-06 1e-06 1.55e-06 1.3e-06 9.5e-07 1.05e-06 1.15e-06 1.1e-06 1.6e-06 9e-07 1.3e-06 1.5e-06 1.4e-06 1e-06 1.2e-06 1.15e-06 1.15e-06 1.65e-06 1.1e-06 1.4e-06 9.5e-07 1.15e-06 1.2e-06 1.35e-06 1.2e-06 1.4e-06 1.2e-06 1.15e-06 1.4e-06 1.05e-06 1.25e-06 1.8e-06 9e-07 9.5e-07 7e-07 9e-07 1.55e-06 1.45e-06 9e-07 1.1e-06 1.05e-06 1.15e-06 1.55e-06 1.2e-06 1.25e-06 1.05e-06 8e-07 9.5e-07 1.4e-06 1e-06 1.25e-06 1.3e-06 1e-06 9.5e-07
63 1.45e-06 1.45e-06 1.05e-06 8.5e-07 1.25e-06 1.1e-06 1.25e-06 1.2e-06 8.5e-07 1.15e-06 1.5e-06 1.3e-06 1.3e-06 1.25e-06 1.15e-06 1.05e-06 9e-07 1.25e-06 1.45e-06 1.2e-06 8.5e-07 1.05e-06 1e-06 1.25e-06 1.2e-06 8e-07 1.15e-06 1.35e-06 1.15e-06 1.05e-06 1.3e-06 1.1e-06 1e-06 1.35e-06 1.3e-06 1.4e-06 8.5e-07 1.1e-06 1.35e-06 1.3e-06 1.2e-06 1.35e-06 1.2e-06 1e-06 1.25e-06 1.1e-06 1.2e-06 1.5e-06 1.25e-06 8e-07 1.2e-06 8e-07 1.45e-06 1.3e-06 8e-07 9.5e-07 9e-07 9.5e-07 1.35e-06 1.2e-06 9e-07 1.05e-06 9.5e-07 1.2e-06 1e-06 9e-07 1.15e-06 1e-06 1.1e-06 9.5e-07
64 1.75e-06 1.65e-06 1.1e-06 1.05e-06 1.3e-06 1.15e-06 1.6e-06 1.4e-06 1.35e-06 1.2e-06 1.65e-06 1.55e-06 1.65e-06 1.2e-06 1.2e-06 1.1e-06 1.05e-06 1.5e-06 1.25e-06 1.4e-06 1.35e-06 1.25e-06 1e-06 1.6e-06 1.2e-06 1e-06 1.3e-06 1.35e-06 1.2e-06 1.05e-06 1.6e-06 1.5e-06 1.55e-06 1e-06 1.6e-06 1.7e-06 1.05e-06 1.5e-06 1.55e-06 1.5e-06 1.2e-06 1.4e-06 1.5e-06 1.55e-06 1.15e-06 1.15e-06 1.15e-06 1.5e-06 1.65e-06 1e-06 1.55e-06 1e-06 1.65e-06 1.35e-06 1e-06 1.1e-06 1.1e-06 1.1e-06 1.25e-06 1.2e-06 1.1e-06 1.25e-06 1.4e-06 1e-06 1.2e-06 1.05e-06 1.15e-06 1.4e-06 1.3e-06 1.45e-06
65 1.6e-06 1.45e-06 9.5e-07 6e-07 1.3e-06 1e-06 1.35e-06 8e-07 1.25e-06 1.15e-06 1.35e-06 1.15e-06 1.3e-06 1.2e-06 1.2e-06 1.1e-06 9e-07 1.15e-06 1.2e-06 1.3e-06 1.25e-06 1e-06 1.1e-06 1.4e-06 1.25e-06 9e-07 1e-06 1.45e-06 1.05e-06 1.05e-06 1.35e-06 1.4e-06 1.35e-06 1.3e-06 1.15e-06 1.3e-06 9.5e-07 1.2e-06 1.2e-06 1.4e-06 1.3e-06 1.4e-06 1.4e-06 1.35e-06 1.25e-06 1.15e-06 1.2e-06 1.4e-06 1.3e-06 7.5e-07 1.15e-06 9e-07 1.5e-06 1.4e-06 9e-07 1.15e-06 1e-06 9.5e-07 1.3e-06 1.3e-06 1.3e-06 1e-06 1e-06 9e-07 1.05e-06 1.2e-06 1.35e-06 1.3e-06 8.5e-07 1.15e-06
66 1.8e-06 1.7e-06 1.45e-06 1.25e-06 1.3e-06 1.5e-06 1.55e-06 1.7e-06 1.3e-06 1.55e-06 1.8e-06 1.7e-06 1.7e-06 1.55e-06 1.2e-06 1.2e-06 1.05e-06 1.65e-06 1.75e-06 1.4e-06 1.35e-06 1.45e-06 1.25e-06 1.4e-06 1.4e-06 9.5e-07 1.65e-06 1.55e-06 1.55e-06 1.25e-06 1.5e-06 1.5e-06 1.6e-06 1.35e-06 1.75e-06 1.9e-06 1e-06 1.65e-06 1.55e-06 1.55e-06 1.4e-06 1.65e-06 1.3e-06 1.6e-06 1.5e-06 1.4e-06 1.35e-06 1.75e-06 1.65e-06 1.25e-06 1.5e-06 9.5e-07 1.85e-06 1.7e-06 9.5e-07 1.1e-06 1.25e-06 1.25e-06 1.6e-06 1.35e-06 1.1e-06 1.45e-06 1.25e-06 1.15e-06 1.15e-06 1.35e-06 1.8e-06 1.45e-06 1.45e-06 1.5e-06
67 1.25e-06 1.35e-06 1.5e-06 1.25e-06 1.5e-06 1.4e-06 1.3e-06 1.45e-06 1.05e-06 1.3e-06 1.65e-06 1.3e-06 1.4e-06 1.6e-06 1.4e-06 1.4e-06 1.25e-06 1.55e-06 1.6e-06 1.05e-06 1.05e-06 1.45e-06 1.25e-06 1.3e-06 1.15e-06 1.15e-06 1.55e-06 1.4e-06 1.45e-06 1.4e-06 1.35e-06 1.2e-06 1.1e-06 1.7e-06 1.55e-06 1.5e-06 1.2e-06 1.3e-06 1.55e-06 1.15e-06 1.45e-06 1.5e-06 1.15e-06 1.1e-06 1.5e-06 1.45e-06 1.4e-06 1.15e-06 1.4e-06 1.2e-06 1.5e-06 1.15e-06 1.25e-06 1.45e-06 1.15e-06 1.35e-06 1.25e-06 1.25e-06 1.3e-06 1.45e-06 1.25e-06 1.45e-06 1.3e-06 1e-06 1.4e-06 1.3e-06 1.45e-06 1.7e-06 1.25e-06 1.2e-06
68 1.75e-06 1.3e-06 1.1e-06 9e-07 1.2e-06 1.1e-06 1.45e-06 7e-07 1e-06 1.4e-06 1.15e-06 1.2e-06 1.35e-06 1.3e-06 1.1e-06 1.15e-06 1.05e-06 1.15e-06 1.05e-06 1.05e-06 1.1e-06 1.15e-06 9e-07 1.4e-06 1.25e-06 1.05e-06 1.2e-06 1.6e-06 1.2e-06 1.1e-06 1.35e-06 1.1e-06 1.4e-06 1.5e-06 1.05e-06 1.4e-06 1.1e-06 1.05e-06 1.05e-06 1.1e-06 1.25e-06 1.55e-06 1.4e-06 1.4e-06 1.1e-06 1.1e-06 9.5e-07 1.4e-06 1.4e-06 9.5e-07 1.1e-06 1.05e-06 1.6e-06 1.55e-06 1.05e-06 1.35e-06 1.15e-06 9e-07 1.35e-06 1.15e-06 1.45e-06 1.15e-06 1e-06 1.1e-06 1.3e-06 8.5e-07 1.45e-06 1.25e-06 1e-06 1.05e-06
69 1.8e-06 1.7e-06 1.1e-06 1.25e-06 1.65e-06 1.35e-06 1.4e-06 1.1e-06 9.5e-07 1.55e-06 1.4e-06 1.45e-06 1.35e-06 1.4e-06 1.55e-06 1.2e-06 1.3e-06 1.2e-06 1.5e-06 1.45e-06 9e-07 1.2e-06 1.15e-06 1.4e-06 1.7e-06 1.2e-06 1.4e-06 1.7e-06 1.45e-06 1.25e-06 1.5e-06 1.05e-06 1.15e-06 1.7e-06 9.5e-07 1.55e-06 1.25e-06 1.1e-06 1.4e-06 1.45e-06 1.35e-06 1.6e-06 1.5e-06 1.15e-06 1.4e-06 1.25e-06 1.35e-06 1.8e-06 1.3e-06 1.1e-06 1.05e-06 1.2e-06 1.7e-06 1.6e-06 1.2e-06 1.25e-06 1.25e-06 1.3e-06 1.65e-06 1.4e-06 1.2e-06 1.2e-06 9.5e-07 9.5e-07 1.45e-06 1.15e-06 1.5e-06 1.2e-06 1.05e-06 1.3e-06
