 slim_762164717 slim_762164713 slim_762164647 slim_762164648 slim_762164669 slim_762164646 slim_762164664 slim_762164656 slim_762164676 slim_762164671 slim_762164700 slim_762164654 slim_762164674 slim_762164693 slim_762164673 slim_762164695 slim_762164681 slim_762164688 slim_762164650 slim_762164699 slim_762164663 slim_762164662 slim_762164714 slim_762164720 slim_762164677 slim_762164706 slim_762164657 slim_762164708 slim_762164718 slim_762164665 slim_762164678 slim_762164711 slim_762164704 slim_762164712 slim_762164701 slim_762164685 slim_762164698 slim_762164702 slim_762164661 slim_762164709 slim_762164659 slim_762164653 slim_762164668 slim_762164675 slim_762164672 slim_762164686 slim_762164689 slim_762164721 slim_762164719 slim_762164715 slim_762164705 slim_762164666 slim_762164687 slim_762164696 slim_762164645 slim_762164710 slim_762164651 slim_762164652 slim_762164707 slim_762164683 slim_762164684 slim_762164649 slim_762164691 slim_762164658 slim_762164690 slim_762164660 slim_762164670 slim_762164703 slim_762164655 slim_762164716 slim_762164682 slim_762164667 slim_762164697 slim_762164692 slim_762164694 slim_762164679 slim_762164680
49 1.6e-06 2.1e-06 1.75e-06 2.1e-06 1.75e-06 2.15e-06 1.85e-06 2.4e-06 2e-06 1.65e-06 2e-06 1.8e-06 2.15e-06 2.4e-06 2.55e-06 2.35e-06 1.45e-06 2.4e-06 9.5e-07 2.15e-06 2.15e-06 2.3e-06 2.55e-06 2.8e-06 2.35e-06 2.1e-06 1.8e-06 1.55e-06 1.35e-06 2.1e-06 2.4e-06 2.4e-06 2.5e-06 2.35e-06 1.6e-06 2.9e-06 2.5e-06 2e-06 2.1e-06 6e-07 2.05e-06 1.9e-06 2.15e-06 2.25e-06 2.15e-06 1.9e-06 2.3e-06 1.4e-06 2.05e-06 9e-07 2.35e-06 2.05e-06 2.6e-06 1.9e-06 2.3e-06 2.25e-06 2.15e-06 1.55e-06 2.35e-06 2.15e-06 2.15e-06 2.25e-06 2.35e-06 2.1e-06 2.1e-06 2.15e-06 1.8e-06 2.5e-06 2.2e-06 6e-07 2.1e-06 2.25e-06 1.95e-06 2.5e-06 1.95e-06 1.85e-06 2.15e-06
50 1.95e-06 2.75e-06 2.5e-06 2.5e-06 2.55e-06 2.55e-06 2.3e-06 2.25e-06 2.6e-06 2.25e-06 2.7e-06 2.5e-06 2.75e-06 2.5e-06 2.65e-06 1.55e-06 2.25e-06 3.25e-06 2.8e-06 1.7e-06 2.55e-06 2.3e-06 2.35e-06 2.6e-06 1.5e-06 2.15e-06 2.2e-06 2.5e-06 2e-06 2.85e-06 2.35e-06 2.25e-06 2.3e-06 2.2e-06 3.3e-06 2.65e-06 1.9e-06 2.7e-06 2.55e-06 2.35e-06 2.5e-06 3.05e-06 2.4e-06 1.95e-06 2.15e-06 2e-06 1.6e-06 2.15e-06 1.6e-06 2.35e-06 2.7e-06 1.6e-06 1.8e-06 2.65e-06 1.9e-06 2.45e-06 1.9e-06 2.8e-06 2.55e-06 1.55e-06 2.65e-06 2.6e-06 1.8e-06 1.65e-06 2.55e-06 1.6e-06 2.6e-06 1.8e-06 2.35e-06 2.35e-06 2.55e-06 2.05e-06 2.7e-06 3.35e-06 1.75e-06 3.3e-06 2.05e-06
51 2.1e-06 2.95e-06 2.35e-06 2.75e-06 2.2e-06 2.5e-06 2.15e-06 2.15e-06 2.65e-06 2.25e-06 2.7e-06 2.4e-06 2.65e-06 2.9e-06 2.7e-06 2e-06 2.15e-06 3.3e-06 2.55e-06 1.8e-06 2.5e-06 2.2e-06 2.75e-06 2.55e-06 1.75e-06 2.5e-06 2e-06 2.35e-06 1.75e-06 2.75e-06 2.5e-06 2.1e-06 2.7e-06 2.1e-06 3.15e-06 2.65e-06 2.3e-06 2.8e-06 2.75e-06 2.1e-06 2.55e-06 2.9e-06 2.65e-06 2.25e-06 2.2e-06 1.85e-06 1.65e-06 2.3e-06 1.25e-06 2.05e-06 1.6e-06 2.4e-06 2.2e-06 2.7e-06 1.85e-06 2.15e-06 2.1e-06 2.6e-06 2.7e-06 1.5e-06 2.5e-06 2.8e-06 1.9e-06 1.3e-06 2.6e-06 1.5e-06 2.8e-06 2.25e-06 2.25e-06 2.1e-06 2.6e-06 2.4e-06 2.75e-06 3.4e-06 1.6e-06 3.3e-06 2.25e-06
52 1.7e-06 2.7e-06 2.8e-06 2.2e-06 2.4e-06 2.5e-06 3.05e-06 2.85e-06 2.7e-06 1.8e-06 2e-06 2.75e-06 2.5e-06 2.2e-06 1.8e-06 1.35e-06 1.6e-06 2.95e-06 2.85e-06 2.45e-06 2.5e-06 1.35e-06 2.05e-06 2.35e-06 1.95e-06 1.6e-06 3e-06 2.65e-06 2.55e-06 2.45e-06 2.3e-06 2.85e-06 2e-06 2.8e-06 3.3e-06 2.35e-06 9e-07 2.55e-06 2.5e-06 2.65e-06 2.6e-06 2.95e-06 2.1e-06 2.05e-06 1.55e-06 2e-06 1.1e-06 2e-06 2.2e-06 2.6e-06 1.8e-06 2.2e-06 1.5e-06 2.6e-06 1.55e-06 2.15e-06 1.55e-06 2.75e-06 2.4e-06 2.5e-06 2.3e-06 2.55e-06 1.3e-06 2.25e-06 2.65e-06 2.6e-06 2.4e-06 1.6e-06 2.55e-06 2.65e-06 2.65e-06 1.4e-06 2.65e-06 3.05e-06 1.7e-06 3.15e-06 1.45e-06
53 2.35e-06 2.05e-06 2.2e-06 2.2e-06 2.35e-06 1.9e-06 2.35e-06 2.5e-06 2.3e-06 2.2e-06 2.25e-06 2.2e-06 2.3e-06 1.9e-06 2.4e-06 2.45e-06 2.2e-06 1.9e-06 1.95e-06 2.25e-06 1.9e-06 2.6e-06 2.4e-06 2.95e-06 2.5e-06 2.1e-06 2.2e-06 1.6e-06 2.2e-06 2.05e-06 2.05e-06 2.5e-06 2.35e-06 2.45e-06 2.05e-06 3e-06 2.4e-06 1.9e-06 1.95e-06 1.9e-06 1.9e-06 2e-06 2.3e-06 2.15e-06 2.1e-06 2.5e-06 2.65e-06 2e-06 2.7e-06 1.9e-06 2.65e-06 2.7e-06 2.6e-06 3e-06 2.5e-06 2.45e-06 2.4e-06 2.05e-06 2e-06 2.55e-06 2.15e-06 2e-06 2.55e-06 2.75e-06 1.95e-06 2.6e-06 2.2e-06 2.45e-06 2.3e-06 1.9e-06 1.95e-06 2.25e-06 1.55e-06 2.05e-06 2.45e-06 1.75e-06 2.4e-06
54 2.05e-06 2.6e-06 2.3e-06 2.55e-06 2.35e-06 2.3e-06 2.55e-06 2.4e-06 2.45e-06 1.85e-06 2.15e-06 2.3e-06 2.5e-06 2.55e-06 2e-06 1.7e-06 1.7e-06 2.95e-06 2.6e-06 2.1e-06 2.3e-06 1.7e-06 2.45e-06 2.6e-06 2e-06 2.1e-06 2.45e-06 2.35e-06 1.85e-06 2.6e-06 2.15e-06 2.4e-06 2.4e-06 2.35e-06 3.1e-06 2.65e-06 1.6e-06 2.5e-06 2.4e-06 2.3e-06 2.3e-06 2.75e-06 2.45e-06 1.95e-06 1.65e-06 1.85e-06 1.7e-06 2.15e-06 1.85e-06 2.3e-06 1.9e-06 1.85e-06 1.55e-06 2.5e-06 2.5e-06 2.15e-06 1.95e-06 2.55e-06 2.4e-06 1.8e-06 2.45e-06 2.45e-06 1.85e-06 1.9e-06 2.35e-06 1.85e-06 2.7e-06 1.9e-06 2.1e-06 2.3e-06 2.35e-06 2.05e-06 2.55e-06 3.05e-06 1.6e-06 3.1e-06 1.55e-06
55 2.3e-06 3.05e-06 2.35e-06 2.35e-06 1.75e-06 1.65e-06 2.55e-06 2.15e-06 2.4e-06 2.3e-06 2.15e-06 2.2e-06 2.45e-06 2.65e-06 1.75e-06 2.4e-06 2.1e-06 2.3e-06 2.25e-06 2.55e-06 1.65e-06 1.9e-06 2.8e-06 2.45e-06 2.55e-06 2.45e-06 2.65e-06 2.15e-06 2.3e-06 2.4e-06 2.45e-06 2.15e-06 2.75e-06 2.1e-06 2.35e-06 2.55e-06 2.15e-06 2.3e-06 2.85e-06 2.4e-06 2.7e-06 1.8e-06 2.2e-06 2.5e-06 2e-06 2.3e-06 1.85e-06 2.3e-06 2.1e-06 2.25e-06 2.45e-06 2.15e-06 2.15e-06 2.45e-06 2.15e-06 2.8e-06 2.1e-06 1.95e-06 1.85e-06 2.6e-06 2.35e-06 2.9e-06 1.95e-06 2.2e-06 2.75e-06 2.65e-06 2.35e-06 2.55e-06 1.9e-06 2.4e-06 2.75e-06 2.45e-06 2.5e-06 2.45e-06 2e-06 2.7e-06 2.4e-06
56 1.7e-06 2.95e-06 2.65e-06 2.2e-06 2.35e-06 2.1e-06 2.8e-06 2.6e-06 2.75e-06 2.1e-06 2.4e-06 2.6e-06 2.55e-06 2.25e-06 2.2e-06 1.75e-06 1.85e-06 2.95e-06 2.5e-06 2.1e-06 2.1e-06 1.8e-06 2.4e-06 2.45e-06 1.9e-06 1.8e-06 2.75e-06 2.25e-06 2.25e-06 2.5e-06 2.3e-06 2.6e-06 2.35e-06 2.55e-06 3.1e-06 2.45e-06 1.5e-06 2.45e-06 2.75e-06 2.2e-06 2.65e-06 2.7e-06 2.2e-06 2e-06 1.75e-06 2.2e-06 1.45e-06 1.65e-06 2.1e-06 2.15e-06 1.9e-06 2.1e-06 1.55e-06 2.4e-06 1.95e-06 2.1e-06 2.5e-06 2.2e-06 2.1e-06 2.3e-06 2.45e-06 2.8e-06 1.45e-06 2.15e-06 2.7e-06 2.4e-06 2.45e-06 1.85e-06 2.4e-06 2.2e-06 2.7e-06 1.75e-06 2.45e-06 3.05e-06 1.9e-06 3.15e-06 2.1e-06
57 2.25e-06 2.6e-06 2e-06 2.1e-06 1.8e-06 1.6e-06 2.15e-06 2.2e-06 2e-06 2.2e-06 2e-06 1.85e-06 2.35e-06 2.45e-06 2.05e-06 2.7e-06 1.95e-06 2.05e-06 1.45e-06 2.45e-06 1.6e-06 2.4e-06 2.8e-06 2.95e-06 2.7e-06 2.4e-06 2.35e-06 1.75e-06 2.15e-06 2.35e-06 2.35e-06 2.2e-06 2.75e-06 2.15e-06 1.55e-06 3e-06 2.55e-06 1.85e-06 2.5e-06 1.65e-06 2.45e-06 1.45e-06 2.05e-06 2.4e-06 2.15e-06 2.5e-06 2.65e-06 1.8e-06 2.6e-06 1.55e-06 2.8e-06 2.6e-06 2.75e-06 2.05e-06 2.55e-06 1.95e-06 2.2e-06 2.6e-06 1.8e-06 2.65e-06 2.5e-06 2.6e-06 2.55e-06 2.65e-06 2.5e-06 2.7e-06 1.95e-06 2.7e-06 2e-06 1.65e-06 2.5e-06 2.6e-06 2.1e-06 2.1e-06 2.4e-06 2e-06 2.5e-06
58 2.5e-06 2.95e-06 2.25e-06 2.1e-06 2.25e-06 1.1e-06 2.45e-06 1.95e-06 2.3e-06 2.3e-06 2.25e-06 2.05e-06 2.6e-06 2.2e-06 1.75e-06 2.45e-06 2.4e-06 2.05e-06 2.3e-06 1.9e-06 1.1e-06 2.3e-06 2.8e-06 2.9e-06 2.35e-06 2.25e-06 2.65e-06 1.8e-06 2.35e-06 2.55e-06 2.15e-06 1.95e-06 2.75e-06 1.9e-06 2.2e-06 2.9e-06 2.15e-06 1.8e-06 2.75e-06 2.35e-06 2.55e-06 1.55e-06 2.1e-06 1.85e-06 1.8e-06 2.8e-06 2.5e-06 2e-06 2.7e-06 2.35e-06 2.55e-06 2.7e-06 2.4e-06 2e-06 2.4e-06 1.85e-06 2.1e-06 1.8e-06 2.1e-06 2.45e-06 2.8e-06 2.8e-06 2.3e-06 2.75e-06 2.6e-06 2.55e-06 2.2e-06 2.35e-06 1.7e-06 2.35e-06 2.6e-06 2.5e-06 2.05e-06 2.2e-06 2.55e-06 2.55e-06 2.55e-06
59 2.35e-06 2.75e-06 1.95e-06 2.85e-06 2.75e-06 2.25e-06 1.9e-06 1.75e-06 2.5e-06 2.25e-06 2.85e-06 1.9e-06 2.75e-06 2.9e-06 2.75e-06 2e-06 2.35e-06 3.25e-06 2.65e-06 1.35e-06 2.25e-06 2.55e-06 2.8e-06 3.05e-06 1.55e-06 2.7e-06 1.7e-06 2.2e-06 1.6e-06 3e-06 2.3e-06 1.8e-06 2.75e-06 1.75e-06 3.2e-06 3.05e-06 2.5e-06 2.65e-06 2.6e-06 2.05e-06 2.05e-06 2.85e-06 2.8e-06 1.9e-06 2.15e-06 2.15e-06 2.35e-06 2.3e-06 1.5e-06 2.15e-06 1.55e-06 1.5e-06 2.5e-06 2.55e-06 1.8e-06 2.6e-06 2.3e-06 2.65e-06 2.45e-06 1.1e-06 2.95e-06 2.65e-06 2.4e-06 1.5e-06 2.1e-06 6.5e-07 2.95e-06 2.15e-06 1.75e-06 2.05e-06 2.1e-06 2.75e-06 2.6e-06 3.35e-06 1.95e-06 3.35e-06 2.15e-06
60 2.25e-06 2.3e-06 2.65e-06 2.55e-06 2.2e-06 2.7e-06 2.8e-06 3e-06 2.65e-06 2.4e-06 2.35e-06 2.65e-06 2.35e-06 2.35e-06 2.55e-06 2.4e-06 2.1e-06 2.35e-06 2.25e-06 2.95e-06 2.7e-06 2.35e-06 2.4e-06 2.65e-06 2.8e-06 2.3e-06 2.55e-06 2.25e-06 2.5e-06 2.1e-06 2.5e-06 3e-06 2.35e-06 2.95e-06 2.55e-06 2.65e-06 2.35e-06 2.6e-06 2.2e-06 2.3e-06 2.25e-06 2.55e-06 2.5e-06 2.75e-06 2.45e-06 2.25e-06 2.1e-06 2.4e-06 2.5e-06 2.15e-06 2.65e-06 2.5e-06 2.3e-06 2.15e-06 2.45e-06 2.35e-06 2.45e-06 2.5e-06 2.8e-06 2.95e-06 3.6e-06 2.25e-06 2.15e-06 2.55e-06 2.3e-06 3e-06 2.5e-06 2.65e-06 2.8e-06 2.3e-06 2.3e-06 2.2e-06 2.2e-06 2.5e-06 2.15e-06 2.15e-06 2.35e-06
61 2.5e-06 1.5e-06 2.4e-06 2.55e-06 2.65e-06 2.8e-06 2.5e-06 2.8e-06 1.9e-06 2.45e-06 2.35e-06 2.45e-06 2.4e-06 2.05e-06 2.65e-06 2e-06 2.25e-06 2.15e-06 2.25e-06 2.7e-06 2.8e-06 2.85e-06 2.2e-06 3.05e-06 2.65e-06 2.3e-06 2.3e-06 2.3e-06 2.45e-06 2.3e-06 1.8e-06 2.8e-06 2.15e-06 2.75e-06 2.4e-06 3.15e-06 2.5e-06 2.3e-06 1.4e-06 2.35e-06 1.9e-06 2.55e-06 2.55e-06 2.05e-06 2.6e-06 2.1e-06 2.8e-06 2.4e-06 2.8e-06 2.25e-06 2.6e-06 2.8e-06 2.55e-06 2e-06 2.45e-06 2.9e-06 2.8e-06 2.6e-06 2.8e-06 2.65e-06 2.25e-06 2.7e-06 2.9e-06 2.85e-06 1.95e-06 2.65e-06 2.4e-06 2.05e-06 2.65e-06 2.35e-06 1.95e-06 2.35e-06 2.05e-06 2.3e-06 2.1e-06 1.85e-06 1.85e-06
62 1.7e-06 3.05e-06 2.8e-06 2.15e-06 2.2e-06 2.3e-06 2.95e-06 2.75e-06 2.9e-06 2.1e-06 2.4e-06 2.75e-06 2.45e-06 2.35e-06 2.2e-06 1.65e-06 1.9e-06 3.1e-06 2.75e-06 2.25e-06 2.3e-06 1.55e-06 2.3e-06 2.25e-06 1.8e-06 1.75e-06 2.85e-06 2.4e-06 2.3e-06 2.4e-06 2.45e-06 2.75e-06 2.25e-06 2.7e-06 3.3e-06 2.2e-06 1.25e-06 2.65e-06 2.85e-06 2.45e-06 2.75e-06 2.9e-06 2.15e-06 2.15e-06 1.75e-06 2e-06 1.05e-06 1.9e-06 1.9e-06 2.35e-06 1.8e-06 1.9e-06 1.3e-06 2.55e-06 1.85e-06 1.95e-06 1.45e-06 2.55e-06 2.3e-06 2.4e-06 2.15e-06 2.9e-06 1.9e-06 1.95e-06 2.8e-06 2.5e-06 2.4e-06 1.75e-06 2.55e-06 2.45e-06 2.8e-06 1.5e-06 2.6e-06 3.2e-06 1.7e-06 3.3e-06 2.05e-06
63 2.15e-06 3e-06 2.4e-06 2.8e-06 2.25e-06 2.55e-06 2.2e-06 2.15e-06 2.7e-06 2.3e-06 2.75e-06 2.45e-06 2.7e-06 2.95e-06 2.75e-06 2.05e-06 2.2e-06 3.35e-06 2.6e-06 1.85e-06 2.55e-06 2.25e-06 2.8e-06 2.6e-06 1.8e-06 2.55e-06 2e-06 2.4e-06 1.8e-06 2.8e-06 2.55e-06 2.2e-06 2.75e-06 2.15e-06 3.2e-06 2.7e-06 2.35e-06 2.85e-06 2.8e-06 2.15e-06 2.6e-06 2.95e-06 2.7e-06 2.3e-06 2.25e-06 1.9e-06 1.7e-06 2.35e-06 1.3e-06 2.1e-06 1.65e-06 1.3e-06 2.25e-06 2.75e-06 1.9e-06 2.2e-06 2.15e-06 2.65e-06 2.75e-06 1.5e-06 2.55e-06 2.85e-06 1.95e-06 2.5e-06 2.65e-06 1.5e-06 2.85e-06 2.3e-06 2.3e-06 2.15e-06 2.65e-06 2.45e-06 2.8e-06 3.45e-06 1.65e-06 3.35e-06 2.3e-06
64 2.45e-06 1.95e-06 2.1e-06 2.6e-06 2.6e-06 2.5e-06 2.4e-06 2.6e-06 2.35e-06 2.35e-06 2.45e-06 2.1e-06 2.4e-06 2.3e-06 2.65e-06 2.35e-06 2.25e-06 2.2e-06 2.2e-06 2.45e-06 2.5e-06 2.75e-06 2.4e-06 3.1e-06 2.55e-06 2.45e-06 2.15e-06 2.05e-06 2.2e-06 2.25e-06 2.25e-06 2.6e-06 2.35e-06 2.55e-06 2.45e-06 3.15e-06 2.6e-06 2.4e-06 1.9e-06 2.1e-06 1.7e-06 2.45e-06 2.6e-06 2.35e-06 2.45e-06 2.35e-06 2.75e-06 2.35e-06 2.6e-06 2.1e-06 2.55e-06 2.6e-06 2.65e-06 1.95e-06 2.35e-06 2.75e-06 2.7e-06 2.5e-06 2.6e-06 2.1e-06 2.3e-06 1.95e-06 2.8e-06 2.65e-06 3.4e-06 2.15e-06 2.5e-06 2.5e-06 2.25e-06 2.1e-06 1.7e-06 2.5e-06 2e-06 2.4e-06 2.35e-06 2.05e-06 2.2e-06
65 2.4e-06 2.75e-06 1.95e-06 2.9e-06 2.75e-06 2.35e-06 1.9e-06 1.8e-06 2.5e-06 2.3e-06 2.9e-06 1.95e-06 2.8e-06 2.95e-06 2.85e-06 2.05e-06 2.4e-06 3.3e-06 2.65e-06 1.4e-06 2.35e-06 2.65e-06 2.85e-06 3.1e-06 1.6e-06 2.75e-06 1.7e-06 2.25e-06 1.6e-06 3.05e-06 2.35e-06 1.85e-06 2.8e-06 1.8e-06 3.2e-06 3.15e-06 2.6e-06 2.7e-06 2.6e-06 2.05e-06 2.1e-06 2.9e-06 2.85e-06 1.95e-06 2.25e-06 2.15e-06 2.4e-06 2.35e-06 1.5e-06 2.15e-06 1.6e-06 1.5e-06 2.6e-06 2.6e-06 1.85e-06 2.65e-06 2.4e-06 2.7e-06 2.55e-06 6.5e-07 3e-06 2.65e-06 2.5e-06 1.5e-06 2.15e-06 1.3e-06 2.95e-06 2.2e-06 1.8e-06 2.05e-06 2.15e-06 2.8e-06 2.65e-06 3.4e-06 1.95e-06 3.35e-06 2.2e-06
66 2.1e-06 2.25e-06 2.15e-06 1.85e-06 1.95e-06 2.2e-06 2.3e-06 2.6e-06 2e-06 2.2e-06 2.05e-06 2.05e-06 2.4e-06 2.3e-06 2.35e-06 2.25e-06 2.15e-06 2.2e-06 1.7e-06 2.65e-06 2.2e-06 2.6e-06 2.3e-06 3e-06 2.5e-06 2.05e-06 2.5e-06 2.1e-06 2.35e-06 2.4e-06 2.6e-06 2.6e-06 2.25e-06 2.55e-06 1.65e-06 3.1e-06 2.25e-06 2e-06 2.25e-06 1.85e-06 2.45e-06 1.85e-06 1.8e-06 2.45e-06 2.45e-06 2.35e-06 2.4e-06 1.95e-06 2.8e-06 1.8e-06 2.6e-06 2.8e-06 2.4e-06 2.2e-06 2.7e-06 2.35e-06 2.45e-06 1.95e-06 2.2e-06 2.95e-06 2.5e-06 2.4e-06 2.4e-06 2.85e-06 2.5e-06 2.95e-06 2.8e-06 2.35e-06 2.4e-06 1.85e-06 2.5e-06 2.05e-06 2.25e-06 2.25e-06 2.4e-06 1.9e-06 2.3e-06
67 2e-06 2.3e-06 2.6e-06 2.2e-06 2.7e-06 2.45e-06 2.7e-06 2.6e-06 2.2e-06 2.2e-06 2.45e-06 2.6e-06 2.55e-06 2.1e-06 2.35e-06 1.3e-06 2.1e-06 2.95e-06 2.8e-06 2.05e-06 2.45e-06 2.1e-06 2.15e-06 2.7e-06 1.7e-06 1.8e-06 2.65e-06 2.5e-06 2.3e-06 2.65e-06 1.8e-06 2.6e-06 2.1e-06 2.55e-06 3.2e-06 2.75e-06 1.45e-06 2.4e-06 2.1e-06 2.55e-06 2.45e-06 2.95e-06 2.25e-06 1.5e-06 1.95e-06 1.9e-06 1.8e-06 1.95e-06 2.25e-06 2.5e-06 1.8e-06 2.25e-06 1.6e-06 2.45e-06 1.9e-06 2.55e-06 1.85e-06 2.7e-06 2.35e-06 2.15e-06 2.65e-06 2.05e-06 1.75e-06 2.3e-06 2.5e-06 2.2e-06 2.35e-06 2.3e-06 2.45e-06 2.55e-06 2.5e-06 1.7e-06 2.5e-06 3.05e-06 1.7e-06 3.05e-06 1.6e-06
68 2.55e-06 2.75e-06 1.85e-06 2.45e-06 2.2e-06 1.5e-06 2.15e-06 1.75e-06 2.15e-06 2.25e-06 2.3e-06 1.7e-06 2.55e-06 2.65e-06 1.9e-06 2.4e-06 2.3e-06 2.25e-06 2.25e-06 2.05e-06 1.5e-06 2.35e-06 2.85e-06 3e-06 2.3e-06 2.65e-06 2.25e-06 2e-06 2e-06 2.65e-06 2.25e-06 1.75e-06 2.8e-06 1.7e-06 2.3e-06 3.05e-06 2.45e-06 2.15e-06 2.6e-06 2.2e-06 2.2e-06 1.75e-06 2.35e-06 2.15e-06 2.05e-06 2.5e-06 2.55e-06 2.3e-06 2.25e-06 2.2e-06 2.35e-06 2.25e-06 2.55e-06 2.3e-06 2.1e-06 1.9e-06 2.4e-06 2e-06 1.7e-06 1.75e-06 2.8e-06 2.65e-06 2.55e-06 2.3e-06 2.25e-06 1.8e-06 2.4e-06 2.45e-06 2.7e-06 2.2e-06 2.25e-06 2.8e-06 2.35e-06 2.4e-06 2.25e-06 2.65e-06 2.3e-06
69 1.65e-06 2.2e-06 1.75e-06 2.15e-06 1.9e-06 2.15e-06 1.85e-06 2.4e-06 2.1e-06 1.6e-06 2.1e-06 1.8e-06 2.3e-06 2.45e-06 2.65e-06 2.4e-06 1.55e-06 2.5e-06 1.05e-06 2.05e-06 2.15e-06 2.45e-06 2.6e-06 2.95e-06 2.3e-06 2.15e-06 1.8e-06 1.55e-06 1.4e-06 2.25e-06 2.5e-06 2.4e-06 2.55e-06 2.35e-06 1.7e-06 3.05e-06 2.55e-06 2e-06 2.2e-06 5.5e-07 2.05e-06 2e-06 2.2e-06 2.25e-06 2.15e-06 2.05e-06 2.4e-06 1.45e-06 2.1e-06 6e-07 2.35e-06 2.1e-06 2.65e-06 1.9e-06 2.3e-06 2.4e-06 2.2e-06 1.65e-06 2.35e-06 2.05e-06 2.3e-06 2.35e-06 2.45e-06 2.15e-06 2.1e-06 2.05e-06 1.85e-06 2.55e-06 2.2e-06 1.1e-06 2.1e-06 2.3e-06 1.95e-06 2.6e-06 2.1e-06 1.95e-06 2.25e-06
70 2.45e-06 1.95e-06 2.1e-06 2.6e-06 2.6e-06 2.5e-06 2.4e-06 2.6e-06 2.35e-06 2.35e-06 2.45e-06 2.1e-06 2.4e-06 2.3e-06 2.65e-06 2.35e-06 2.25e-06 2.2e-06 2.2e-06 2.45e-06 2.5e-06 2.75e-06 2.4e-06 3.1e-06 2.55e-06 2.45e-06 2.15e-06 2.05e-06 2.2e-06 2.25e-06 2.25e-06 2.6e-06 2.35e-06 2.55e-06 2.45e-06 3.15e-06 2.6e-06 2.4e-06 1.9e-06 2.1e-06 1.7e-06 2.45e-06 2.6e-06 2.35e-06 2.45e-06 2.35e-06 2.75e-06 2.35e-06 2.6e-06 2.1e-06 2.55e-06 2.6e-06 2.65e-06 1.95e-06 2.35e-06 2.75e-06 2.7e-06 2.5e-06 2.6e-06 2.1e-06 2.3e-06 1.95e-06 2.8e-06 2.65e-06 1.7e-06 2.15e-06 2.5e-06 2.5e-06 2.25e-06 2.1e-06 3.4e-06 2.5e-06 2e-06 2.4e-06 2.35e-06 2.05e-06 2.2e-06
71 1.75e-06 2.35e-06 2.8e-06 2.05e-06 2.45e-06 2.6e-06 2.9e-06 3e-06 2.7e-06 2e-06 2.25e-06 2.8e-06 2.25e-06 2e-06 2.3e-06 1.65e-06 1.8e-06 2.75e-06 2.55e-06 2.45e-06 2.6e-06 1.8e-06 1.95e-06 2.6e-06 1.95e-06 1.2e-06 2.9e-06 2.5e-06 2.5e-06 2.2e-06 2.3e-06 3e-06 1.9e-06 2.95e-06 3.05e-06 2.65e-06 1.25e-06 2.55e-06 2.25e-06 2.3e-06 2.45e-06 2.95e-06 2.1e-06 2.15e-06 1.9e-06 2.05e-06 1.55e-06 1.8e-06 2.4e-06 2.25e-06 2.05e-06 2.4e-06 1.4e-06 2.25e-06 2.05e-06 2.45e-06 1.75e-06 2.6e-06 2.5e-06 2.75e-06 2.2e-06 2.35e-06 1.5e-06 2.45e-06 2.5e-06 2.8e-06 2.05e-06 1.7e-06 2.8e-06 2.3e-06 2.5e-06 2e-06 2.3e-06 2.85e-06 1.95e-06 2.65e-06 1.8e-06
72 2.4e-06 2.1e-06 2.25e-06 2.25e-06 2.4e-06 1.95e-06 2.4e-06 2.55e-06 2.35e-06 2.25e-06 2.3e-06 2.25e-06 2.35e-06 1.95e-06 2.45e-06 2.5e-06 2.25e-06 1.95e-06 2e-06 2.3e-06 1.95e-06 2.65e-06 2.45e-06 3e-06 2.55e-06 2.15e-06 2.25e-06 1.65e-06 2.25e-06 2.1e-06 2.1e-06 2.55e-06 2.4e-06 2.5e-06 2.1e-06 3.05e-06 2.45e-06 1.95e-06 2e-06 1.95e-06 1.95e-06 2.05e-06 2.35e-06 2.2e-06 2.15e-06 2.55e-06 2.7e-06 2.05e-06 2.75e-06 1.95e-06 2.7e-06 2.75e-06 2.65e-06 1.55e-06 2.55e-06 2.5e-06 2.45e-06 2.1e-06 2.05e-06 2.6e-06 2.2e-06 2.05e-06 2.6e-06 2.8e-06 2e-06 2.65e-06 2.25e-06 2.5e-06 2.35e-06 1.95e-06 2e-06 2.3e-06 3.1e-06 2.1e-06 2.5e-06 1.8e-06 2.45e-06
73 2.95e-06 2.15e-06 2.45e-06 2.45e-06 2.35e-06 2.1e-06 2.65e-06 2.65e-06 2.25e-06 2.75e-06 2.25e-06 2.3e-06 2.45e-06 2.25e-06 2.25e-06 3e-06 2.6e-06 1.7e-06 2.1e-06 3.15e-06 2.1e-06 2.9e-06 2.7e-06 3.3e-06 3.3e-06 2.7e-06 2.65e-06 2.1e-06 2.95e-06 2.3e-06 2.45e-06 2.65e-06 2.65e-06 2.6e-06 1.8e-06 3.35e-06 2.9e-06 2.15e-06 2.15e-06 2.6e-06 2.35e-06 1.7e-06 2.4e-06 2.85e-06 2.7e-06 3.05e-06 3.25e-06 2.65e-06 3.4e-06 2.5e-06 3.35e-06 3.4e-06 3.05e-06 2.05e-06 3.05e-06 2.45e-06 3.05e-06 2.1e-06 2.2e-06 3.35e-06 2.5e-06 2.3e-06 3.2e-06 3.45e-06 2.4e-06 3.4e-06 2.25e-06 3.05e-06 2.4e-06 2.6e-06 2.4e-06 2.85e-06 2.1e-06 3.1e-06 2.95e-06 1.7e-06 2.75e-06
