 slim_762321874 slim_762321837 slim_762321852 slim_762321887 slim_762321872 slim_762321839 slim_762321886 slim_762321829 slim_762321826 slim_762321875 slim_762321843 slim_762321840 slim_762321833 slim_762321850 slim_762321847 slim_762321828 slim_762321858 slim_762321888 slim_762321868 slim_762321836 slim_762321890 slim_762321876 slim_762321883 slim_762321859 slim_762321869 slim_762321885 slim_762321889 slim_762321856 slim_762321834 slim_762321846 slim_762321879 slim_762321863 slim_762321853 slim_762321827 slim_762321864 slim_762321862 slim_762321866 slim_762321861 slim_762321880 slim_762321831 slim_762321871 slim_762321865 slim_762321842 slim_762321851 slim_762321870 slim_762321841 slim_762321844 slim_762321849 slim_762321881 slim_762321848 slim_762321854 slim_762321884 slim_762321867 slim_762321860 slim_762321838 slim_762321877 slim_762321878 slim_762321882 slim_762321893 slim_762321830 slim_762321845 slim_762321891 slim_762321835 slim_762321892 slim_762321857 slim_762321855 slim_762321832 slim_762321873
55 2.25e-06 2.05e-06 1.75e-06 1.7e-06 1.55e-06 1.95e-06 1.9e-06 1.6e-06 1.65e-06 1.7e-06 1.4e-06 1.6e-06 1.65e-06 1.75e-06 1.45e-06 2.05e-06 1.8e-06 1.95e-06 1.85e-06 1.8e-06 1.95e-06 2.2e-06 2.05e-06 1.8e-06 1.8e-06 2.25e-06 2.2e-06 1.8e-06 2.1e-06 1.8e-06 1.9e-06 2e-06 2.2e-06 1.75e-06 1.7e-06 2.1e-06 1.9e-06 1.65e-06 1.8e-06 2e-06 1.9e-06 2.1e-06 1.75e-06 1.95e-06 2.05e-06 1.9e-06 1.75e-06 1.55e-06 1.85e-06 1.7e-06 2.2e-06 1.95e-06 1.9e-06 1.7e-06 1.5e-06 2.2e-06 1.6e-06 1.9e-06 1.9e-06 1.35e-06 1.7e-06 1.5e-06 2e-06 2.05e-06 1.75e-06 1.9e-06 1.85e-06 2e-06
56 2.65e-06 1.75e-06 1.75e-06 1.55e-06 2.15e-06 2.3e-06 1.65e-06 1.75e-06 2.05e-06 2.2e-06 2.05e-06 1.9e-06 2.5e-06 2.25e-06 1.75e-06 2.1e-06 2.65e-06 2.35e-06 9e-07 2e-06 2.65e-06 2.3e-06 1.6e-06 1.6e-06 1.65e-06 1.75e-06 2.8e-06 1.65e-06 1.45e-06 1.9e-06 1.8e-06 1.5e-06 2.45e-06 1.95e-06 1.2e-06 2.5e-06 1.65e-06 2.15e-06 1.7e-06 1.2e-06 2.35e-06 2.65e-06 1.95e-06 1.95e-06 2.1e-06 1.9e-06 1.95e-06 1.95e-06 1.35e-06 1.75e-06 2.1e-06 1.85e-06 2.1e-06 1.7e-06 1.2e-06 1.6e-06 1.4e-06 1.7e-06 2.1e-06 1.25e-06 2.2e-06 2.2e-06 2.15e-06 2.45e-06 1.35e-06 2.25e-06 1.9e-06 2.15e-06
57 2.15e-06 2.1e-06 1.65e-06 1.65e-06 2.1e-06 2.25e-06 1.6e-06 1.7e-06 1.8e-06 1.6e-06 1.95e-06 2.1e-06 2.4e-06 1.8e-06 1.9e-06 1.75e-06 2.25e-06 2.6e-06 1.6e-06 1.95e-06 2.55e-06 1.75e-06 2.05e-06 1.85e-06 1.75e-06 1.55e-06 2.05e-06 1.45e-06 1.65e-06 2.3e-06 1.7e-06 2.35e-06 2.25e-06 1.7e-06 1.8e-06 2.2e-06 1.6e-06 1.6e-06 1.6e-06 1.55e-06 2.3e-06 2.6e-06 1.7e-06 1.65e-06 2e-06 1.6e-06 2.2e-06 1.8e-06 1.5e-06 1.85e-06 2.15e-06 1.8e-06 2.1e-06 1.8e-06 1.7e-06 1.9e-06 1.7e-06 2.6e-06 2.3e-06 1.85e-06 1.8e-06 1.8e-06 2.15e-06 2.35e-06 2.4e-06 2.2e-06 1.9e-06 1.8e-06
58 2.1e-06 2.15e-06 2.6e-06 2.45e-06 2.3e-06 2.4e-06 2.7e-06 2.25e-06 2.3e-06 1.9e-06 2.2e-06 1.9e-06 2.25e-06 1.75e-06 2.2e-06 2.7e-06 2.1e-06 1.75e-06 2.6e-06 2.4e-06 2.25e-06 2.55e-06 2.2e-06 2.05e-06 2.4e-06 2.95e-06 2.2e-06 2.45e-06 2.8e-06 1.95e-06 2.6e-06 1.8e-06 2.45e-06 2.35e-06 2.1e-06 2.25e-06 2.7e-06 1.85e-06 2.5e-06 2.75e-06 2.35e-06 2.25e-06 2.35e-06 2.55e-06 2.25e-06 2.5e-06 1.75e-06 2.1e-06 2.65e-06 2.15e-06 2.5e-06 2.6e-06 1.6e-06 2.25e-06 2.1e-06 1.9e-06 2.1e-06 2.3e-06 2.8e-06 1.6e-06 2.2e-06 2.05e-06 2.45e-06 2.15e-06 1.6e-06 2.25e-06 2.25e-06 2.4e-06
59 1.95e-06 2e-06 2.05e-06 1.95e-06 2e-06 2.1e-06 2.05e-06 1.65e-06 2e-06 1.55e-06 1.85e-06 1.5e-06 2.2e-06 1.55e-06 1.8e-06 2.1e-06 2e-06 1.9e-06 1.8e-06 2e-06 2.35e-06 2.3e-06 2e-06 1.4e-06 1.75e-06 2.4e-06 2.2e-06 1.85e-06 2.15e-06 1.55e-06 2.25e-06 1.45e-06 1.85e-06 1.9e-06 1.2e-06 1.9e-06 2.05e-06 1.5e-06 2.15e-06 2.05e-06 2.2e-06 1.9e-06 1.9e-06 2e-06 2.1e-06 1.95e-06 1.6e-06 1.65e-06 2e-06 1.6e-06 1.85e-06 2.15e-06 1.65e-06 1.9e-06 1.25e-06 1.35e-06 1.25e-06 1.85e-06 1.6e-06 1.3e-06 1.65e-06 1.65e-06 2.05e-06 2.15e-06 1.3e-06 1.6e-06 1.85e-06 2e-06
60 1.9e-06 2.5e-06 1.85e-06 1.75e-06 1.45e-06 1.75e-06 1.6e-06 7.5e-07 1.55e-06 7.5e-07 1.25e-06 1.95e-06 2.1e-06 8.5e-07 1.75e-06 1.25e-06 1.4e-06 2.4e-06 2.1e-06 1.75e-06 2.35e-06 2.1e-06 2.65e-06 1.9e-06 1.15e-06 2.15e-06 1.85e-06 1.25e-06 2.1e-06 2.15e-06 2.3e-06 2.65e-06 1.9e-06 1.25e-06 1.85e-06 1.3e-06 1.6e-06 7e-07 2.2e-06 2.15e-06 1.75e-06 2.05e-06 1.3e-06 1.2e-06 2.05e-06 1.2e-06 1.55e-06 9e-07 1.8e-06 1.9e-06 2.05e-06 1.95e-06 2.15e-06 1.95e-06 1.65e-06 1.7e-06 2.2e-06 1.8e-06 2.2e-06 1.65e-06 4e-07 5e-07 1.9e-06 2.2e-06 2.65e-06 1.25e-06 2.05e-06 1.6e-06
61 1.9e-06 2.35e-06 1.85e-06 1.85e-06 1.35e-06 1.65e-06 1.7e-06 9.5e-07 1.35e-06 8.5e-07 1.15e-06 1.75e-06 1.7e-06 9.5e-07 1.55e-06 1.35e-06 1.05e-06 2.05e-06 2.1e-06 1.55e-06 1.95e-06 2.1e-06 2.5e-06 1.9e-06 1.25e-06 2.15e-06 1.65e-06 1.35e-06 2.1e-06 1.95e-06 2.3e-06 2.5e-06 1.9e-06 1.35e-06 1.85e-06 1.4e-06 1.7e-06 8e-07 2.2e-06 2.15e-06 1.65e-06 1.85e-06 1.4e-06 1.3e-06 1.85e-06 1.3e-06 1.5e-06 8e-07 1.9e-06 1.9e-06 2.05e-06 1.75e-06 2e-06 1.75e-06 1.65e-06 1.5e-06 2.2e-06 1.8e-06 2.05e-06 1.65e-06 5e-07 8e-07 1.7e-06 1.9e-06 2.5e-06 1.35e-06 2.05e-06 1.7e-06
62 2.55e-06 2.4e-06 2.15e-06 2.45e-06 2.35e-06 2e-06 2.1e-06 2.1e-06 2.1e-06 1.9e-06 2.15e-06 1.8e-06 2e-06 2e-06 2.4e-06 2.1e-06 1.6e-06 2.05e-06 1.8e-06 1.7e-06 1.9e-06 2.5e-06 2.55e-06 2.15e-06 1.8e-06 2.15e-06 1.9e-06 2e-06 1.95e-06 2e-06 2.6e-06 2.55e-06 2.35e-06 2.2e-06 1.95e-06 2.4e-06 2.1e-06 1.85e-06 2.5e-06 2e-06 2.3e-06 2.1e-06 2.2e-06 2e-06 1.8e-06 1.95e-06 2.25e-06 2e-06 2.35e-06 2.35e-06 2.65e-06 2.25e-06 2.4e-06 2.4e-06 1.65e-06 2e-06 2.15e-06 2.15e-06 2.45e-06 2.05e-06 1.9e-06 1.7e-06 2.8e-06 1.95e-06 2.65e-06 2.3e-06 2.4e-06 2.55e-06
63 2.45e-06 2.4e-06 2.6e-06 2.7e-06 2.3e-06 2.15e-06 2.55e-06 2.3e-06 2.35e-06 1.9e-06 2.25e-06 1.8e-06 1.95e-06 2e-06 2.4e-06 2.6e-06 1.7e-06 1.95e-06 2.3e-06 2.1e-06 1.7e-06 2.85e-06 2.65e-06 2.55e-06 2.15e-06 2.45e-06 1.9e-06 2.4e-06 2.3e-06 2e-06 3e-06 2.7e-06 2.85e-06 2.55e-06 2.35e-06 2.6e-06 2.55e-06 1.85e-06 2.9e-06 2.45e-06 2.05e-06 2.25e-06 2.55e-06 2.3e-06 1.6e-06 2.25e-06 2.25e-06 2.1e-06 2.65e-06 2.65e-06 2.95e-06 2.35e-06 2.1e-06 2.55e-06 1.95e-06 2.05e-06 2.45e-06 2.35e-06 2.15e-06 2.15e-06 2.2e-06 1.9e-06 1.95e-06 2.2e-06 2.5e-06 2.55e-06 2.7e-06 2.6e-06
64 2.85e-06 1.75e-06 2.5e-06 2.15e-06 2.4e-06 2.45e-06 2.55e-06 2.3e-06 2.4e-06 2.55e-06 2.3e-06 1.85e-06 2.35e-06 2.55e-06 2e-06 2.9e-06 2.55e-06 1.6e-06 2.25e-06 2.6e-06 2.35e-06 2.8e-06 1.6e-06 1.75e-06 2.55e-06 2.9e-06 2.85e-06 2.45e-06 2.7e-06 1.65e-06 2.35e-06 1.15e-06 2.7e-06 2.45e-06 1.8e-06 2.8e-06 2.55e-06 2.5e-06 2.25e-06 2.45e-06 2.45e-06 2.5e-06 2.45e-06 2.75e-06 2.6e-06 2.7e-06 1.6e-06 2.25e-06 2.25e-06 2.05e-06 2.45e-06 2.5e-06 1.65e-06 1.95e-06 2e-06 1.75e-06 1.35e-06 2.4e-06 1.6e-06 1.3e-06 2.65e-06 2.5e-06 2.65e-06 2.5e-06 1.3e-06 2.5e-06 2.2e-06 2.55e-06
65 1.65e-06 2.75e-06 2.35e-06 2.25e-06 2.05e-06 2.25e-06 2.25e-06 1.55e-06 2.1e-06 1.4e-06 1.85e-06 2.05e-06 2.45e-06 1.45e-06 2.15e-06 1.75e-06 1.95e-06 2.5e-06 2.45e-06 2.25e-06 2.65e-06 2.5e-06 2.8e-06 2.05e-06 1.85e-06 2.8e-06 2.25e-06 1.9e-06 2.65e-06 2.25e-06 2.65e-06 2.55e-06 1.5e-06 1.9e-06 2e-06 1.35e-06 2.25e-06 1.35e-06 2.55e-06 2.6e-06 2.3e-06 1.65e-06 1.9e-06 2e-06 2.45e-06 1.95e-06 1.95e-06 1.6e-06 2.35e-06 1.8e-06 1.65e-06 2.5e-06 2.25e-06 2.35e-06 1.9e-06 1.9e-06 2.25e-06 2.2e-06 2.25e-06 1.6e-06 1.25e-06 1.35e-06 2.3e-06 2.55e-06 2.5e-06 2.1e-06 2.15e-06 2.15e-06
66 2.5e-06 2.1e-06 1.7e-06 1.7e-06 2.05e-06 2.4e-06 2e-06 1.95e-06 1.85e-06 2e-06 1.95e-06 2.1e-06 2.3e-06 2.1e-06 1.75e-06 2e-06 2.4e-06 2.4e-06 1.95e-06 2.25e-06 2.45e-06 1.9e-06 2.05e-06 1.95e-06 2.05e-06 2e-06 2.3e-06 1.8e-06 2.05e-06 2.35e-06 1.55e-06 2.05e-06 2.15e-06 1.75e-06 1.95e-06 2.4e-06 2e-06 1.95e-06 1.45e-06 1.95e-06 2.25e-06 2.45e-06 1.75e-06 2e-06 2.35e-06 1.95e-06 2.1e-06 2e-06 1.85e-06 1.6e-06 2.05e-06 2.1e-06 2.1e-06 1.8e-06 1.95e-06 1.85e-06 1.9e-06 1.9e-06 2.25e-06 1.85e-06 2.05e-06 2.05e-06 2.4e-06 2.7e-06 2.2e-06 2.15e-06 2.7e-06 2.2e-06
67 2.35e-06 2.5e-06 2e-06 1.6e-06 2e-06 2.1e-06 1.75e-06 1.4e-06 1.95e-06 1.65e-06 1.85e-06 2.2e-06 2.45e-06 1.75e-06 1.9e-06 2e-06 2.3e-06 2.7e-06 2.3e-06 2.3e-06 2.65e-06 1.95e-06 2.45e-06 2.1e-06 2e-06 2.25e-06 2.3e-06 1.7e-06 2.35e-06 2.45e-06 2e-06 2.65e-06 2.45e-06 1.75e-06 2.2e-06 2.15e-06 1.75e-06 1.6e-06 1.9e-06 2.2e-06 2.25e-06 2.7e-06 1.75e-06 1.9e-06 2.45e-06 1.85e-06 2.15e-06 1.7e-06 1.65e-06 2.05e-06 2.35e-06 2.15e-06 2.25e-06 1.95e-06 2.15e-06 2e-06 2.15e-06 1.8e-06 2.4e-06 2e-06 1.6e-06 1.7e-06 2.55e-06 2.6e-06 2.55e-06 2.15e-06 2.2e-06 2.6e-06
