 slim_762055928 slim_762055905 slim_762055941 slim_762055948 slim_762055911 slim_762055916 slim_762055912 slim_762055937 slim_762055933 slim_762055936 slim_762055909 slim_762055947 slim_762055901 slim_762055897 slim_762055917 slim_762055944 slim_762055882 slim_762055919 slim_762055908 slim_762055886 slim_762055932 slim_762055910 slim_762055926 slim_762055892 slim_762055914 slim_762055923 slim_762055881 slim_762055940 slim_762055896 slim_762055934 slim_762055899 slim_762055922 slim_762055925 slim_762055915 slim_762055893 slim_762055946 slim_762055898 slim_762055935 slim_762055884 slim_762055891 slim_762055913 slim_762055951 slim_762055929 slim_762055930 slim_762055950 slim_762055924 slim_762055889 slim_762055879 slim_762055895 slim_762055942 slim_762055931 slim_762055894 slim_762055927 slim_762055943 slim_762055939 slim_762055938 slim_762055883 slim_762055907 slim_762055949 slim_762055885 slim_762055904 slim_762055952 slim_762055880 slim_762055902 slim_762055921 slim_762055887 slim_762055920 slim_762055888 slim_762055890 slim_762055900 slim_762055945 slim_762055903 slim_762055918 slim_762055906
51 2e-06 1e-06 8.5e-07 1.55e-06 1e-06 8e-07 1.7e-06 1e-06 2.25e-06 9e-07 1.5e-06 1.9e-06 1.4e-06 1.2e-06 1.75e-06 1e-06 9e-07 1.7e-06 1.45e-06 9e-07 1.55e-06 1.65e-06 1e-07 1.35e-06 1.75e-06 2.6e-06 1.2e-06 1.45e-06 1.1e-06 1.85e-06 1.65e-06 1.6e-06 1.3e-06 7e-07 8.5e-07 2.8e-06 1.2e-06 8.5e-07 7.5e-07 1.15e-06 2.35e-06 1.65e-06 1.75e-06 1.1e-06 1.6e-06 2.1e-06 2.05e-06 2.1e-06 1.3e-06 1.8e-06 1.1e-06 2e-07 1.6e-06 6.5e-07 1.6e-06 1.2e-06 1.75e-06 2.3e-06 1.5e-06 1.6e-06 1e-07 1.35e-06 1.85e-06 1.5e-06 1.65e-06 1.45e-06 1.4e-06 1.25e-06 1e-07 1.1e-06 1.8e-06 1e-07 1.6e-06 1.3e-06
52 1.45e-06 1.9e-06 1.45e-06 1.85e-06 1.1e-06 1.6e-06 2e-06 1.2e-06 2.65e-06 1.2e-06 2e-07 1.2e-06 1.9e-06 2.1e-06 1.35e-06 1.9e-06 8.5e-07 1.1e-06 1.25e-06 1.9e-06 1.85e-06 1.45e-06 1.5e-06 1.85e-06 1.2e-06 2.05e-06 7.5e-07 1.65e-06 1.9e-06 1.05e-06 1.95e-06 2.1e-06 2.2e-06 1.5e-06 8.5e-07 2.8e-06 2.1e-06 1.2e-06 1.35e-06 1.8e-06 2.75e-06 1.85e-06 2.05e-06 1.2e-06 2.2e-06 2.5e-06 2.05e-06 2.1e-06 1.9e-06 1.4e-06 1.2e-06 1.6e-06 2e-07 1.35e-06 1.7e-06 1.1e-06 1.95e-06 2.3e-06 1.5e-06 2.1e-06 1.5e-06 1.15e-06 1.3e-06 1.7e-06 1.1e-06 1.95e-06 5.5e-07 2.15e-06 1.5e-06 1.65e-06 1.4e-06 1.55e-06 1.3e-06 1.8e-06
53 1.75e-06 1.2e-06 1.2e-06 1.5e-06 9e-07 9e-07 1.45e-06 1.15e-06 2.1e-06 8e-07 1.3e-06 1.65e-06 1.55e-06 1.3e-06 1.5e-06 1.2e-06 1e-06 1.5e-06 1.45e-06 1.15e-06 1.4e-06 1.55e-06 5.5e-07 1.5e-06 1.6e-06 2.35e-06 1.25e-06 1.55e-06 1.25e-06 1.7e-06 1.5e-06 1.65e-06 1.4e-06 8e-07 1e-06 2.6e-06 1.4e-06 8.5e-07 1e-06 1.4e-06 2.1e-06 1.35e-06 1.5e-06 7e-07 1.65e-06 1.95e-06 1.95e-06 1.9e-06 1.5e-06 1.7e-06 7e-07 6.5e-07 1.35e-06 1.1e-06 1.55e-06 9e-07 1.75e-06 2.35e-06 1.35e-06 1.65e-06 5.5e-07 1.35e-06 1.7e-06 1.2e-06 1.5e-06 1.6e-06 1.2e-06 1.35e-06 5.5e-07 1.3e-06 1.7e-06 6e-07 1.4e-06 1.45e-06
54 1.95e-06 1.2e-06 1.6e-06 1.6e-06 1.65e-06 1.65e-06 1.75e-06 1.25e-06 1.7e-06 1.55e-06 1.6e-06 1.45e-06 1.25e-06 1.8e-06 1.3e-06 1.2e-06 1.65e-06 1.5e-06 1.7e-06 1.6e-06 1.25e-06 1.3e-06 1.5e-06 1.3e-06 1.3e-06 2.35e-06 1.6e-06 1.45e-06 1.25e-06 1.4e-06 1.45e-06 1.85e-06 1.9e-06 1.55e-06 1.65e-06 2.1e-06 1.55e-06 1.65e-06 1.7e-06 1.4e-06 2.15e-06 1.75e-06 1.8e-06 1.45e-06 1.35e-06 1.6e-06 1.15e-06 1.9e-06 1.3e-06 1.35e-06 1.45e-06 1.6e-06 1.7e-06 1.55e-06 1.8e-06 1.2e-06 1.55e-06 2.3e-06 1.25e-06 1.85e-06 1.5e-06 1.6e-06 1.55e-06 1.2e-06 1.55e-06 1.35e-06 1.6e-06 1.65e-06 1.5e-06 1.45e-06 1.5e-06 1.55e-06 1.65e-06 1.25e-06
55 1.65e-06 1.45e-06 1.2e-06 1.65e-06 1e-06 1.2e-06 1.5e-06 9e-07 2.1e-06 9e-07 1.05e-06 1.35e-06 1.5e-06 1.6e-06 1.35e-06 1.45e-06 1.15e-06 1.3e-06 1.5e-06 1.5e-06 1.4e-06 1.4e-06 1.1e-06 1.5e-06 1.45e-06 2.25e-06 1.1e-06 1.35e-06 1.45e-06 1.4e-06 1.5e-06 1.65e-06 1.7e-06 1.1e-06 1.15e-06 2.4e-06 1.65e-06 1e-06 1.3e-06 1.5e-06 2.15e-06 1.4e-06 1.55e-06 7.5e-07 1.8e-06 1.95e-06 1.7e-06 1.85e-06 1.5e-06 1.55e-06 7.5e-07 1.2e-06 1.1e-06 9e-07 1.2e-06 1.2e-06 1.7e-06 2.25e-06 1.35e-06 1.65e-06 1.1e-06 1.4e-06 1.55e-06 1.2e-06 1.4e-06 1.55e-06 1.1e-06 1.6e-06 1.1e-06 1.35e-06 1.55e-06 1.15e-06 1.35e-06 1.45e-06
56 1.9e-06 1.55e-06 1.9e-06 9e-07 1.85e-06 1.8e-06 1.65e-06 1.7e-06 1.75e-06 1.75e-06 1.85e-06 1.8e-06 1.7e-06 1.7e-06 1.7e-06 1.55e-06 1.85e-06 1.3e-06 1.3e-06 1.45e-06 1.55e-06 1.7e-06 1.65e-06 1.65e-06 1.7e-06 2.5e-06 1.9e-06 1.35e-06 1.55e-06 1.75e-06 1.75e-06 1.85e-06 1.8e-06 1.7e-06 1.85e-06 1.8e-06 1.85e-06 1.85e-06 1.75e-06 1.7e-06 1.8e-06 1.7e-06 1.7e-06 1.65e-06 1.05e-06 1.7e-06 1.1e-06 1.4e-06 1.65e-06 1.75e-06 1.65e-06 1.75e-06 1.95e-06 1.75e-06 1.55e-06 1.7e-06 1.3e-06 2.5e-06 1.6e-06 1.85e-06 1.65e-06 1.25e-06 1.9e-06 1.6e-06 1.55e-06 1.75e-06 1.8e-06 1.8e-06 1.65e-06 1.2e-06 1.85e-06 1.7e-06 1.55e-06 1.6e-06
57 2.4e-06 2.35e-06 2.05e-06 2.5e-06 2.2e-06 2.6e-06 2.5e-06 2.05e-06 2.6e-06 2.2e-06 2.2e-06 2.15e-06 2.3e-06 2.3e-06 2.3e-06 2.35e-06 2.3e-06 2.5e-06 2.4e-06 2.35e-06 2.6e-06 2.3e-06 2.2e-06 2.2e-06 2.4e-06 2.3e-06 2.15e-06 2.3e-06 2.3e-06 2.2e-06 2.7e-06 2.25e-06 2.4e-06 2.5e-06 2.3e-06 2.3e-06 2.55e-06 2.25e-06 2.2e-06 2.25e-06 2.45e-06 2.45e-06 2.55e-06 2.5e-06 2.5e-06 2.45e-06 2.5e-06 2.4e-06 2.25e-06 2.45e-06 2.5e-06 2.3e-06 2.3e-06 2.35e-06 2.3e-06 2.25e-06 2.5e-06 3.6e-06 2.55e-06 2.25e-06 2.2e-06 2.3e-06 2.5e-06 2.45e-06 2.3e-06 2.35e-06 2.5e-06 2.5e-06 2.2e-06 2.35e-06 2.45e-06 2.25e-06 2.25e-06 2.15e-06
58 1.8e-06 1.2e-06 1.95e-06 1.35e-06 1.6e-06 1.5e-06 1.6e-06 1.65e-06 1.65e-06 1.5e-06 1.45e-06 1.55e-06 1.5e-06 1.7e-06 1.3e-06 1.2e-06 1.5e-06 1.4e-06 1.55e-06 1.5e-06 1.15e-06 1.3e-06 1.4e-06 1.45e-06 1.25e-06 2.2e-06 1.7e-06 1.75e-06 1.2e-06 1.45e-06 1.35e-06 2e-06 1.8e-06 1.4e-06 1.5e-06 2.2e-06 1.5e-06 1.6e-06 1.7e-06 1.5e-06 2.05e-06 1.55e-06 1.65e-06 1.2e-06 1.25e-06 1.5e-06 1.35e-06 1.85e-06 1.5e-06 1.35e-06 1.2e-06 1.5e-06 1.5e-06 1.35e-06 1.25e-06 1.35e-06 1.6e-06 2.55e-06 1.8e-06 2e-06 1.4e-06 1.45e-06 1.45e-06 1.1e-06 1.4e-06 1.55e-06 1.25e-06 1.65e-06 1.4e-06 1.55e-06 1.45e-06 1.45e-06 1.55e-06 1.4e-06
59 1.8e-06 1.8e-06 1.55e-06 1.7e-06 1.75e-06 1.85e-06 1.6e-06 1.6e-06 1.9e-06 1.65e-06 2e-06 2.05e-06 1.8e-06 1.45e-06 2e-06 1.8e-06 1.85e-06 2e-06 1.9e-06 1.5e-06 2e-06 2.05e-06 1.5e-06 1.85e-06 2.1e-06 2.5e-06 1.75e-06 1.7e-06 1.8e-06 2.1e-06 2.15e-06 1.45e-06 1.55e-06 1.75e-06 1.85e-06 2.35e-06 2.05e-06 1.75e-06 1.7e-06 1.9e-06 1.45e-06 1.6e-06 1.65e-06 1.75e-06 1.9e-06 1.8e-06 2.05e-06 1.7e-06 1.75e-06 2.15e-06 1.75e-06 1.6e-06 2.1e-06 1.65e-06 1.85e-06 1.65e-06 1.85e-06 2.25e-06 2e-06 2.8e-06 1.5e-06 1.8e-06 2.25e-06 1.9e-06 1.8e-06 1.85e-06 2e-06 1.65e-06 1.5e-06 1.75e-06 2.2e-06 1.55e-06 1.65e-06 1.8e-06
60 1.9e-06 9e-07 7.5e-07 1.45e-06 9e-07 7e-07 1.6e-06 9e-07 2.15e-06 8e-07 1.4e-06 1.8e-06 1.3e-06 1.1e-06 1.65e-06 9e-07 8e-07 1.6e-06 1.35e-06 8e-07 1.45e-06 1.55e-06 0.0 1.25e-06 1.65e-06 2.5e-06 1.1e-06 1.35e-06 1e-06 1.75e-06 1.55e-06 1.5e-06 1.2e-06 6e-07 8e-07 2.7e-06 1.1e-06 8e-07 6.5e-07 1.1e-06 2.25e-06 1.55e-06 1.65e-06 1e-06 1.5e-06 2e-06 1.95e-06 2e-06 1.2e-06 1.7e-06 1e-06 1e-07 1.5e-06 5.5e-07 1.5e-06 1.1e-06 1.65e-06 2.2e-06 1.4e-06 1.5e-06 0.0 1.25e-06 1.75e-06 1.4e-06 1.55e-06 1.35e-06 1.3e-06 1.15e-06 0.0 1.05e-06 1.7e-06 5e-08 1.5e-06 1.2e-06
61 1.65e-06 1.5e-06 1.5e-06 1.2e-06 1.35e-06 1.45e-06 1.65e-06 1.4e-06 2.05e-06 1.35e-06 1e-06 1.55e-06 1.65e-06 1.65e-06 1.5e-06 1.5e-06 1.25e-06 1.25e-06 1.05e-06 1.4e-06 1.55e-06 1.5e-06 1.25e-06 1.6e-06 1.45e-06 2.25e-06 1.3e-06 1.45e-06 1.5e-06 1.45e-06 1.7e-06 1.8e-06 1.75e-06 1.35e-06 1.25e-06 2.3e-06 1.75e-06 1.4e-06 1.3e-06 1.6e-06 2.1e-06 1.65e-06 1.7e-06 1.3e-06 1.4e-06 1.95e-06 1.6e-06 1.65e-06 1.6e-06 1.45e-06 1.3e-06 1.35e-06 1.15e-06 1.35e-06 1.6e-06 1.4e-06 1.25e-06 2.3e-06 1.45e-06 1.8e-06 1.25e-06 1.9e-06 1.6e-06 1.55e-06 1.3e-06 1.7e-06 1.1e-06 1.75e-06 1.25e-06 1.35e-06 1.5e-06 1.3e-06 1.35e-06 1.55e-06
62 1.95e-06 1.65e-06 2e-06 1.8e-06 1.7e-06 1.9e-06 2.05e-06 1.7e-06 2.15e-06 1.7e-06 1.3e-06 1.35e-06 1.8e-06 2.1e-06 1.5e-06 1.65e-06 1.55e-06 1.55e-06 1.7e-06 1.9e-06 1.65e-06 1.5e-06 1.75e-06 1.75e-06 1.4e-06 2.3e-06 1.6e-06 1.9e-06 1.65e-06 1.25e-06 1.5e-06 2.25e-06 2.2e-06 1.8e-06 1.6e-06 2.5e-06 1.6e-06 1.75e-06 1.85e-06 1.55e-06 2.5e-06 1.95e-06 2.1e-06 1.6e-06 1.75e-06 2e-06 1.7e-06 2.1e-06 1.8e-06 1.55e-06 1.6e-06 1.85e-06 1.3e-06 1.7e-06 1.55e-06 1.55e-06 1.9e-06 2.5e-06 1.45e-06 2.25e-06 1.75e-06 1.6e-06 2.5e-06 1.55e-06 1.5e-06 1.85e-06 1.4e-06 2.1e-06 1.75e-06 1.8e-06 1.3e-06 1.8e-06 1.7e-06 1.7e-06
63 1.8e-06 1.15e-06 1.95e-06 1.4e-06 1.45e-06 1.45e-06 1.45e-06 1.65e-06 1.55e-06 1.35e-06 1.65e-06 1.5e-06 1.45e-06 1.6e-06 1.2e-06 1.15e-06 1.6e-06 1.5e-06 1.65e-06 1.5e-06 1.1e-06 1.35e-06 1.4e-06 1.45e-06 1.3e-06 2.2e-06 1.8e-06 1.75e-06 1.2e-06 1.55e-06 1.3e-06 1.9e-06 1.7e-06 1.35e-06 1.6e-06 2.1e-06 1.5e-06 1.45e-06 1.65e-06 1.5e-06 1.85e-06 1.4e-06 1.5e-06 1e-06 1.25e-06 1.45e-06 1.3e-06 1.75e-06 1.5e-06 1.4e-06 1e-06 1.5e-06 1.7e-06 1.2e-06 1.2e-06 1.2e-06 1.6e-06 2.45e-06 1.1e-06 1.9e-06 1.4e-06 1.55e-06 1.55e-06 1.8e-06 1.5e-06 1.55e-06 1.5e-06 1.5e-06 1.4e-06 1.55e-06 1.55e-06 1.45e-06 1.5e-06 1.4e-06
64 1.5e-06 1.6e-06 1.8e-06 1.3e-06 1.5e-06 1.65e-06 1.55e-06 1.55e-06 1.85e-06 1.5e-06 1.1e-06 1.5e-06 1.75e-06 1.65e-06 1.45e-06 1.6e-06 1.35e-06 1.3e-06 1.4e-06 1.45e-06 1.55e-06 1.5e-06 1.55e-06 1.7e-06 1.35e-06 2.05e-06 1.4e-06 1.65e-06 1.6e-06 1.4e-06 1.7e-06 1.8e-06 1.75e-06 1.55e-06 1.4e-06 2.2e-06 1.85e-06 1.55e-06 1.6e-06 1.7e-06 1.8e-06 1.5e-06 1.6e-06 1.35e-06 1.6e-06 1.75e-06 1.6e-06 1.6e-06 1.75e-06 1.5e-06 1.35e-06 1.65e-06 1.1e-06 1.5e-06 1.55e-06 1.4e-06 1.55e-06 2.3e-06 1.4e-06 1.8e-06 1.55e-06 1.3e-06 1.5e-06 1.5e-06 2.1e-06 1.8e-06 1.15e-06 1.85e-06 1.55e-06 1.55e-06 1.55e-06 1.6e-06 1.25e-06 1.65e-06
65 2.2e-06 1.35e-06 1.4e-06 1.75e-06 1.7e-06 1.7e-06 2e-06 1.4e-06 1.9e-06 1.6e-06 1.85e-06 1.75e-06 1.3e-06 1.85e-06 1.65e-06 1.35e-06 1.7e-06 1.85e-06 1.8e-06 1.6e-06 1.45e-06 1.6e-06 1.35e-06 1.4e-06 1.65e-06 2.6e-06 1.6e-06 1.55e-06 1.35e-06 1.7e-06 1.75e-06 1.85e-06 1.95e-06 1.6e-06 1.7e-06 2.45e-06 1.65e-06 1.7e-06 1.55e-06 1.5e-06 2.4e-06 2e-06 2.05e-06 1.7e-06 1.5e-06 1.9e-06 1.6e-06 2.15e-06 1.3e-06 1.7e-06 1.7e-06 1.45e-06 1.95e-06 1.6e-06 1.35e-06 1.55e-06 1.75e-06 2.35e-06 1.55e-06 1.85e-06 1.35e-06 1.7e-06 1.85e-06 1.55e-06 1.8e-06 2.5e-06 1.85e-06 1.8e-06 1.35e-06 1.6e-06 1.8e-06 1.4e-06 1.85e-06 1.35e-06
66 1.55e-06 1.65e-06 1.55e-06 1.6e-06 1.2e-06 1.35e-06 1.7e-06 1.3e-06 2.35e-06 1.2e-06 5e-07 1.45e-06 1.8e-06 1.85e-06 1.4e-06 1.65e-06 9.5e-07 1.15e-06 1.2e-06 1.65e-06 1.55e-06 1.5e-06 1.3e-06 1.75e-06 1.25e-06 2.1e-06 1e-06 1.65e-06 1.65e-06 1.3e-06 1.7e-06 2e-06 1.95e-06 1.25e-06 1e-06 2.65e-06 1.9e-06 1.25e-06 1.35e-06 1.75e-06 2.45e-06 1.65e-06 1.75e-06 1e-06 1.9e-06 2.25e-06 1.9e-06 2e-06 1.8e-06 1.35e-06 1e-06 1.4e-06 5.5e-07 1.2e-06 1.6e-06 1.1e-06 1.8e-06 2.5e-06 1.25e-06 2e-06 1.3e-06 1.1e-06 1.4e-06 1.5e-06 1.15e-06 1.85e-06 1e-06 1.9e-06 1.3e-06 1.55e-06 1.4e-06 1.35e-06 1.35e-06 1.7e-06
67 1.85e-06 1.35e-06 1.8e-06 1.65e-06 1.65e-06 1.55e-06 1.5e-06 1.7e-06 1.7e-06 1.55e-06 2.05e-06 2.05e-06 1.7e-06 1.3e-06 1.75e-06 1.35e-06 1.7e-06 1.9e-06 1.85e-06 1.3e-06 1.65e-06 1.85e-06 1.15e-06 1.7e-06 1.85e-06 2.55e-06 1.95e-06 1.85e-06 1.45e-06 2.1e-06 1.85e-06 1.65e-06 1.4e-06 1.45e-06 1.7e-06 2.4e-06 1.65e-06 1.6e-06 1.6e-06 1.7e-06 1.5e-06 1.5e-06 1.55e-06 1.5e-06 1.6e-06 1.6e-06 1.8e-06 1.75e-06 1.7e-06 1.9e-06 1.5e-06 1.25e-06 2.15e-06 1.35e-06 1.65e-06 1.6e-06 1.8e-06 2.5e-06 1.65e-06 1.65e-06 1.15e-06 1.75e-06 2.1e-06 1.5e-06 1.85e-06 1.8e-06 1.9e-06 2.3e-06 1.15e-06 1.6e-06 2.05e-06 1.2e-06 1.7e-06 1.65e-06
68 1.9e-06 9e-07 7.5e-07 1.45e-06 9e-07 7e-07 1.6e-06 9e-07 2.15e-06 8e-07 1.4e-06 1.8e-06 1.3e-06 1.1e-06 1.65e-06 9e-07 8e-07 1.6e-06 1.35e-06 8e-07 1.45e-06 1.55e-06 0.0 1.25e-06 1.65e-06 2.5e-06 1.1e-06 1.35e-06 1e-06 1.75e-06 1.55e-06 1.5e-06 1.2e-06 6e-07 8e-07 2.7e-06 1.1e-06 8e-07 6.5e-07 1.1e-06 2.25e-06 1.55e-06 1.65e-06 1e-06 1.5e-06 2e-06 1.95e-06 2e-06 1.2e-06 1.7e-06 1e-06 1e-07 1.5e-06 5.5e-07 1.5e-06 1.1e-06 1.65e-06 2.2e-06 1.4e-06 1.5e-06 0.0 1.25e-06 1.75e-06 1.4e-06 1.55e-06 1.35e-06 1.3e-06 1.15e-06 0.0 1.05e-06 1.7e-06 5e-08 1.5e-06 1.2e-06
69 1.9e-06 1.35e-06 1.4e-06 1.35e-06 1.45e-06 1.4e-06 1.7e-06 1.25e-06 2e-06 1.35e-06 1.55e-06 1.7e-06 1.55e-06 1.55e-06 1.65e-06 1.35e-06 1.4e-06 1.35e-06 1.45e-06 1.3e-06 1.55e-06 1.6e-06 1.05e-06 1.5e-06 1.65e-06 2.5e-06 1.5e-06 1.3e-06 1.4e-06 1.65e-06 1.7e-06 1.75e-06 1.65e-06 1.3e-06 1.4e-06 2.15e-06 1.6e-06 1.35e-06 1.35e-06 1.4e-06 2.1e-06 1.7e-06 1.75e-06 1.4e-06 1.45e-06 1.9e-06 1.4e-06 1.7e-06 1.5e-06 1.7e-06 1.4e-06 1.1e-06 1.65e-06 1.3e-06 1.45e-06 1.35e-06 1.2e-06 2.35e-06 1.55e-06 1.75e-06 1.05e-06 1.35e-06 1.8e-06 1.55e-06 1.55e-06 1.6e-06 1.55e-06 1.6e-06 1.05e-06 2.1e-06 1.75e-06 1.05e-06 1.55e-06 1.45e-06
70 1.95e-06 1.6e-06 1.95e-06 1.8e-06 1.7e-06 1.85e-06 2e-06 1.65e-06 2.1e-06 1.7e-06 1.25e-06 1.35e-06 1.75e-06 2.05e-06 1.5e-06 1.6e-06 1.6e-06 1.55e-06 1.6e-06 1.85e-06 1.6e-06 1.45e-06 1.7e-06 1.7e-06 1.45e-06 2.35e-06 1.65e-06 1.85e-06 1.6e-06 1.25e-06 1.45e-06 2.2e-06 2.15e-06 1.75e-06 1.6e-06 2.45e-06 1.55e-06 1.75e-06 1.8e-06 1.5e-06 2.45e-06 1.95e-06 2.05e-06 1.6e-06 1.7e-06 1.95e-06 1.65e-06 2.05e-06 1.75e-06 1.45e-06 1.6e-06 1.8e-06 1.4e-06 1.7e-06 1.5e-06 1.55e-06 1.85e-06 2.45e-06 1.45e-06 2.2e-06 1.7e-06 1.5e-06 1.3e-06 1.55e-06 1.55e-06 1.8e-06 1.4e-06 2.05e-06 1.7e-06 1.75e-06 2.4e-06 1.75e-06 1.7e-06 1.65e-06
71 1.95e-06 9.5e-07 8e-07 1.5e-06 9.5e-07 7.5e-07 1.65e-06 9.5e-07 2.2e-06 8.5e-07 1.45e-06 1.85e-06 1.35e-06 1.15e-06 1.7e-06 9.5e-07 8.5e-07 1.65e-06 1.4e-06 8.5e-07 1.5e-06 1.6e-06 5e-08 1.3e-06 1.7e-06 2.55e-06 1.15e-06 1.4e-06 1.05e-06 1.8e-06 1.6e-06 1.55e-06 1.25e-06 6.5e-07 8.5e-07 2.75e-06 1.15e-06 8e-07 7e-07 1.1e-06 2.3e-06 1.6e-06 1.7e-06 1.05e-06 1.55e-06 2.05e-06 2e-06 2.05e-06 1.25e-06 1.75e-06 1.05e-06 1e-07 1.55e-06 6e-07 1.55e-06 1.15e-06 1.7e-06 2.25e-06 1.45e-06 1.55e-06 5e-08 1.3e-06 1.8e-06 1.45e-06 1.6e-06 1.4e-06 1.35e-06 1.2e-06 5e-08 1.05e-06 1.75e-06 1e-07 1.55e-06 1.25e-06
72 1.45e-06 1.65e-06 1.75e-06 1.35e-06 1.4e-06 1.65e-06 1.45e-06 1.55e-06 1.8e-06 1.4e-06 1.25e-06 1.5e-06 1.8e-06 1.5e-06 1.45e-06 1.65e-06 1.45e-06 1.4e-06 1.45e-06 1.35e-06 1.65e-06 1.6e-06 1.5e-06 1.75e-06 1.55e-06 2.15e-06 1.5e-06 1.65e-06 1.65e-06 1.55e-06 1.8e-06 1.65e-06 1.6e-06 1.55e-06 1.45e-06 2.2e-06 1.9e-06 1.45e-06 1.55e-06 1.75e-06 1.55e-06 1.4e-06 1.5e-06 1.3e-06 1.65e-06 1.7e-06 1.7e-06 1.5e-06 1.75e-06 1.65e-06 1.3e-06 1.6e-06 1.3e-06 1.4e-06 1.65e-06 1.35e-06 1.55e-06 2.25e-06 1.55e-06 1.65e-06 1.5e-06 1.35e-06 1.7e-06 1.5e-06 1.25e-06 1.85e-06 1.35e-06 1.7e-06 1.5e-06 1.55e-06 1.7e-06 1.55e-06 2.2e-06 1.7e-06
73 2.05e-06 1.2e-06 1.35e-06 1.6e-06 1.55e-06 1.55e-06 1.85e-06 1.3e-06 1.85e-06 1.45e-06 1.7e-06 1.6e-06 1.3e-06 1.7e-06 1.5e-06 1.2e-06 1.55e-06 1.7e-06 1.65e-06 1.45e-06 1.4e-06 1.45e-06 1.2e-06 1.15e-06 1.5e-06 2.45e-06 1.55e-06 1.5e-06 1.1e-06 1.55e-06 1.6e-06 1.8e-06 1.8e-06 1.45e-06 1.55e-06 2.3e-06 1.5e-06 1.55e-06 1.4e-06 1.35e-06 2.25e-06 1.85e-06 1.9e-06 1.55e-06 1.3e-06 1.75e-06 1.45e-06 2e-06 1.2e-06 1.55e-06 1.55e-06 1.3e-06 1.8e-06 1.45e-06 1.25e-06 1.45e-06 1.6e-06 2.15e-06 1.4e-06 1.8e-06 1.2e-06 1.55e-06 1.7e-06 1.4e-06 1.65e-06 1.35e-06 1.7e-06 1.65e-06 1.2e-06 1.45e-06 1.65e-06 1.25e-06 1.7e-06 2.2e-06
