 slim_762273190 slim_762273156 slim_762273161 slim_762273151 slim_762273180 slim_762273205 slim_762273193 slim_762273145 slim_762273196 slim_762273187 slim_762273168 slim_762273210 slim_762273183 slim_762273150 slim_762273197 slim_762273186 slim_762273159 slim_762273163 slim_762273152 slim_762273148 slim_762273194 slim_762273176 slim_762273209 slim_762273184 slim_762273165 slim_762273207 slim_762273175 slim_762273173 slim_762273143 slim_762273144 slim_762273153 slim_762273169 slim_762273211 slim_762273162 slim_762273178 slim_762273199 slim_762273198 slim_762273181 slim_762273166 slim_762273202 slim_762273195 slim_762273149 slim_762273171 slim_762273158 slim_762273167 slim_762273182 slim_762273154 slim_762273206 slim_762273191 slim_762273212 slim_762273203 slim_762273201 slim_762273192 slim_762273188 slim_762273174 slim_762273189 slim_762273170 slim_762273213 slim_762273200 slim_762273146 slim_762273164 slim_762273157 slim_762273177 slim_762273204 slim_762273208 slim_762273147 slim_762273179 slim_762273155 slim_762273185 slim_762273172 slim_762273160
53 2.6e-06 2.25e-06 1.65e-06 1.9e-06 1.8e-06 1.25e-06 1.55e-06 2.15e-06 1.8e-06 1.1e-06 2.25e-06 1.55e-06 1.5e-06 1.35e-06 1.7e-06 1.85e-06 2.45e-06 2.15e-06 1.65e-06 8.5e-07 1.7e-06 2.2e-06 1.45e-06 1.8e-06 2.1e-06 2.1e-06 2.2e-06 2e-06 2.05e-06 1.9e-06 1.1e-06 1.15e-06 8.5e-07 2.15e-06 1.95e-06 2.55e-06 1.85e-06 2.3e-06 2.6e-06 1.85e-06 2.2e-06 2.65e-06 2.35e-06 2.05e-06 1.6e-06 2.3e-06 2e-06 1.5e-06 1.9e-06 1.75e-06 2e-06 1.45e-06 1.25e-06 1.6e-06 1.75e-06 2.7e-06 1.25e-06 1.4e-06 2.3e-06 1.45e-06 2.2e-06 1.55e-06 1.7e-06 2.2e-06 1.15e-06 1.65e-06 1.75e-06 2.05e-06 1.7e-06 1.8e-06 2.25e-06
54 2.25e-06 1.85e-06 1.65e-06 1.95e-06 1.8e-06 1.65e-06 1.75e-06 1.7e-06 1.7e-06 1.8e-06 2.65e-06 1.55e-06 1.55e-06 1.55e-06 1.7e-06 1.65e-06 1.65e-06 1.7e-06 1.95e-06 1.8e-06 1.7e-06 1.2e-06 1.85e-06 1.8e-06 2.1e-06 2.1e-06 1.35e-06 1.5e-06 1.65e-06 1.55e-06 1.7e-06 1.5e-06 1.65e-06 1.75e-06 2e-06 1.75e-06 1.85e-06 1.55e-06 2.6e-06 1.75e-06 1.9e-06 1.9e-06 2.35e-06 1.7e-06 2.3e-06 1.85e-06 1.8e-06 1.9e-06 1.85e-06 1.8e-06 1.6e-06 2.25e-06 1.8e-06 1.75e-06 2.4e-06 2.3e-06 1.4e-06 1.45e-06 1.9e-06 1.8e-06 1.8e-06 1.75e-06 1.2e-06 1.8e-06 1.75e-06 1.65e-06 1.55e-06 1.75e-06 1.6e-06 1.85e-06 1.65e-06
55 1.5e-06 2.3e-06 2.5e-06 2.85e-06 2.55e-06 2.4e-06 2.45e-06 1.9e-06 1.7e-06 2.6e-06 2e-06 2.4e-06 2.35e-06 2.2e-06 1.9e-06 2.15e-06 1.5e-06 2.25e-06 1.8e-06 2.65e-06 1.9e-06 1.85e-06 2.65e-06 2e-06 2.1e-06 2.1e-06 1.85e-06 2e-06 1.7e-06 2.25e-06 2.5e-06 2.8e-06 2.9e-06 2.3e-06 2.85e-06 1.55e-06 2.05e-06 1.95e-06 1.45e-06 2.35e-06 1.85e-06 2.4e-06 2e-06 2.4e-06 2.5e-06 1.75e-06 1.55e-06 2.75e-06 2.3e-06 2.1e-06 2e-06 2.75e-06 2.3e-06 2.7e-06 2.3e-06 2.1e-06 2.6e-06 2.25e-06 1.4e-06 2.65e-06 1.75e-06 2.6e-06 2.5e-06 2.1e-06 2.55e-06 2.45e-06 2.4e-06 2.2e-06 2.15e-06 2.7e-06 2.1e-06
56 2.45e-06 2.2e-06 1.4e-06 1.55e-06 1.7e-06 1.35e-06 1.95e-06 2.2e-06 1.85e-06 1.3e-06 2.55e-06 1.3e-06 1.25e-06 1.35e-06 1.5e-06 1.95e-06 2.15e-06 2.2e-06 2.2e-06 1.45e-06 1.5e-06 1.9e-06 1.5e-06 1.55e-06 2.05e-06 2.05e-06 1.9e-06 2e-06 1.6e-06 1.45e-06 1.3e-06 1e-06 6.5e-07 2.2e-06 1.65e-06 2.25e-06 1.65e-06 2e-06 2.7e-06 1.9e-06 2.25e-06 2.25e-06 2.5e-06 1.6e-06 2.15e-06 2.35e-06 2.15e-06 1.5e-06 2.05e-06 1.35e-06 2e-06 1.65e-06 1.95e-06 1.25e-06 1.4e-06 2.6e-06 1.2e-06 1.15e-06 2e-06 1.7e-06 2.25e-06 1.45e-06 8.5e-07 2.25e-06 1.35e-06 1.45e-06 1.5e-06 2.15e-06 1.75e-06 1.55e-06 2.1e-06
57 2.1e-06 1.8e-06 1.45e-06 1.7e-06 1.6e-06 1.35e-06 1.6e-06 1.75e-06 1.5e-06 1.4e-06 2.3e-06 1.35e-06 1.3e-06 1.4e-06 1.5e-06 1.5e-06 1.7e-06 1.75e-06 1.75e-06 1.45e-06 1.5e-06 1.45e-06 1.55e-06 1.6e-06 2.05e-06 2.05e-06 1.45e-06 1.55e-06 1.65e-06 1.5e-06 1.35e-06 1.4e-06 1.2e-06 1.75e-06 1.75e-06 1.8e-06 1.65e-06 1.55e-06 2.45e-06 1.55e-06 1.85e-06 1.9e-06 2.2e-06 1.65e-06 1.8e-06 1.9e-06 1.7e-06 1.6e-06 1.6e-06 1.55e-06 1.55e-06 1.75e-06 1.6e-06 1.4e-06 1.45e-06 2.25e-06 1.15e-06 2.3e-06 1.9e-06 1.6e-06 1.8e-06 1.5e-06 1.4e-06 1.8e-06 1.4e-06 1.45e-06 1.55e-06 1.7e-06 1.4e-06 1.6e-06 1.65e-06
58 1.9e-06 2.1e-06 2.1e-06 2.45e-06 2.25e-06 2e-06 2.25e-06 1.65e-06 1.55e-06 2.2e-06 2.3e-06 2e-06 1.95e-06 1.75e-06 1.55e-06 1.95e-06 1.35e-06 2.05e-06 1.65e-06 2.35e-06 1.55e-06 1.65e-06 2.25e-06 1.65e-06 1.9e-06 1.9e-06 1.65e-06 1.8e-06 1.3e-06 1.8e-06 2.1e-06 2.3e-06 2.3e-06 2.1e-06 2.45e-06 1.4e-06 1.7e-06 1.75e-06 1.65e-06 2.15e-06 1.7e-06 2.2e-06 2e-06 1.95e-06 2.6e-06 1.6e-06 1.4e-06 2.35e-06 2.1e-06 1.7e-06 1.8e-06 2.65e-06 2.1e-06 2.3e-06 1.9e-06 1.4e-06 2e-06 1.9e-06 1.9e-06 2.35e-06 1.6e-06 2.2e-06 1.9e-06 1.95e-06 2.15e-06 2.05e-06 2e-06 2e-06 1.95e-06 2.3e-06 1.9e-06
59 2.55e-06 2.15e-06 1.85e-06 2.05e-06 1.8e-06 1.45e-06 1.1e-06 2e-06 1.7e-06 1.4e-06 2.4e-06 1.75e-06 1.6e-06 1.55e-06 1.85e-06 1.7e-06 2.3e-06 1.65e-06 1.6e-06 1.3e-06 1.85e-06 2.1e-06 1.65e-06 1.95e-06 2e-06 2e-06 2e-06 1.9e-06 2.15e-06 2.05e-06 1.35e-06 1.3e-06 1.35e-06 1.65e-06 2.1e-06 2.4e-06 2e-06 2.1e-06 2.7e-06 1.8e-06 2.05e-06 2.5e-06 2.35e-06 2.2e-06 1.7e-06 1.75e-06 1.9e-06 1.7e-06 1.75e-06 2e-06 1.9e-06 1.8e-06 1.6e-06 1.45e-06 1.8e-06 2.65e-06 1.7e-06 1.6e-06 2.35e-06 2e-06 1.65e-06 1.7e-06 1.95e-06 1.65e-06 1.4e-06 1.85e-06 1.85e-06 1.85e-06 1.55e-06 2e-06 2.1e-06
60 1.95e-06 1.8e-06 2.05e-06 2.4e-06 2.05e-06 1.9e-06 1.4e-06 1.5e-06 1.4e-06 2.1e-06 2.55e-06 1.95e-06 1.8e-06 1.85e-06 1.75e-06 1.45e-06 1.35e-06 1.3e-06 1.5e-06 2.1e-06 1.75e-06 1.4e-06 2.15e-06 1.85e-06 2e-06 2e-06 1.3e-06 1.5e-06 1.7e-06 1.9e-06 2e-06 2.25e-06 2.45e-06 1.3e-06 2.4e-06 1.4e-06 1.9e-06 1.4e-06 2.3e-06 1.75e-06 1.55e-06 1.95e-06 2.15e-06 2.05e-06 2.25e-06 1.1e-06 1.35e-06 2.25e-06 1.6e-06 1.95e-06 1.5e-06 2.65e-06 1.75e-06 2.2e-06 1.8e-06 1.75e-06 2.25e-06 1.8e-06 1.6e-06 1.65e-06 2e-06 2.05e-06 2.2e-06 1.2e-06 2.05e-06 2e-06 1.95e-06 1.55e-06 1.5e-06 2.2e-06 1.55e-06
61 2.5e-06 2e-06 1.75e-06 1.85e-06 1.8e-06 1.35e-06 1.7e-06 2.05e-06 1.75e-06 1.4e-06 2.55e-06 1.65e-06 1.55e-06 1.6e-06 1.75e-06 1.7e-06 2.15e-06 2.05e-06 1.85e-06 1.6e-06 1.75e-06 1.95e-06 1.55e-06 1.8e-06 2.25e-06 2.25e-06 1.9e-06 1.75e-06 2e-06 1.8e-06 1.45e-06 1.5e-06 1.3e-06 1.95e-06 1.9e-06 2.25e-06 1.9e-06 2e-06 2.75e-06 1.75e-06 1.95e-06 2.25e-06 2.3e-06 1.95e-06 1.85e-06 2.15e-06 1.95e-06 1.55e-06 1.75e-06 1.75e-06 1.75e-06 1.9e-06 1.7e-06 1.55e-06 1.75e-06 2.6e-06 1.45e-06 1.5e-06 2.2e-06 1.7e-06 2.05e-06 2.5e-06 1.7e-06 1.9e-06 1.45e-06 1.75e-06 1.45e-06 1.8e-06 1.65e-06 1.8e-06 1.65e-06
62 2.35e-06 2.2e-06 1.65e-06 1.8e-06 1.95e-06 1.6e-06 2.2e-06 2.25e-06 2.05e-06 1.75e-06 2.75e-06 1.55e-06 1.45e-06 1.55e-06 1.7e-06 2.1e-06 2.1e-06 2.2e-06 2.55e-06 1.9e-06 1.7e-06 1.9e-06 1.75e-06 1.75e-06 2e-06 2e-06 1.85e-06 2e-06 1.55e-06 1.45e-06 1.75e-06 1.05e-06 1.15e-06 2.2e-06 1.9e-06 2.2e-06 1.85e-06 1.95e-06 2.6e-06 2.15e-06 2.3e-06 2.25e-06 2.45e-06 1.6e-06 2.65e-06 2.3e-06 2.3e-06 1.75e-06 2.25e-06 1.55e-06 2e-06 2.15e-06 2.15e-06 1.7e-06 1.2e-06 2.5e-06 8.5e-07 1.4e-06 1.9e-06 1.95e-06 2.2e-06 1.7e-06 6e-07 2.2e-06 1.8e-06 1.7e-06 1.3e-06 2.2e-06 1.95e-06 1.8e-06 2.1e-06
63 2.1e-06 1.65e-06 2.05e-06 2.3e-06 1.95e-06 1.75e-06 1.4e-06 1.6e-06 1.55e-06 2.05e-06 2.7e-06 1.95e-06 1.8e-06 1.9e-06 1.9e-06 1.35e-06 1.5e-06 1.3e-06 1.75e-06 2.1e-06 1.9e-06 1.4e-06 2e-06 2.05e-06 2.15e-06 2.15e-06 1.3e-06 1.35e-06 1.9e-06 1.8e-06 2.05e-06 2.25e-06 2.45e-06 1.2e-06 2.3e-06 1.6e-06 2.05e-06 1.4e-06 2.6e-06 1.65e-06 1.55e-06 1.85e-06 2.15e-06 1.95e-06 2.15e-06 1.3e-06 1.6e-06 2.1e-06 1.5e-06 2.15e-06 1.35e-06 2.65e-06 1.65e-06 2.2e-06 1.8e-06 2.1e-06 2.25e-06 1.8e-06 1.95e-06 1.65e-06 1.2e-06 1.9e-06 2.2e-06 2e-06 2.1e-06 2e-06 1.8e-06 1.4e-06 1.5e-06 2.1e-06 1.4e-06
64 2.55e-06 2.1e-06 1.55e-06 1.8e-06 1.75e-06 1.2e-06 1.3e-06 1.9e-06 1.55e-06 1e-06 2.25e-06 1.45e-06 1.45e-06 1.2e-06 1.55e-06 1.75e-06 2.2e-06 2e-06 1.2e-06 1.2e-06 1.55e-06 2.1e-06 1.4e-06 1.6e-06 2.1e-06 2.1e-06 2.1e-06 1.9e-06 2e-06 2e-06 8.5e-07 1.2e-06 8.5e-07 2.1e-06 1.85e-06 2.35e-06 1.65e-06 2.15e-06 2.6e-06 1.65e-06 2e-06 2.45e-06 2.3e-06 2.15e-06 1.5e-06 2.1e-06 1.6e-06 1.4e-06 1.75e-06 1.6e-06 1.85e-06 1.45e-06 1.55e-06 1.15e-06 1.75e-06 2.55e-06 1.35e-06 1.4e-06 2.15e-06 1.4e-06 2.05e-06 1.45e-06 1.8e-06 2.1e-06 1.6e-06 1.55e-06 1.75e-06 1.9e-06 1.45e-06 1.8e-06 2.1e-06
65 2.4e-06 1.85e-06 1.5e-06 1.9e-06 1.75e-06 1.55e-06 1.7e-06 1.6e-06 1.65e-06 1.65e-06 2.6e-06 1.4e-06 1.55e-06 1.55e-06 1.65e-06 1.7e-06 1.65e-06 1.75e-06 1.8e-06 1.7e-06 1.65e-06 1.55e-06 1.8e-06 1.8e-06 2.35e-06 2.35e-06 1.6e-06 1.7e-06 1.85e-06 1.75e-06 1.5e-06 1.7e-06 1.5e-06 1.95e-06 1.85e-06 1.9e-06 1.7e-06 1.55e-06 2.75e-06 1.65e-06 2.05e-06 1.85e-06 2.5e-06 1.9e-06 2.05e-06 2.05e-06 1.75e-06 1.9e-06 1.8e-06 1.85e-06 1.55e-06 1.95e-06 1.8e-06 1.65e-06 1.65e-06 2.45e-06 1.45e-06 1.45e-06 2.05e-06 1.85e-06 2e-06 1.75e-06 1.7e-06 2e-06 1.55e-06 2.7e-06 1.8e-06 1.85e-06 1.5e-06 1.8e-06 1.65e-06
66 2.3e-06 1.75e-06 1.8e-06 1.95e-06 1.85e-06 1.35e-06 1.85e-06 1.95e-06 1.8e-06 1.65e-06 2.6e-06 1.7e-06 1.6e-06 1.6e-06 1.8e-06 1.65e-06 1.95e-06 1.95e-06 2e-06 1.8e-06 1.8e-06 1.75e-06 1.55e-06 1.9e-06 2.15e-06 2.15e-06 1.7e-06 1.5e-06 1.8e-06 1.6e-06 1.7e-06 1.55e-06 1.6e-06 1.85e-06 2e-06 2.05e-06 1.95e-06 1.8e-06 2.55e-06 1.8e-06 1.85e-06 2.1e-06 2.05e-06 1.75e-06 2.15e-06 2.05e-06 1.95e-06 1.6e-06 1.8e-06 1.85e-06 1.5e-06 2.2e-06 1.6e-06 1.75e-06 1.55e-06 2.4e-06 1.5e-06 1.55e-06 2e-06 1.85e-06 1.95e-06 1.45e-06 1.3e-06 1.8e-06 1.75e-06 1.8e-06 2.3e-06 1.7e-06 1.7e-06 1.85e-06 1.55e-06
67 2.05e-06 1.35e-06 1.9e-06 2.15e-06 1.8e-06 1.6e-06 1.55e-06 1.5e-06 1.5e-06 1.9e-06 2.65e-06 1.8e-06 1.6e-06 1.8e-06 1.85e-06 1.15e-06 1.45e-06 1.5e-06 1.6e-06 1.95e-06 1.85e-06 1.25e-06 1.7e-06 2e-06 2.35e-06 2.35e-06 1.1e-06 1.2e-06 1.95e-06 1.8e-06 1.85e-06 2.2e-06 2.3e-06 1.45e-06 2.15e-06 1.55e-06 2e-06 1.2e-06 2.65e-06 1.5e-06 1.3e-06 1.7e-06 1.95e-06 1.95e-06 2e-06 1.6e-06 1.5e-06 1.8e-06 1.3e-06 2.15e-06 1.2e-06 2.5e-06 1.5e-06 2.05e-06 1.75e-06 2.2e-06 2.15e-06 1.7e-06 2e-06 1.85e-06 1.55e-06 1.8e-06 2.2e-06 1.4e-06 1.9e-06 1.85e-06 1.7e-06 1.9e-06 1.25e-06 2e-06 1.3e-06
68 2e-06 1.55e-06 1.55e-06 1.8e-06 1.6e-06 1.45e-06 1.2e-06 1.35e-06 1.2e-06 1.6e-06 2.45e-06 1.45e-06 1.3e-06 1.5e-06 1.55e-06 1.15e-06 1.35e-06 1.4e-06 1.35e-06 1.6e-06 1.55e-06 1.2e-06 1.7e-06 1.7e-06 2.3e-06 2.3e-06 1.05e-06 1.3e-06 1.8e-06 1.75e-06 1.4e-06 1.8e-06 1.75e-06 1.5e-06 1.8e-06 1.5e-06 1.65e-06 1.1e-06 2.6e-06 1.25e-06 1.6e-06 1.55e-06 2.2e-06 1.9e-06 1.75e-06 1.55e-06 1.3e-06 1.8e-06 1.2e-06 1.85e-06 1.25e-06 2.05e-06 1.5e-06 1.7e-06 1.6e-06 2.15e-06 1.75e-06 1.4e-06 1.95e-06 1.55e-06 1.5e-06 1.65e-06 1.95e-06 1.5e-06 1.45e-06 1.5e-06 1.7e-06 1.25e-06 1.8e-06 1.8e-06 1.35e-06
69 2.6e-06 2.05e-06 1.8e-06 1.8e-06 1.65e-06 1.65e-06 2e-06 2.05e-06 1.9e-06 1.7e-06 2.8e-06 1.7e-06 1.7e-06 1.8e-06 1.9e-06 1.75e-06 2.05e-06 2.1e-06 2.15e-06 1.85e-06 1.9e-06 1.85e-06 1.85e-06 2e-06 2.5e-06 2.5e-06 1.85e-06 1.85e-06 2.05e-06 1.75e-06 1.75e-06 1.8e-06 1.6e-06 2e-06 1.85e-06 2.2e-06 2.05e-06 1.9e-06 2.95e-06 1.8e-06 2.15e-06 1.95e-06 2.55e-06 1.75e-06 2.1e-06 2.3e-06 2.1e-06 1.9e-06 1.85e-06 1.95e-06 1.8e-06 2.2e-06 1.95e-06 1.8e-06 1.85e-06 2.7e-06 1.55e-06 1.6e-06 2.3e-06 2e-06 2.2e-06 1.8e-06 1.8e-06 2.1e-06 1.8e-06 1.8e-06 1.85e-06 2e-06 1.8e-06 3.1e-06 1.9e-06
70 2.1e-06 1.25e-06 1.7e-06 2.15e-06 1.7e-06 1.8e-06 1.75e-06 1.15e-06 1.5e-06 2.15e-06 2.8e-06 1.6e-06 1.75e-06 1.85e-06 1.85e-06 1.25e-06 1e-06 1.3e-06 1.8e-06 2.15e-06 1.85e-06 9e-07 2.05e-06 2e-06 2.5e-06 2.5e-06 9.5e-07 1.1e-06 1.8e-06 1.6e-06 2.05e-06 2.4e-06 2.55e-06 1.4e-06 2.15e-06 1.25e-06 1.95e-06 9e-07 2.7e-06 1.4e-06 1.5e-06 1.25e-06 2.2e-06 1.75e-06 2.25e-06 1.6e-06 1.45e-06 2.15e-06 1.45e-06 2.15e-06 9.5e-07 2.75e-06 1.65e-06 2.25e-06 1.65e-06 2.1e-06 2.1e-06 1.65e-06 1.9e-06 2.1e-06 1.55e-06 1.65e-06 2.1e-06 1.4e-06 2.1e-06 1.65e-06 1.55e-06 1.3e-06 1.35e-06 1.9e-06 1.4e-06
