 slim_762009607 slim_762009616 slim_762009569 slim_762009593 slim_762009563 slim_762009562 slim_762009553 slim_762009581 slim_762009606 slim_762009567 slim_762009576 slim_762009598 slim_762009573 slim_762009600 slim_762009590 slim_762009550 slim_762009605 slim_762009578 slim_762009551 slim_762009560 slim_762009609 slim_762009552 slim_762009603 slim_762009571 slim_762009586 slim_762009591 slim_762009612 slim_762009577 slim_762009554 slim_762009595 slim_762009601 slim_762009580 slim_762009587 slim_762009574 slim_762009594 slim_762009556 slim_762009559 slim_762009566 slim_762009557 slim_762009602 slim_762009599 slim_762009558 slim_762009568 slim_762009582 slim_762009564 slim_762009610 slim_762009579 slim_762009565 slim_762009583 slim_762009592 slim_762009572 slim_762009613 slim_762009570 slim_762009597 slim_762009608 slim_762009589 slim_762009588 slim_762009555 slim_762009585 slim_762009604 slim_762009575 slim_762009561 slim_762009596 slim_762009614 slim_762009584 slim_762009611 slim_762009615
57 1.8e-06 7.5e-07 2.4e-06 2.15e-06 1.95e-06 1.8e-06 1.4e-06 2.65e-06 6.5e-07 2.9e-06 2.1e-06 1.7e-06 1.8e-06 2.55e-06 1.75e-06 2.85e-06 1.75e-06 2.4e-06 2.85e-06 9.5e-07 2.3e-06 2.1e-06 1.6e-06 1.25e-06 1e-06 2.45e-06 1.9e-06 2.5e-06 2.05e-06 2.55e-06 2.65e-06 1.5e-06 1.1e-06 2.35e-06 1.9e-06 2.85e-06 1.55e-06 2e-06 2.7e-06 1.9e-06 1.8e-06 3.15e-06 1.9e-06 1.75e-06 2.75e-06 1.45e-06 2.1e-06 1.95e-06 1.95e-06 2.5e-06 2.1e-06 2.6e-06 2.05e-06 1.75e-06 1.9e-06 2.6e-06 1.3e-06 4e-07 8e-07 2.8e-06 1.15e-06 2.2e-06 1.35e-06 2.45e-06 1.9e-06 2.3e-06 2.5e-06
58 1.9e-06 2e-07 2.4e-06 1.95e-06 1.8e-06 1.45e-06 1.2e-06 2.45e-06 5.5e-07 2.7e-06 1.95e-06 1.6e-06 1.7e-06 2.3e-06 1.75e-06 2.65e-06 1.35e-06 2.25e-06 2.6e-06 4e-07 2.1e-06 2e-06 1.2e-06 9.5e-07 6.5e-07 2.45e-06 1.7e-06 2.2e-06 1.85e-06 2.35e-06 2.65e-06 1.25e-06 9e-07 2.15e-06 1.8e-06 2.7e-06 1.8e-06 1.75e-06 2.45e-06 1.65e-06 1.45e-06 2.95e-06 1.65e-06 1.85e-06 2.5e-06 1.2e-06 1.8e-06 1.65e-06 1.7e-06 2.4e-06 1.7e-06 2.45e-06 2.2e-06 1.85e-06 1.6e-06 2.25e-06 1.15e-06 8e-07 3e-07 2.55e-06 8e-07 1.95e-06 1.45e-06 2.5e-06 2e-06 1.95e-06 2.25e-06
59 1.85e-06 2.5e-06 1.45e-06 1.4e-06 1.35e-06 2.1e-06 2.2e-06 8e-07 2.85e-06 9.5e-07 1.45e-06 2.1e-06 1.7e-06 1.5e-06 2.65e-06 2e-07 1.5e-06 6e-07 1.5e-07 2.8e-06 2.5e-06 1.45e-06 2.05e-06 2.75e-06 2.45e-06 1.05e-06 2e-06 1.6e-06 1.25e-06 7e-07 2.2e-06 1.8e-06 2.6e-06 2.55e-06 1.8e-06 4e-07 1.7e-06 1.5e-06 1.1e-06 2.1e-06 1.95e-06 1.5e-06 1.6e-06 1.65e-06 1.5e-07 1.75e-06 1.9e-06 2.05e-06 1.65e-06 9e-07 2.6e-06 1.75e-06 2.55e-06 1.8e-06 2e-06 1.3e-06 2.5e-06 2.8e-06 2.55e-06 0.0 2.7e-06 1.4e-06 2.6e-06 1.4e-06 1.9e-06 1.7e-06 1.2e-06
60 1.7e-06 8e-07 2.45e-06 1.9e-06 1.6e-06 1.7e-06 1.05e-06 2.55e-06 9.5e-07 2.85e-06 1.8e-06 1.65e-06 1.9e-06 2.5e-06 1.9e-06 2.75e-06 1.65e-06 2.45e-06 2.7e-06 7.5e-07 2.05e-06 2.05e-06 1.5e-06 1.25e-06 9.5e-07 2.55e-06 1.6e-06 2.3e-06 1.8e-06 2.5e-06 2.7e-06 1.6e-06 1.2e-06 2.2e-06 2e-06 2.7e-06 2e-06 1.7e-06 2.5e-06 1.55e-06 1.65e-06 3.1e-06 1.9e-06 2.05e-06 2.65e-06 1.55e-06 1.95e-06 1.55e-06 1.8e-06 2.6e-06 2.05e-06 2.5e-06 2.25e-06 1.65e-06 1.5e-06 2.45e-06 9.5e-07 1.15e-06 8e-07 2.7e-06 1.4e-06 2e-06 1.2e-06 2.5e-06 2.05e-06 2e-06 2.45e-06
61 1.65e-06 1.9e-06 1.65e-06 1.6e-06 1.55e-06 2.2e-06 1.3e-06 1.55e-06 2.2e-06 1.8e-06 1.65e-06 1.9e-06 1.95e-06 2e-06 2.35e-06 1.45e-06 1.75e-06 1.55e-06 1.4e-06 2.15e-06 2.2e-06 1.8e-06 1.8e-06 2.25e-06 1.95e-06 1.8e-06 1.7e-06 1.7e-06 1.6e-06 1.45e-06 2.25e-06 1.95e-06 2.1e-06 2.2e-06 2.05e-06 1.5e-06 1.7e-06 1.2e-06 1.55e-06 1.8e-06 1.75e-06 2.1e-06 1.85e-06 2e-06 1.4e-06 1.9e-06 1.75e-06 1.75e-06 1.5e-06 1.95e-06 2.35e-06 2.25e-06 2.35e-06 1.6e-06 1.7e-06 1.95e-06 1.75e-06 2.2e-06 1.95e-06 1.4e-06 2e-06 1.8e-06 1.9e-06 1.6e-06 2e-06 1.4e-06 1.7e-06
62 1.55e-06 1.4e-06 2.2e-06 1.9e-06 1.6e-06 2.3e-06 1.05e-06 2.45e-06 1.45e-06 2.75e-06 1.8e-06 1.9e-06 2.1e-06 2.6e-06 1.75e-06 2.65e-06 2.05e-06 2.55e-06 2.6e-06 1.55e-06 2.1e-06 2.05e-06 1.8e-06 1.7e-06 1.4e-06 2.55e-06 1.6e-06 2.2e-06 1.8e-06 2.6e-06 2.2e-06 2.05e-06 1.55e-06 2.25e-06 2.2e-06 2.6e-06 2e-06 1.7e-06 2.4e-06 1.55e-06 2e-06 3.05e-06 2.15e-06 2.15e-06 2.6e-06 2e-06 1.9e-06 1.6e-06 1.75e-06 2.75e-06 2.4e-06 2.65e-06 1.85e-06 1.5e-06 1.55e-06 2.55e-06 1.05e-06 1.35e-06 1.45e-06 2.6e-06 1.2e-06 1.9e-06 1.6e-06 2.25e-06 1.75e-06 2.05e-06 2.5e-06
63 1.6e-06 2.45e-06 1.15e-06 1.85e-06 1.7e-06 2.35e-06 2.1e-06 1.25e-06 2.55e-06 1.75e-06 1.85e-06 1.95e-06 2.1e-06 1.65e-06 2.35e-06 1.45e-06 2e-06 1.45e-06 1.4e-06 2.65e-06 2.35e-06 2e-06 1.75e-06 2.65e-06 2.45e-06 1.45e-06 1.6e-06 1.2e-06 1.8e-06 1.45e-06 1.75e-06 2.1e-06 2.6e-06 2.45e-06 2.2e-06 1.45e-06 1.9e-06 1.55e-06 1.1e-06 1.75e-06 2e-06 2.05e-06 2.1e-06 2.1e-06 1.4e-06 2.05e-06 1.85e-06 1.65e-06 1.65e-06 1.75e-06 2.55e-06 1.95e-06 2.35e-06 1.55e-06 1.6e-06 1.6e-06 2.25e-06 2.45e-06 2.5e-06 1.4e-06 2.5e-06 1.6e-06 2.25e-06 2e-06 2.05e-06 1.7e-06 1.3e-06
64 1.9e-06 1.95e-06 2e-06 2.1e-06 1.85e-06 2e-06 2e-06 2.15e-06 2e-06 2.4e-06 2.05e-06 1.9e-06 1.9e-06 2.1e-06 2e-06 1.95e-06 1.9e-06 1.7e-06 1.9e-06 2.1e-06 2.65e-06 2.05e-06 2.1e-06 2.3e-06 2e-06 1.8e-06 2.2e-06 2.3e-06 2e-06 1.7e-06 2.25e-06 1.75e-06 2.15e-06 2.75e-06 2e-06 1.9e-06 1.95e-06 2e-06 2.1e-06 2.2e-06 2.05e-06 2.65e-06 2.05e-06 2.1e-06 1.85e-06 1.7e-06 2.35e-06 2.25e-06 2.2e-06 1.8e-06 2.65e-06 2.25e-06 2.2e-06 1.85e-06 2.2e-06 2.15e-06 2.15e-06 1.9e-06 2e-06 1.9e-06 2.05e-06 2e-06 1.75e-06 2.05e-06 3e-06 2.3e-06 2.05e-06
65 1.8e-06 1.9e-06 1.85e-06 1.75e-06 1.7e-06 2.35e-06 1.6e-06 1.65e-06 2.2e-06 2.1e-06 1.8e-06 2.05e-06 2.2e-06 2.2e-06 2.5e-06 1.75e-06 1.9e-06 1.85e-06 1.7e-06 2.15e-06 2.35e-06 2.05e-06 1.75e-06 2.35e-06 2.05e-06 2.1e-06 1.65e-06 1.75e-06 1.75e-06 1.8e-06 2.45e-06 2.1e-06 2.2e-06 2.45e-06 2.3e-06 1.8e-06 1.95e-06 1.4e-06 1.6e-06 1.85e-06 2e-06 2.4e-06 2e-06 2.15e-06 1.7e-06 2.05e-06 1.9e-06 1.65e-06 1.6e-06 2.25e-06 2.5e-06 2.45e-06 2.6e-06 1.75e-06 1.6e-06 2.15e-06 1.85e-06 2.3e-06 1.95e-06 1.7e-06 2e-06 1.4e-06 2.05e-06 1.7e-06 2.3e-06 2.6e-06 1.75e-06
66 1.95e-06 2.2e-06 1.45e-06 1.75e-06 1.7e-06 2e-06 2.15e-06 1.1e-06 2.5e-06 1.65e-06 1.8e-06 2.15e-06 1.9e-06 1.4e-06 2.45e-06 1.25e-06 1.75e-06 1.2e-06 1.2e-06 2.45e-06 2.35e-06 1.95e-06 1.6e-06 2.55e-06 2.35e-06 1.6e-06 1.6e-06 1.2e-06 1.75e-06 1.2e-06 1.95e-06 1.8e-06 2.5e-06 2.45e-06 2e-06 1.3e-06 1.9e-06 1.65e-06 1e-06 1.8e-06 2.05e-06 1.9e-06 1.9e-06 2.05e-06 1.15e-06 1.75e-06 1.85e-06 1.65e-06 1.65e-06 1.45e-06 2.4e-06 1.75e-06 2.55e-06 1.9e-06 1.6e-06 1.45e-06 2.35e-06 2.5e-06 2.25e-06 1.2e-06 2.45e-06 1.7e-06 2.5e-06 1.3e-06 2.05e-06 1.75e-06 1.8e-06
