 slim_762059204 slim_762059221 slim_762059232 slim_762059228 slim_762059215 slim_762059186 slim_762059220 slim_762059189 slim_762059218 slim_762059231 slim_762059224 slim_762059185 slim_762059223 slim_762059207 slim_762059213 slim_762059242 slim_762059225 slim_762059205 slim_762059217 slim_762059240 slim_762059192 slim_762059184 slim_762059200 slim_762059212 slim_762059202 slim_762059241 slim_762059183 slim_762059237 slim_762059219 slim_762059222 slim_762059203 slim_762059211 slim_762059226 slim_762059244 slim_762059239 slim_762059229 slim_762059208 slim_762059227 slim_762059209 slim_762059179 slim_762059230 slim_762059216 slim_762059190 slim_762059188 slim_762059250 slim_762059247 slim_762059187 slim_762059201 slim_762059238 slim_762059246 slim_762059197 slim_762059206 slim_762059191 slim_762059214 slim_762059233 slim_762059234 slim_762059243 slim_762059180 slim_762059248 slim_762059236 slim_762059178 slim_762059195 slim_762059193 slim_762059199 slim_762059245 slim_762059182 slim_762059210 slim_762059198 slim_762059196 slim_762059235 slim_762059249 slim_762059181 slim_762059194
52 1.45e-06 1.2e-06 1.3e-06 1.25e-06 1.55e-06 1.65e-06 1e-06 1.3e-06 1.4e-06 1.6e-06 1.4e-06 1.7e-06 1.25e-06 1.15e-06 1.55e-06 1.15e-06 9.5e-07 1e-06 1.3e-06 1.05e-06 1.55e-06 2.05e-06 1.35e-06 1.6e-06 1.75e-06 1.75e-06 1.7e-06 1.5e-06 1.65e-06 1.35e-06 1.25e-06 1.6e-06 1.05e-06 1.45e-06 1.55e-06 1.9e-06 1.45e-06 1.25e-06 1e-06 1.45e-06 2.1e-06 1.45e-06 1.15e-06 1.8e-06 1.35e-06 1.25e-06 1.65e-06 9e-07 1.05e-06 1.45e-06 1.05e-06 1.5e-06 1.3e-06 1.25e-06 1.75e-06 1.2e-06 1.2e-06 1.4e-06 1.65e-06 1.1e-06 1.45e-06 1.2e-06 1.2e-06 1.85e-06 1.55e-06 1.3e-06 1.5e-06 1.2e-06 1.15e-06 1.55e-06 1.6e-06 1.55e-06 1.35e-06
53 1.35e-06 1.3e-06 1e-06 1.35e-06 9.5e-07 1.45e-06 1.15e-06 1.4e-06 1.3e-06 1.55e-06 1.2e-06 1.2e-06 1.15e-06 1.3e-06 1.5e-06 1.35e-06 1.1e-06 9.5e-07 1.3e-06 1.4e-06 1.45e-06 1.9e-06 1.45e-06 1.35e-06 1.5e-06 1.9e-06 1.5e-06 1.4e-06 1.3e-06 1.7e-06 1.55e-06 1.5e-06 1.45e-06 1.55e-06 1.35e-06 1.75e-06 1.4e-06 1.35e-06 1.65e-06 1.05e-06 1.8e-06 1.5e-06 1.25e-06 1.55e-06 1.25e-06 1.25e-06 1.25e-06 1.65e-06 1.2e-06 1.55e-06 1.05e-06 1.35e-06 1.25e-06 1.7e-06 1.6e-06 1.4e-06 1.4e-06 1.55e-06 1.3e-06 1.25e-06 1.45e-06 1.35e-06 1.15e-06 1.7e-06 1.55e-06 1.35e-06 1.6e-06 1.35e-06 1.5e-06 1.15e-06 1.35e-06 1.45e-06 1.6e-06
54 1.05e-06 1.3e-06 1.2e-06 1.15e-06 1.25e-06 1.2e-06 1.4e-06 1.1e-06 1.15e-06 1.25e-06 1.3e-06 1.35e-06 1.25e-06 1.45e-06 1.4e-06 1.5e-06 1.4e-06 1.35e-06 1.45e-06 1.6e-06 1.05e-06 1.75e-06 1.6e-06 1.4e-06 1.5e-06 1.1e-06 1.5e-06 1.7e-06 1.4e-06 1.35e-06 1.6e-06 1.25e-06 1.35e-06 1e-06 1.35e-06 1.6e-06 1.4e-06 1.5e-06 1.75e-06 1.25e-06 1.75e-06 1.55e-06 1.4e-06 1.25e-06 1.25e-06 1.45e-06 9e-07 1.8e-06 1.35e-06 1.15e-06 1.45e-06 8.5e-07 1.75e-06 1.6e-06 1.1e-06 1.45e-06 1.55e-06 1.6e-06 1.4e-06 1.4e-06 8.5e-07 1.5e-06 1.35e-06 1.3e-06 1.15e-06 1.55e-06 8.5e-07 1.5e-06 1.4e-06 1.25e-06 9e-07 1.45e-06 1.05e-06
55 1.15e-06 9e-07 1e-06 1.5e-06 1.15e-06 1.3e-06 1.25e-06 1.45e-06 1.2e-06 1.3e-06 1e-06 1.35e-06 9.5e-07 1e-06 1.3e-06 9.5e-07 1.05e-06 1.1e-06 1.5e-06 1.1e-06 1.05e-06 1.85e-06 1.25e-06 1.1e-06 1.35e-06 1.45e-06 1.45e-06 1.6e-06 1.35e-06 1.2e-06 1e-06 1.35e-06 9e-07 1.2e-06 1.3e-06 1.7e-06 9.5e-07 1e-06 9.5e-07 1.1e-06 1.85e-06 1.3e-06 1e-06 1.55e-06 1.1e-06 1.05e-06 1.3e-06 1.05e-06 1.2e-06 1.15e-06 1.1e-06 1.25e-06 1.2e-06 1.4e-06 1.45e-06 1.5e-06 1e-06 1.2e-06 1.35e-06 1.25e-06 1.2e-06 1.05e-06 1e-06 1.55e-06 1.15e-06 1.45e-06 1.35e-06 1.05e-06 1.05e-06 1e-06 1.25e-06 1.4e-06 1.25e-06
56 1.15e-06 1e-06 9e-07 1.5e-06 1.25e-06 1.4e-06 1.25e-06 1.45e-06 1.2e-06 1.3e-06 1.05e-06 1.45e-06 1e-06 9.5e-07 1.4e-06 8.5e-07 1.05e-06 1e-06 1.5e-06 1.05e-06 1.25e-06 1.95e-06 1.3e-06 1.3e-06 1.55e-06 1.55e-06 1.4e-06 1.6e-06 1.3e-06 1.25e-06 1.15e-06 1.45e-06 1e-06 1.3e-06 1.25e-06 1.8e-06 1.25e-06 1.05e-06 9.5e-07 1.1e-06 1.95e-06 1.4e-06 9.5e-07 1.55e-06 1.1e-06 1.1e-06 1.4e-06 1.1e-06 1.2e-06 1.25e-06 1.2e-06 1.25e-06 1.2e-06 1.4e-06 1.55e-06 1e-06 1.7e-06 1.3e-06 1.3e-06 1.25e-06 1.3e-06 9.5e-07 1.1e-06 1.65e-06 1.35e-06 1.45e-06 1.45e-06 1e-06 1.1e-06 1.2e-06 1.2e-06 1.35e-06 1.35e-06
57 1.45e-06 1.2e-06 1.4e-06 1.6e-06 1.25e-06 1.45e-06 1.35e-06 1.55e-06 1.35e-06 1.6e-06 1.45e-06 1.05e-06 1.35e-06 1.3e-06 1.35e-06 1.25e-06 1.3e-06 1.4e-06 1.7e-06 1.3e-06 1.45e-06 1.6e-06 1.25e-06 1.45e-06 1.25e-06 1.65e-06 1.6e-06 1.35e-06 1.2e-06 1.4e-06 1.35e-06 1.25e-06 1e-06 1.3e-06 1.45e-06 1.45e-06 1.45e-06 1.15e-06 1.15e-06 1.35e-06 1.3e-06 1.05e-06 1.3e-06 1.65e-06 1.4e-06 1.2e-06 1.4e-06 1.25e-06 1.3e-06 1.4e-06 1.5e-06 1.45e-06 1.4e-06 1.55e-06 1.6e-06 1.2e-06 1.3e-06 1.9e-06 1.2e-06 1.35e-06 1.35e-06 1.35e-06 1.15e-06 1.3e-06 1.5e-06 1.5e-06 1.35e-06 1.35e-06 1.15e-06 1.35e-06 1.5e-06 1.5e-06 1.35e-06
58 1.2e-06 1.25e-06 7.5e-07 1.5e-06 9e-07 1.4e-06 1.3e-06 1.45e-06 1.1e-06 1.4e-06 9.5e-07 7.5e-07 9.5e-07 1.25e-06 1.3e-06 1.25e-06 1.25e-06 1e-06 1.7e-06 1.5e-06 1.3e-06 1.5e-06 1.45e-06 1.15e-06 1e-06 1.85e-06 1.15e-06 1.15e-06 7e-07 1.75e-06 1.55e-06 1.2e-06 1.4e-06 1.4e-06 1e-06 1.35e-06 1.25e-06 1.35e-06 1.8e-06 8.5e-07 1.15e-06 1.15e-06 1.15e-06 1.3e-06 1.15e-06 1.3e-06 1.1e-06 1.85e-06 1.25e-06 1.5e-06 1.2e-06 1.1e-06 1.65e-06 1.3e-06 1.4e-06 1.35e-06 1.3e-06 1.2e-06 1.4e-06 1.3e-06 1.25e-06 1.25e-06 1.2e-06 1.25e-06 1.45e-06 1.35e-06 1.4e-06 1.3e-06 1.45e-06 9.5e-07 1e-06 1.15e-06 1.55e-06
59 1.35e-06 1.05e-06 1.05e-06 1.15e-06 1.3e-06 1.6e-06 8.5e-07 1.05e-06 1e-06 1.55e-06 1.15e-06 1.35e-06 1.1e-06 1.2e-06 1.2e-06 1.2e-06 8.5e-07 8.5e-07 1.45e-06 1.2e-06 1.45e-06 1.7e-06 1.4e-06 1.4e-06 1.45e-06 1.85e-06 1.4e-06 1.2e-06 1.3e-06 1.55e-06 1.4e-06 1.05e-06 9.5e-07 1.2e-06 1.25e-06 1.55e-06 1.35e-06 1.3e-06 1.35e-06 1.2e-06 1.7e-06 1.3e-06 1.1e-06 1.45e-06 1.15e-06 1.3e-06 1.3e-06 1.35e-06 7e-07 1.4e-06 1.1e-06 1.15e-06 1.1e-06 1.25e-06 1.4e-06 1.25e-06 1.25e-06 1.35e-06 1.3e-06 1.4e-06 1.15e-06 1.25e-06 1.15e-06 1.65e-06 1.5e-06 1.1e-06 1.05e-06 1.25e-06 1.05e-06 1.3e-06 1.25e-06 1.3e-06 1.2e-06
60 1.1e-06 1.15e-06 1.05e-06 1.05e-06 1.2e-06 1.3e-06 1.15e-06 1e-06 1.1e-06 1.3e-06 1.05e-06 1.25e-06 9e-07 1.25e-06 1.1e-06 1.25e-06 1.2e-06 1.15e-06 1.45e-06 1.3e-06 1.1e-06 1.5e-06 1.35e-06 1.15e-06 1.25e-06 1.35e-06 1.3e-06 1.5e-06 1.25e-06 1.35e-06 1.3e-06 1.05e-06 1.05e-06 1e-06 1.15e-06 1.35e-06 1.05e-06 1.3e-06 1.45e-06 1.15e-06 1.55e-06 1.3e-06 1.15e-06 1.15e-06 1.25e-06 1.3e-06 1.05e-06 1.5e-06 1.1e-06 1.2e-06 1.25e-06 8e-07 1.45e-06 1.45e-06 8.5e-07 1.2e-06 1.3e-06 1.35e-06 1.25e-06 1.15e-06 1.2e-06 1.3e-06 1.15e-06 1.35e-06 1.1e-06 1.3e-06 7e-07 1.3e-06 1.15e-06 1.15e-06 9.5e-07 1.15e-06 9e-07
61 1.1e-06 1.1e-06 8e-07 1.4e-06 1.25e-06 1.4e-06 1.25e-06 1.35e-06 1.2e-06 1.25e-06 1e-06 1.45e-06 9.5e-07 7.5e-07 1.45e-06 9e-07 1.05e-06 9e-07 1.45e-06 1.1e-06 1.25e-06 1.95e-06 1.15e-06 1.3e-06 1.55e-06 1.55e-06 1.35e-06 1.55e-06 1.25e-06 1.1e-06 1e-06 1.5e-06 1.1e-06 1.35e-06 1.2e-06 1.8e-06 1.25e-06 1.15e-06 9e-07 1.05e-06 1.95e-06 1.45e-06 9.5e-07 1.45e-06 1.1e-06 9.5e-07 1.4e-06 1e-06 1.2e-06 1.3e-06 1.15e-06 1.15e-06 1.2e-06 1.35e-06 1.5e-06 1.05e-06 9.5e-07 1.35e-06 1.25e-06 1.25e-06 1.3e-06 1.5e-06 1.15e-06 1.65e-06 1.35e-06 1.4e-06 1.45e-06 8e-07 1e-06 1.2e-06 1.1e-06 1.3e-06 1.35e-06
62 1.25e-06 8e-07 1e-06 1.4e-06 8e-07 1.2e-06 1.15e-06 1.35e-06 1.1e-06 1.4e-06 1.1e-06 1e-06 1.05e-06 1.1e-06 1.15e-06 1.05e-06 9.5e-07 1.05e-06 1.55e-06 1.15e-06 1.25e-06 1.65e-06 1.15e-06 1.1e-06 1.3e-06 1.65e-06 1.4e-06 1.4e-06 1.2e-06 1.4e-06 1.2e-06 1.15e-06 9.5e-07 1.25e-06 1.25e-06 1.5e-06 1.15e-06 9.5e-07 1.15e-06 9.5e-07 1.55e-06 1e-06 8.5e-07 1.4e-06 1e-06 9.5e-07 1.05e-06 1.2e-06 1.1e-06 1.2e-06 1.15e-06 1.2e-06 1.2e-06 1.15e-06 1.35e-06 1e-06 1.1e-06 1.15e-06 1.2e-06 1.15e-06 1.15e-06 1.15e-06 1.3e-06 1.5e-06 1.35e-06 1.35e-06 1.25e-06 1.15e-06 1.1e-06 9.5e-07 1.2e-06 1.35e-06 1.05e-06
63 1.2e-06 1.65e-06 1.45e-06 1.65e-06 1.3e-06 1.25e-06 1.65e-06 1.6e-06 1.4e-06 1.4e-06 1.5e-06 1.1e-06 1.4e-06 1.6e-06 1.6e-06 1.6e-06 1.65e-06 1.55e-06 1.55e-06 1.65e-06 1.2e-06 1.7e-06 1.55e-06 1.55e-06 1.25e-06 1.15e-06 1.65e-06 1.45e-06 1.25e-06 1.4e-06 1.7e-06 1.5e-06 1.5e-06 1.2e-06 1.5e-06 1.55e-06 1.55e-06 1.5e-06 1.75e-06 1.4e-06 1.35e-06 1.4e-06 1.65e-06 1.65e-06 1.5e-06 1.5e-06 1.2e-06 1.85e-06 1.6e-06 1.35e-06 1.65e-06 1.4e-06 1.85e-06 1.7e-06 1.3e-06 1.55e-06 1.65e-06 1.3e-06 1.25e-06 1.65e-06 1.35e-06 1.65e-06 1.5e-06 2e-06 1.25e-06 1.65e-06 1.45e-06 1.65e-06 1.6e-06 1.4e-06 1.45e-06 1.55e-06 1.6e-06
64 9e-07 1.45e-06 1.15e-06 1.45e-06 1.3e-06 1.1e-06 1.5e-06 1.4e-06 1.3e-06 1.1e-06 1.05e-06 1.45e-06 8.5e-07 1.3e-06 1.5e-06 1.3e-06 1.4e-06 1.25e-06 1.25e-06 1.35e-06 8e-07 1.85e-06 1.45e-06 1.2e-06 1.3e-06 8.5e-07 1.5e-06 1.7e-06 1.45e-06 1.1e-06 1.25e-06 1.6e-06 1.35e-06 1.05e-06 1.35e-06 1.7e-06 9e-07 1.35e-06 1.45e-06 1.25e-06 1.9e-06 1.6e-06 1.35e-06 1.55e-06 1.3e-06 1.35e-06 1.15e-06 1.55e-06 1.45e-06 1.1e-06 1.25e-06 1.2e-06 1.55e-06 1.55e-06 1.15e-06 1.15e-06 1.35e-06 1.5e-06 1.45e-06 1.5e-06 1.1e-06 1.35e-06 1.35e-06 1.25e-06 1.4e-06 1.5e-06 1.35e-06 1.35e-06 1.45e-06 1.15e-06 1.3e-06 1.35e-06 1.4e-06
65 1.4e-06 1.45e-06 1.15e-06 1.3e-06 1.4e-06 1.65e-06 1.15e-06 1.2e-06 1.3e-06 1.6e-06 1.2e-06 1.4e-06 1.1e-06 1.35e-06 1.5e-06 1.4e-06 1.1e-06 9.5e-07 1.5e-06 1.35e-06 1.5e-06 1.4e-06 1.4e-06 1.5e-06 1.45e-06 1.85e-06 1.1e-06 1.3e-06 1.35e-06 1.65e-06 1.5e-06 1.45e-06 1.35e-06 1.45e-06 1e-06 1.3e-06 1.35e-06 1.5e-06 1.6e-06 1.3e-06 1.7e-06 1.45e-06 1.3e-06 1.6e-06 1.4e-06 1.45e-06 1.45e-06 1.6e-06 1.05e-06 1.6e-06 1.2e-06 1.3e-06 1.3e-06 1.35e-06 1.55e-06 1.45e-06 1.45e-06 1.5e-06 1.35e-06 1.1e-06 1.3e-06 1.4e-06 1.35e-06 1.65e-06 1.5e-06 1.6e-06 1.35e-06 1.4e-06 1.4e-06 1.4e-06 1.4e-06 9.5e-07 1.45e-06
66 1.35e-06 1.15e-06 1.35e-06 1e-06 1.4e-06 1.5e-06 1.05e-06 9.5e-07 1.05e-06 1.55e-06 1.35e-06 1.35e-06 1.2e-06 1.4e-06 1.05e-06 1.4e-06 1.25e-06 1.35e-06 1.6e-06 1.4e-06 1.35e-06 1.4e-06 1.35e-06 1.4e-06 1.4e-06 1.55e-06 1.45e-06 1.55e-06 1.4e-06 1.45e-06 1.45e-06 8e-07 9e-07 9.5e-07 1.3e-06 1.25e-06 1.35e-06 1.4e-06 1.45e-06 1.4e-06 1.45e-06 1.3e-06 1.3e-06 1.2e-06 1.35e-06 1.4e-06 1.15e-06 1.5e-06 1e-06 1.3e-06 1.45e-06 8.5e-07 1.5e-06 1.6e-06 8.5e-07 1.35e-06 1.45e-06 1.35e-06 1.4e-06 1.05e-06 7e-07 1.45e-06 1.25e-06 1.45e-06 1.35e-06 1.35e-06 8e-07 1.45e-06 1e-06 1.4e-06 1.05e-06 1.3e-06 8e-07
67 1.1e-06 1.1e-06 8e-07 1.4e-06 1.25e-06 1.4e-06 1.25e-06 1.35e-06 1.2e-06 1.2e-06 1.05e-06 1.45e-06 1e-06 7.5e-07 1.45e-06 9.5e-07 1.05e-06 9e-07 1.45e-06 1.1e-06 1.25e-06 1.95e-06 1.15e-06 1.3e-06 1.55e-06 1.55e-06 1.4e-06 1.55e-06 1.3e-06 1.1e-06 1e-06 1.5e-06 1.1e-06 1.35e-06 1.25e-06 1.8e-06 1.25e-06 1.15e-06 9e-07 1.05e-06 1.95e-06 1.45e-06 1e-06 1.4e-06 1.1e-06 9.5e-07 1.4e-06 1e-06 1.2e-06 1.3e-06 1.15e-06 1.15e-06 1.2e-06 1.35e-06 1.5e-06 1.05e-06 1e-06 1.35e-06 1.3e-06 1.25e-06 1.3e-06 8e-07 1.15e-06 1.65e-06 1.35e-06 1.4e-06 1.45e-06 1.5e-06 1e-06 1.2e-06 1.15e-06 1.35e-06 1.35e-06
68 1.35e-06 9.5e-07 1.25e-06 1.3e-06 1.4e-06 1.5e-06 1.05e-06 1.25e-06 1.1e-06 1.5e-06 1.35e-06 1.45e-06 1.25e-06 9.5e-07 1.2e-06 1.05e-06 1.05e-06 1.2e-06 1.55e-06 1.1e-06 1.4e-06 1.75e-06 1.1e-06 1.45e-06 1.55e-06 1.6e-06 1.55e-06 1.55e-06 1.45e-06 1.1e-06 1.05e-06 1.05e-06 7e-07 1.1e-06 1.4e-06 1.6e-06 1.4e-06 1.1e-06 7.5e-07 1.35e-06 1.75e-06 1.25e-06 1.1e-06 1.5e-06 1.2e-06 1e-06 1.4e-06 8.5e-07 1e-06 1.25e-06 1.35e-06 1.2e-06 1.15e-06 1.5e-06 1.4e-06 1.05e-06 1.1e-06 1.15e-06 1.45e-06 1.05e-06 1.15e-06 1e-06 1.1e-06 1.6e-06 1.45e-06 1.4e-06 1e-06 1e-06 1.4e-06 1.4e-06 1.3e-06 1.45e-06 1.05e-06
69 1.05e-06 9.5e-07 6.5e-07 1.5e-06 6e-07 1.15e-06 1.3e-06 1.45e-06 1.05e-06 1.25e-06 7.5e-07 8.5e-07 8e-07 1.15e-06 1.1e-06 1.15e-06 1.1e-06 9.5e-07 1.6e-06 1.4e-06 9.5e-07 1.55e-06 1.4e-06 7e-07 1.05e-06 1.65e-06 1.2e-06 1.4e-06 9.5e-07 1.6e-06 1.3e-06 1.1e-06 1.3e-06 1.3e-06 1.05e-06 1.4e-06 8.5e-07 1e-06 1.65e-06 5.5e-07 1.4e-06 1.3e-06 1.05e-06 1.15e-06 9.5e-07 1.1e-06 9e-07 1.7e-06 1.25e-06 1.25e-06 9.5e-07 1.05e-06 1.55e-06 1.15e-06 1.25e-06 1e-06 1.2e-06 1.35e-06 9.5e-07 1.3e-06 1.15e-06 1.2e-06 9.5e-07 1.4e-06 1.15e-06 1.4e-06 1.4e-06 1.2e-06 1.4e-06 8e-07 9.5e-07 1.25e-06 1.45e-06
70 1e-06 1.05e-06 6.5e-07 1.2e-06 1e-06 1.3e-06 1.25e-06 1.15e-06 1e-06 1.2e-06 9e-07 1.15e-06 9.5e-07 1.1e-06 1.3e-06 1.15e-06 1.15e-06 9.5e-07 1.55e-06 1.45e-06 1.1e-06 1.7e-06 1.5e-06 1.15e-06 1.35e-06 1.55e-06 1.15e-06 1.5e-06 1e-06 1.5e-06 1.45e-06 1.2e-06 1.3e-06 1.2e-06 1e-06 1.55e-06 1.25e-06 1.35e-06 1.65e-06 8.5e-07 1.65e-06 1.45e-06 1.05e-06 1.1e-06 1e-06 1.25e-06 1e-06 1.7e-06 1.2e-06 1.25e-06 1.15e-06 7.5e-07 1.6e-06 1.35e-06 9e-07 1.25e-06 1.2e-06 1.5e-06 1e-06 1.25e-06 9.5e-07 1.1e-06 1.2e-06 1.45e-06 1.3e-06 1.4e-06 1.05e-06 1.15e-06 1.3e-06 9.5e-07 1.2e-06 1.2e-06 1.2e-06
71 1.25e-06 1.45e-06 9.5e-07 1.4e-06 1.3e-06 1.55e-06 1.3e-06 1.35e-06 1.25e-06 1.45e-06 1e-06 1.3e-06 8.5e-07 1.3e-06 1.4e-06 1.3e-06 1.3e-06 1.05e-06 1.6e-06 1.4e-06 1.35e-06 1.3e-06 1.4e-06 1.3e-06 1.3e-06 1.75e-06 9e-07 1.45e-06 1.15e-06 1.65e-06 1.45e-06 1.4e-06 1.4e-06 1.4e-06 8e-07 1.2e-06 1.15e-06 1.5e-06 1.7e-06 1.15e-06 1.6e-06 1.45e-06 1.2e-06 1.45e-06 1.35e-06 1.45e-06 1.35e-06 1.75e-06 1.25e-06 1.55e-06 1.25e-06 1.15e-06 1.55e-06 1.45e-06 1.45e-06 1.4e-06 1.35e-06 1.5e-06 1.15e-06 1.3e-06 1.15e-06 1.3e-06 1.35e-06 1.55e-06 1.35e-06 9.5e-07 1.3e-06 1.35e-06 1.45e-06 1.25e-06 1.2e-06 1.4e-06 1.45e-06
72 1.4e-06 1.1e-06 1.4e-06 1.15e-06 1.45e-06 1.5e-06 1.2e-06 1.1e-06 1.25e-06 1.55e-06 1.4e-06 1.5e-06 1.25e-06 1.3e-06 1.25e-06 1.3e-06 1.2e-06 1.35e-06 1.6e-06 1.3e-06 1.4e-06 1.7e-06 1.35e-06 1.45e-06 1.55e-06 1.55e-06 1.6e-06 1.65e-06 1.55e-06 1.35e-06 1.3e-06 1.15e-06 9.5e-07 1.15e-06 1.45e-06 1.55e-06 1.35e-06 1.3e-06 1.2e-06 1.45e-06 1.75e-06 1.2e-06 1.1e-06 1.4e-06 1.35e-06 1.3e-06 1.3e-06 1.25e-06 1.15e-06 1.3e-06 1.45e-06 1.05e-06 1.35e-06 1.6e-06 1.05e-06 1.25e-06 1.35e-06 1.35e-06 1.55e-06 1.2e-06 9e-07 1.35e-06 1.05e-06 1.6e-06 1.4e-06 1.45e-06 8e-07 1.35e-06 1.05e-06 1.45e-06 1.2e-06 1.45e-06 1.5e-06
